file,file-chromo,file inter chromo,chromo - file
out1932,2,1,19
out1947,2,1,19
out1980,2,1,19
out1990,2,1,19
out2017,2,1,19
out2048,2,1,19
out2068,2,1,19
out2091,2,1,19
out2100,2,1,19
out2111,2,1,19
out2129,2,1,19
out2140,2,1,19
out2150,2,1,19
out2163,2,1,19
out2218,2,1,19
out2259,2,1,19
out2262,2,1,19
out2284,2,1,19
out2322,2,1,19
out2341,2,1,19
out2345,2,1,19
out2369,2,1,19
out2373,2,1,19
out2387,2,1,19
out2406,2,1,19
out2410,2,1,19
out2416,2,1,19
out2423,2,1,19
out2427,2,1,19
out2445,2,1,19
out2450,2,1,19
out2454,2,1,19
out2459,2,1,19
out2488,2,1,19
out2523,2,1,19
out2526,2,1,19
out2617,2,1,19
out2632,2,1,19
out2637,2,1,19
out2675,2,1,19
out2676,2,1,19
out2678,2,1,19
out2695,2,1,19
out2711,2,1,19
out2758,2,1,19
out2760,2,1,19
out2786,2,1,19
out2799,2,1,19
out2808,2,1,19
out2813,2,1,19
out2835,2,1,19
out2849,2,1,19
out2851,2,1,19
out2860,2,1,19
out2917,2,1,19
out2919,2,1,19
out2937,2,1,19
out2951,2,1,19
out2959,2,1,19
out2975,2,1,19
out2997,2,1,19
out3011,2,1,19
out3065,2,1,19
out3128,2,1,19
out3133,2,1,19
out3155,2,1,19
out3182,2,1,19
out3184,2,1,19
out3212,2,1,19
out3230,2,1,19
out3263,2,1,19
out3265,2,1,19
out3267,2,1,19
out3310,2,1,19
out3316,2,1,19
out3320,2,1,19
out3336,2,1,19
out3372,2,1,19
out3382,2,1,19
out3402,2,1,19
out3420,2,1,19
out3441,2,1,19
out3442,2,1,19
out3450,2,1,19
out3476,2,1,19
out3482,2,1,19
out3499,2,1,19
out3525,2,1,19
out3534,2,1,19
out3535,2,1,19
out3551,2,1,19
out3553,2,1,19
out3627,2,1,19
out3635,2,1,19
out3637,2,1,19
out3648,2,1,19
out3670,2,1,19
out3703,2,1,19
out3711,2,1,19
out3735,2,1,19
out3741,2,1,19
out3743,2,1,19
out3747,2,1,19
out3753,2,1,19
out3761,2,1,19
out3805,2,1,19
out3825,2,1,19
out3828,2,1,19
out3843,2,1,19
out3850,2,1,19
out3871,2,1,19
out3892,2,1,19
out3893,2,1,19
out3908,2,1,19
out3937,2,1,19
out3952,2,1,19
out3955,2,1,19
out3963,2,1,19
out3988,2,1,19
out3993,2,1,19
out4009,2,1,19
out4018,2,1,19
out4020,2,1,19
out4026,2,1,19
out4056,2,1,19
out28,3,1,19
out71,3,1,19
out178,3,1,19
out233,3,1,19
out378,3,1,19
out380,3,1,19
out436,3,1,19
out554,3,1,19
out630,3,1,19
out879,3,1,19
out885,3,1,19
out907,3,1,19
out995,3,1,19
out1043,3,1,19
out1069,3,1,19
out1230,3,1,19
out1481,3,1,19
out1492,3,1,19
out1596,3,1,19
out1734,3,1,19
out1849,3,1,19
out1991,3,1,19
out2018,3,1,19
out2021,3,1,19
out2151,3,1,19
out2298,3,1,19
out2309,3,1,19
out2342,3,1,19
out2388,3,1,19
out2433,3,1,19
out2440,3,1,19
out2451,3,1,19
out2524,3,1,19
out2575,3,1,19
out2658,3,1,19
out2703,3,1,19
out2720,3,1,19
out2814,3,1,19
out2930,3,1,19
out2950,3,1,19
out2985,3,1,19
out3043,3,1,19
out3213,3,1,19
out3271,3,1,19
out3298,3,1,19
out3342,3,1,19
out3413,3,1,19
out3414,3,1,19
out3524,3,1,19
out3607,3,1,19
out3811,3,1,19
out3897,3,1,19
out3906,3,1,19
out3958,3,1,19
out43,4,1,19
out128,4,1,19
out176,4,1,19
out185,4,1,19
out187,4,1,19
out250,4,1,19
out270,4,1,19
out304,4,1,19
out356,4,1,19
out514,4,1,19
out649,4,1,19
out688,4,1,19
out691,4,1,19
out802,4,1,19
out843,4,1,19
out946,4,1,19
out948,4,1,19
out990,4,1,19
out996,4,1,19
out1163,4,1,19
out1226,4,1,19
out1228,4,1,19
out1401,4,1,19
out1428,4,1,19
out1476,4,1,19
out1517,4,1,19
out1532,4,1,19
out1566,4,1,19
out1619,4,1,19
out1760,4,1,19
out1766,4,1,19
out1784,4,1,19
out1788,4,1,19
out1822,4,1,19
out1850,4,1,19
out1919,4,1,19
out1976,4,1,19
out1981,4,1,19
out2049,4,1,19
out2069,4,1,19
out2079,4,1,19
out2124,4,1,19
out2226,4,1,19
out2243,4,1,19
out2417,4,1,19
out2422,4,1,19
out2584,4,1,19
out2606,4,1,19
out2677,4,1,19
out2787,4,1,19
out2804,4,1,19
out2867,4,1,19
out2890,4,1,19
out2892,4,1,19
out2914,4,1,19
out3023,4,1,19
out3218,4,1,19
out3346,4,1,19
out3364,4,1,19
out3433,4,1,19
out3480,4,1,19
out3526,4,1,19
out3601,4,1,19
out3649,4,1,19
out3817,4,1,19
out3872,4,1,19
out3877,4,1,19
out3956,4,1,19
out4051,4,1,19
out72,5,1,19
out82,5,1,19
out232,5,1,19
out351,5,1,19
out373,5,1,19
out381,5,1,19
out529,5,1,19
out534,5,1,19
out537,5,1,19
out555,5,1,19
out639,5,1,19
out699,5,1,19
out778,5,1,19
out863,5,1,19
out961,5,1,19
out1044,5,1,19
out1056,5,1,19
out1130,5,1,19
out1225,5,1,19
out1248,5,1,19
out1464,5,1,19
out1469,5,1,19
out1523,5,1,19
out1777,5,1,19
out1914,5,1,19
out2038,5,1,19
out2285,5,1,19
out2681,5,1,19
out2886,5,1,19
out3076,5,1,19
out3365,5,1,19
out3451,5,1,19
out3707,5,1,19
out3851,5,1,19
out3881,5,1,19
out3898,5,1,19
out49,6,1,19
out120,6,1,19
out163,6,1,19
out175,6,1,19
out177,6,1,19
out211,6,1,19
out442,6,1,19
out450,6,1,19
out485,6,1,19
out559,6,1,19
out710,6,1,19
out908,6,1,19
out2319,6,1,19
out2981,6,1,19
out3174,6,1,19
out98,7,1,19
out122,7,1,19
out336,7,1,19
out689,7,1,19
out2022,7,1,19
out2101,7,1,19
out3208,7,1,19
out3410,7,1,19
out3602,7,1,19
out3818,7,1,19
out179,8,1,19
out427,8,1,19
out1209,8,1,19
out118,9,1,19
out129,9,1,19
out821,9,1,19
out859,9,1,19
out949,9,1,19
out1402,9,1,19
out2484,9,1,19
out1761,10,1,19
out2146,10,1,19
out470,13,1,19
out822,14,1,19
out2112,14,1,19
out779,15,1,19
out1653,16,1,19
out19,22,1,19
out6,3,0,20
out14,3,0,20
out16,3,0,20
out20,3,0,20
out26,3,0,20
out33,3,0,20
out35,3,0,20
out37,3,0,20
out39,3,0,20
out41,3,0,20
out45,3,0,20
out48,3,0,20
out50,3,0,20
out51,3,0,20
out55,3,0,20
out57,3,0,20
out59,3,0,20
out61,3,0,20
out63,3,0,20
out65,3,0,20
out67,3,0,20
out73,3,0,20
out74,3,0,20
out80,3,0,20
out83,3,0,20
out85,3,0,20
out88,3,0,20
out90,3,0,20
out92,3,0,20
out94,3,0,20
out96,3,0,20
out97,3,0,20
out100,3,0,20
out102,3,0,20
out104,3,0,20
out106,3,0,20
out108,3,0,20
out109,3,0,20
out111,3,0,20
out113,3,0,20
out115,3,0,20
out123,3,0,20
out130,3,0,20
out133,3,0,20
out135,3,0,20
out138,3,0,20
out144,3,0,20
out145,3,0,20
out151,3,0,20
out153,3,0,20
out158,3,0,20
out160,3,0,20
out161,3,0,20
out162,3,0,20
out166,3,0,20
out168,3,0,20
out170,3,0,20
out172,3,0,20
out182,3,0,20
out184,3,0,20
out188,3,0,20
out190,3,0,20
out196,3,0,20
out198,3,0,20
out200,3,0,20
out201,3,0,20
out203,3,0,20
out207,3,0,20
out208,3,0,20
out213,3,0,20
out222,3,0,20
out224,3,0,20
out226,3,0,20
out229,3,0,20
out237,3,0,20
out239,3,0,20
out243,3,0,20
out245,3,0,20
out246,3,0,20
out251,3,0,20
out253,3,0,20
out255,3,0,20
out256,3,0,20
out257,3,0,20
out260,3,0,20
out262,3,0,20
out264,3,0,20
out268,3,0,20
out271,3,0,20
out272,3,0,20
out274,3,0,20
out276,3,0,20
out280,3,0,20
out281,3,0,20
out283,3,0,20
out287,3,0,20
out292,3,0,20
out295,3,0,20
out297,3,0,20
out299,3,0,20
out300,3,0,20
out301,3,0,20
out307,3,0,20
out309,3,0,20
out311,3,0,20
out318,3,0,20
out321,3,0,20
out323,3,0,20
out324,3,0,20
out325,3,0,20
out329,3,0,20
out334,3,0,20
out337,3,0,20
out339,3,0,20
out341,3,0,20
out343,3,0,20
out345,3,0,20
out347,3,0,20
out349,3,0,20
out352,3,0,20
out353,3,0,20
out357,3,0,20
out358,3,0,20
out360,3,0,20
out362,3,0,20
out364,3,0,20
out366,3,0,20
out368,3,0,20
out370,3,0,20
out374,3,0,20
out376,3,0,20
out382,3,0,20
out384,3,0,20
out385,3,0,20
out389,3,0,20
out391,3,0,20
out393,3,0,20
out397,3,0,20
out398,3,0,20
out399,3,0,20
out400,3,0,20
out404,3,0,20
out406,3,0,20
out410,3,0,20
out412,3,0,20
out414,3,0,20
out416,3,0,20
out418,3,0,20
out420,3,0,20
out425,3,0,20
out426,3,0,20
out430,3,0,20
out433,3,0,20
out441,3,0,20
out443,3,0,20
out446,3,0,20
out448,3,0,20
out452,3,0,20
out458,3,0,20
out460,3,0,20
out461,3,0,20
out463,3,0,20
out467,3,0,20
out471,3,0,20
out473,3,0,20
out477,3,0,20
out479,3,0,20
out481,3,0,20
out482,3,0,20
out488,3,0,20
out490,3,0,20
out492,3,0,20
out493,3,0,20
out495,3,0,20
out496,3,0,20
out498,3,0,20
out500,3,0,20
out502,3,0,20
out504,3,0,20
out506,3,0,20
out508,3,0,20
out510,3,0,20
out511,3,0,20
out515,3,0,20
out517,3,0,20
out519,3,0,20
out520,3,0,20
out521,3,0,20
out523,3,0,20
out525,3,0,20
out530,3,0,20
out531,3,0,20
out533,3,0,20
out535,3,0,20
out538,3,0,20
out539,3,0,20
out544,3,0,20
out552,3,0,20
out556,3,0,20
out560,3,0,20
out563,3,0,20
out565,3,0,20
out567,3,0,20
out570,3,0,20
out572,3,0,20
out574,3,0,20
out575,3,0,20
out577,3,0,20
out578,3,0,20
out581,3,0,20
out586,3,0,20
out588,3,0,20
out590,3,0,20
out593,3,0,20
out595,3,0,20
out597,3,0,20
out599,3,0,20
out601,3,0,20
out603,3,0,20
out611,3,0,20
out613,3,0,20
out615,3,0,20
out617,3,0,20
out619,3,0,20
out620,3,0,20
out622,3,0,20
out624,3,0,20
out625,3,0,20
out628,3,0,20
out631,3,0,20
out633,3,0,20
out636,3,0,20
out640,3,0,20
out641,3,0,20
out642,3,0,20
out644,3,0,20
out646,3,0,20
out647,3,0,20
out650,3,0,20
out652,3,0,20
out654,3,0,20
out658,3,0,20
out664,3,0,20
out666,3,0,20
out668,3,0,20
out670,3,0,20
out671,3,0,20
out673,3,0,20
out675,3,0,20
out677,3,0,20
out679,3,0,20
out681,3,0,20
out683,3,0,20
out686,3,0,20
out690,3,0,20
out692,3,0,20
out694,3,0,20
out696,3,0,20
out700,3,0,20
out702,3,0,20
out706,3,0,20
out708,3,0,20
out711,3,0,20
out713,3,0,20
out714,3,0,20
out716,3,0,20
out718,3,0,20
out720,3,0,20
out721,3,0,20
out723,3,0,20
out725,3,0,20
out727,3,0,20
out729,3,0,20
out731,3,0,20
out733,3,0,20
out734,3,0,20
out736,3,0,20
out738,3,0,20
out741,3,0,20
out743,3,0,20
out745,3,0,20
out748,3,0,20
out750,3,0,20
out752,3,0,20
out754,3,0,20
out759,3,0,20
out761,3,0,20
out763,3,0,20
out765,3,0,20
out767,3,0,20
out769,3,0,20
out770,3,0,20
out773,3,0,20
out774,3,0,20
out775,3,0,20
out777,3,0,20
out780,3,0,20
out782,3,0,20
out784,3,0,20
out787,3,0,20
out788,3,0,20
out790,3,0,20
out792,3,0,20
out794,3,0,20
out795,3,0,20
out796,3,0,20
out798,3,0,20
out800,3,0,20
out801,3,0,20
out803,3,0,20
out805,3,0,20
out807,3,0,20
out809,3,0,20
out810,3,0,20
out811,3,0,20
out813,3,0,20
out815,3,0,20
out817,3,0,20
out818,3,0,20
out819,3,0,20
out823,3,0,20
out825,3,0,20
out826,3,0,20
out827,3,0,20
out829,3,0,20
out832,3,0,20
out839,3,0,20
out841,3,0,20
out842,3,0,20
out844,3,0,20
out845,3,0,20
out846,3,0,20
out848,3,0,20
out850,3,0,20
out851,3,0,20
out853,3,0,20
out855,3,0,20
out856,3,0,20
out858,3,0,20
out861,3,0,20
out864,3,0,20
out865,3,0,20
out867,3,0,20
out868,3,0,20
out870,3,0,20
out873,3,0,20
out875,3,0,20
out876,3,0,20
out880,3,0,20
out884,3,0,20
out886,3,0,20
out888,3,0,20
out889,3,0,20
out891,3,0,20
out893,3,0,20
out895,3,0,20
out897,3,0,20
out899,3,0,20
out901,3,0,20
out902,3,0,20
out904,3,0,20
out912,3,0,20
out913,3,0,20
out915,3,0,20
out917,3,0,20
out919,3,0,20
out923,3,0,20
out925,3,0,20
out928,3,0,20
out930,3,0,20
out934,3,0,20
out936,3,0,20
out938,3,0,20
out939,3,0,20
out943,3,0,20
out944,3,0,20
out947,3,0,20
out950,3,0,20
out951,3,0,20
out953,3,0,20
out954,3,0,20
out956,3,0,20
out957,3,0,20
out958,3,0,20
out960,3,0,20
out962,3,0,20
out963,3,0,20
out964,3,0,20
out966,3,0,20
out968,3,0,20
out969,3,0,20
out970,3,0,20
out971,3,0,20
out973,3,0,20
out975,3,0,20
out977,3,0,20
out978,3,0,20
out980,3,0,20
out982,3,0,20
out985,3,0,20
out986,3,0,20
out988,3,0,20
out993,3,0,20
out997,3,0,20
out1000,3,0,20
out1002,3,0,20
out1004,3,0,20
out1005,3,0,20
out1009,3,0,20
out1010,3,0,20
out1012,3,0,20
out1013,3,0,20
out1015,3,0,20
out1017,3,0,20
out1019,3,0,20
out1021,3,0,20
out1025,3,0,20
out1026,3,0,20
out1028,3,0,20
out1032,3,0,20
out1033,3,0,20
out1035,3,0,20
out1040,3,0,20
out1045,3,0,20
out1047,3,0,20
out1049,3,0,20
out1051,3,0,20
out1052,3,0,20
out1053,3,0,20
out1058,3,0,20
out1061,3,0,20
out1065,3,0,20
out1067,3,0,20
out1072,3,0,20
out1074,3,0,20
out1080,3,0,20
out1083,3,0,20
out1085,3,0,20
out1086,3,0,20
out1091,3,0,20
out1092,3,0,20
out1094,3,0,20
out1096,3,0,20
out1098,3,0,20
out1101,3,0,20
out1103,3,0,20
out1104,3,0,20
out1106,3,0,20
out1108,3,0,20
out1110,3,0,20
out1112,3,0,20
out1114,3,0,20
out1115,3,0,20
out1116,3,0,20
out1117,3,0,20
out1118,3,0,20
out1119,3,0,20
out1121,3,0,20
out1123,3,0,20
out1126,3,0,20
out1127,3,0,20
out1128,3,0,20
out1129,3,0,20
out1131,3,0,20
out1133,3,0,20
out1135,3,0,20
out1139,3,0,20
out1140,3,0,20
out1141,3,0,20
out1146,3,0,20
out1147,3,0,20
out1149,3,0,20
out1150,3,0,20
out1151,3,0,20
out1153,3,0,20
out1157,3,0,20
out1159,3,0,20
out1161,3,0,20
out1164,3,0,20
out1166,3,0,20
out1168,3,0,20
out1170,3,0,20
out1172,3,0,20
out1173,3,0,20
out1176,3,0,20
out1177,3,0,20
out1178,3,0,20
out1180,3,0,20
out1181,3,0,20
out1183,3,0,20
out1186,3,0,20
out1189,3,0,20
out1194,3,0,20
out1195,3,0,20
out1197,3,0,20
out1199,3,0,20
out1201,3,0,20
out1203,3,0,20
out1205,3,0,20
out1210,3,0,20
out1212,3,0,20
out1215,3,0,20
out1216,3,0,20
out1218,3,0,20
out1220,3,0,20
out1221,3,0,20
out1223,3,0,20
out1224,3,0,20
out1229,3,0,20
out1231,3,0,20
out1233,3,0,20
out1234,3,0,20
out1236,3,0,20
out1238,3,0,20
out1239,3,0,20
out1243,3,0,20
out1244,3,0,20
out1245,3,0,20
out1249,3,0,20
out1252,3,0,20
out1253,3,0,20
out1256,3,0,20
out1258,3,0,20
out1261,3,0,20
out1263,3,0,20
out1265,3,0,20
out1267,3,0,20
out1269,3,0,20
out1271,3,0,20
out1272,3,0,20
out1274,3,0,20
out1275,3,0,20
out1277,3,0,20
out1280,3,0,20
out1282,3,0,20
out1284,3,0,20
out1286,3,0,20
out1287,3,0,20
out1288,3,0,20
out1291,3,0,20
out1292,3,0,20
out1295,3,0,20
out1296,3,0,20
out1297,3,0,20
out1299,3,0,20
out1301,3,0,20
out1303,3,0,20
out1305,3,0,20
out1306,3,0,20
out1307,3,0,20
out1310,3,0,20
out1312,3,0,20
out1314,3,0,20
out1316,3,0,20
out1318,3,0,20
out1321,3,0,20
out1322,3,0,20
out1324,3,0,20
out1325,3,0,20
out1326,3,0,20
out1327,3,0,20
out1329,3,0,20
out1331,3,0,20
out1334,3,0,20
out1335,3,0,20
out1336,3,0,20
out1339,3,0,20
out1340,3,0,20
out1342,3,0,20
out1344,3,0,20
out1345,3,0,20
out1347,3,0,20
out1349,3,0,20
out1351,3,0,20
out1352,3,0,20
out1353,3,0,20
out1354,3,0,20
out1355,3,0,20
out1360,3,0,20
out1361,3,0,20
out1362,3,0,20
out1363,3,0,20
out1365,3,0,20
out1367,3,0,20
out1369,3,0,20
out1370,3,0,20
out1372,3,0,20
out1374,3,0,20
out1376,3,0,20
out1377,3,0,20
out1378,3,0,20
out1379,3,0,20
out1380,3,0,20
out1381,3,0,20
out1384,3,0,20
out1385,3,0,20
out1386,3,0,20
out1387,3,0,20
out1389,3,0,20
out1390,3,0,20
out1391,3,0,20
out1392,3,0,20
out1393,3,0,20
out1395,3,0,20
out1396,3,0,20
out1397,3,0,20
out1398,3,0,20
out1400,3,0,20
out1403,3,0,20
out1405,3,0,20
out1406,3,0,20
out1407,3,0,20
out1408,3,0,20
out1412,3,0,20
out1413,3,0,20
out1414,3,0,20
out1416,3,0,20
out1418,3,0,20
out1420,3,0,20
out1421,3,0,20
out1423,3,0,20
out1424,3,0,20
out1426,3,0,20
out1429,3,0,20
out1431,3,0,20
out1432,3,0,20
out1435,3,0,20
out1436,3,0,20
out1438,3,0,20
out1439,3,0,20
out1441,3,0,20
out1442,3,0,20
out1444,3,0,20
out1445,3,0,20
out1447,3,0,20
out1448,3,0,20
out1450,3,0,20
out1451,3,0,20
out1454,3,0,20
out1456,3,0,20
out1458,3,0,20
out1459,3,0,20
out1461,3,0,20
out1465,3,0,20
out1467,3,0,20
out1470,3,0,20
out1472,3,0,20
out1474,3,0,20
out1475,3,0,20
out1477,3,0,20
out1479,3,0,20
out1484,3,0,20
out1486,3,0,20
out1489,3,0,20
out1493,3,0,20
out1494,3,0,20
out1496,3,0,20
out1498,3,0,20
out1499,3,0,20
out1501,3,0,20
out1503,3,0,20
out1505,3,0,20
out1507,3,0,20
out1509,3,0,20
out1512,3,0,20
out1514,3,0,20
out1515,3,0,20
out1518,3,0,20
out1520,3,0,20
out1522,3,0,20
out1524,3,0,20
out1525,3,0,20
out1527,3,0,20
out1529,3,0,20
out1533,3,0,20
out1535,3,0,20
out1536,3,0,20
out1537,3,0,20
out1539,3,0,20
out1541,3,0,20
out1543,3,0,20
out1544,3,0,20
out1546,3,0,20
out1548,3,0,20
out1550,3,0,20
out1553,3,0,20
out1554,3,0,20
out1556,3,0,20
out1558,3,0,20
out1560,3,0,20
out1561,3,0,20
out1562,3,0,20
out1563,3,0,20
out1564,3,0,20
out1568,3,0,20
out1570,3,0,20
out1572,3,0,20
out1575,3,0,20
out1577,3,0,20
out1578,3,0,20
out1580,3,0,20
out1581,3,0,20
out1582,3,0,20
out1584,3,0,20
out1586,3,0,20
out1588,3,0,20
out1590,3,0,20
out1592,3,0,20
out1593,3,0,20
out1594,3,0,20
out1597,3,0,20
out1599,3,0,20
out1600,3,0,20
out1602,3,0,20
out1603,3,0,20
out1604,3,0,20
out1605,3,0,20
out1609,3,0,20
out1611,3,0,20
out1613,3,0,20
out1616,3,0,20
out1620,3,0,20
out1622,3,0,20
out1623,3,0,20
out1624,3,0,20
out1626,3,0,20
out1627,3,0,20
out1629,3,0,20
out1630,3,0,20
out1632,3,0,20
out1633,3,0,20
out1635,3,0,20
out1637,3,0,20
out1639,3,0,20
out1640,3,0,20
out1641,3,0,20
out1642,3,0,20
out1644,3,0,20
out1645,3,0,20
out1646,3,0,20
out1648,3,0,20
out1649,3,0,20
out1650,3,0,20
out1651,3,0,20
out1654,3,0,20
out1657,3,0,20
out1660,3,0,20
out1661,3,0,20
out1664,3,0,20
out1665,3,0,20
out1667,3,0,20
out1670,3,0,20
out1672,3,0,20
out1673,3,0,20
out1674,3,0,20
out1675,3,0,20
out1679,3,0,20
out1681,3,0,20
out1682,3,0,20
out1684,3,0,20
out1685,3,0,20
out1686,3,0,20
out1688,3,0,20
out1689,3,0,20
out1690,3,0,20
out1692,3,0,20
out1693,3,0,20
out1694,3,0,20
out1695,3,0,20
out1697,3,0,20
out1699,3,0,20
out1700,3,0,20
out1701,3,0,20
out1702,3,0,20
out1705,3,0,20
out1707,3,0,20
out1708,3,0,20
out1709,3,0,20
out1710,3,0,20
out1712,3,0,20
out1714,3,0,20
out1715,3,0,20
out1717,3,0,20
out1719,3,0,20
out1722,3,0,20
out1723,3,0,20
out1724,3,0,20
out1725,3,0,20
out1726,3,0,20
out1728,3,0,20
out1731,3,0,20
out1732,3,0,20
out1736,3,0,20
out1737,3,0,20
out1739,3,0,20
out1741,3,0,20
out1743,3,0,20
out1744,3,0,20
out1746,3,0,20
out1748,3,0,20
out1749,3,0,20
out1750,3,0,20
out1752,3,0,20
out1753,3,0,20
out1756,3,0,20
out1757,3,0,20
out1758,3,0,20
out1762,3,0,20
out1764,3,0,20
out1768,3,0,20
out1769,3,0,20
out1770,3,0,20
out1771,3,0,20
out1772,3,0,20
out1773,3,0,20
out1775,3,0,20
out1776,3,0,20
out1778,3,0,20
out1780,3,0,20
out1785,3,0,20
out1787,3,0,20
out1789,3,0,20
out1790,3,0,20
out1792,3,0,20
out1794,3,0,20
out1795,3,0,20
out1796,3,0,20
out1797,3,0,20
out1798,3,0,20
out1799,3,0,20
out1801,3,0,20
out1802,3,0,20
out1803,3,0,20
out1804,3,0,20
out1806,3,0,20
out1807,3,0,20
out1808,3,0,20
out1812,3,0,20
out1813,3,0,20
out1815,3,0,20
out1818,3,0,20
out1819,3,0,20
out1820,3,0,20
out1823,3,0,20
out1827,3,0,20
out1828,3,0,20
out1830,3,0,20
out1831,3,0,20
out1833,3,0,20
out1834,3,0,20
out1836,3,0,20
out1838,3,0,20
out1839,3,0,20
out1840,3,0,20
out1841,3,0,20
out1844,3,0,20
out1846,3,0,20
out1848,3,0,20
out1851,3,0,20
out1853,3,0,20
out1854,3,0,20
out1856,3,0,20
out1860,3,0,20
out1861,3,0,20
out1864,3,0,20
out1868,3,0,20
out1869,3,0,20
out1871,3,0,20
out1872,3,0,20
out1875,3,0,20
out1876,3,0,20
out1878,3,0,20
out1879,3,0,20
out1880,3,0,20
out1882,3,0,20
out1884,3,0,20
out1885,3,0,20
out1886,3,0,20
out1887,3,0,20
out1889,3,0,20
out1890,3,0,20
out1891,3,0,20
out1893,3,0,20
out1895,3,0,20
out1897,3,0,20
out1899,3,0,20
out1901,3,0,20
out1902,3,0,20
out1903,3,0,20
out1904,3,0,20
out1906,3,0,20
out1907,3,0,20
out1909,3,0,20
out1911,3,0,20
out1915,3,0,20
out1917,3,0,20
out1921,3,0,20
out1923,3,0,20
out1924,3,0,20
out1926,3,0,20
out1927,3,0,20
out1928,3,0,20
out1931,3,0,20
out1933,3,0,20
out1934,3,0,20
out1935,3,0,20
out1936,3,0,20
out1937,3,0,20
out1938,3,0,20
out1940,3,0,20
out1941,3,0,20
out1944,3,0,20
out1945,3,0,20
out1946,3,0,20
out1948,3,0,20
out1949,3,0,20
out1950,3,0,20
out1952,3,0,20
out1953,3,0,20
out1954,3,0,20
out1955,3,0,20
out1957,3,0,20
out1958,3,0,20
out1960,3,0,20
out1961,3,0,20
out1962,3,0,20
out1963,3,0,20
out1964,3,0,20
out1965,3,0,20
out1966,3,0,20
out1969,3,0,20
out1971,3,0,20
out1973,3,0,20
out1975,3,0,20
out1977,3,0,20
out1978,3,0,20
out1982,3,0,20
out1983,3,0,20
out1984,3,0,20
out1985,3,0,20
out1986,3,0,20
out1988,3,0,20
out1989,3,0,20
out1992,3,0,20
out1995,3,0,20
out1996,3,0,20
out2000,3,0,20
out2001,3,0,20
out2002,3,0,20
out2003,3,0,20
out2004,3,0,20
out2006,3,0,20
out2007,3,0,20
out2009,3,0,20
out2011,3,0,20
out2012,3,0,20
out2013,3,0,20
out2014,3,0,20
out2016,3,0,20
out2019,3,0,20
out2023,3,0,20
out2024,3,0,20
out2026,3,0,20
out2027,3,0,20
out2029,3,0,20
out2031,3,0,20
out2032,3,0,20
out2033,3,0,20
out2034,3,0,20
out2036,3,0,20
out2039,3,0,20
out2040,3,0,20
out2042,3,0,20
out2045,3,0,20
out2046,3,0,20
out2050,3,0,20
out2051,3,0,20
out2053,3,0,20
out2055,3,0,20
out2056,3,0,20
out2058,3,0,20
out2060,3,0,20
out2062,3,0,20
out2063,3,0,20
out2064,3,0,20
out2065,3,0,20
out2070,3,0,20
out2072,3,0,20
out2075,3,0,20
