Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
z	9/1195	0.000390888525816123866100937345180454940418712794780731201171875	0.001082460533029266057380990417868815711699426174163818359375	0.0022837134363078407002511927004206881974823772907257080078125	0.007149015974528892362893639500498466077260673046112060546875	-0.532634061654686	4.179626427553841	Su(H);asf1;Btk29A;CycA;CycE;Stat92E;osa;alph;thr
insv	13/2352	0.000334653690723008489203704751702161956927739083766937255859375	0.0009638026292822644662539044446702973800711333751678466796875	0.0031672243860500878982755512680569154326803982257843017578125	0.00912160623182425335520040476922076777555048465728759765625	-0.436593924555882	3.4938054738352826	Su(H);bon;cnk;cactin;cin;dmt;alph;asf1;Btk29A;chinmo;CycE;Stat92E;pbl
CTCF	22/5985	0.000508865897919647436516144001217298864503391087055206298828125	0.001356975727785726497376384003246130305342376232147216796875	0.01122541351215176896882752544115646742284297943115234375	0.0278699921681009425700192849717495846562087535858154296875	-0.4355410696789822	3.3028499343034	Su(H);bon;cnk;cactin;hpo;cos;Pgant35A;Dl;dmt;spn-A;alph;asf1;glu;E(z);Btk29A;CycA;esc;chinmo;CycE;Stat92E;pbl;osa
phol	16/3842	0.00137348886323190194115595463841827950091101229190826416015625	0.003410041315610239272271275723369399202056229114532470703125	0.015610840507452115877295995005624718032777309417724609375	0.03367905643846198782132006499523413367569446563720703125	-0.40924171323423725	2.69706706193645	Su(H);bon;cnk;cactin;cos;cin;dmt;spn-A;tum;alph;asf1;tok;CycE;Stat92E;pbl;osa
mod(mdg4)	13/2535	0.000696254591890951390724395775322363988379947841167449951171875	0.00179036895057673220953142756428633219911716878414154052734375	0.006209128478624232651272851768453620024956762790679931640625	0.017194509633113259916559201201380346901714801788330078125	-0.3136995483954337	2.2805314622485042	bon;Pde8;hpo;cos;Dl;dmt;alph;asf1;tok;pot;CycE;Stat92E;pbl
Stat92E	2/80	0.010638459437088555736838912935127154923975467681884765625	0.019640232806932715614589568531300756148993968963623046875	0.0181801220688042435014164510675982455722987651824951171875	0.037399108255825867785926419628594885580241680145263671875	-0.46684541920379174	2.121009267227396	Btk29A;Stat92E
Mef2	10/1751	0.001542492146852377822574542420852594659663736820220947265625	0.0037019811524457066874427280112058724625967442989349365234375	0.0092027075705306445041475882362647098489105701446533203125	0.0236641051813645149348719343151969951577484607696533203125	-0.2696222404680708	1.7456303415605836	cnk;cactin;tok;Btk29A;CycA;Dl;CycE;Stat92E;osa;Eip63F-1
gt	4/384	0.00647597041454875919919143001379779889248311519622802734375	0.0137138197013973728299873755531734786927700042724609375	0.015903998873718162843093892888646223582327365875244140625	0.03367905643846198782132006499523413367569446563720703125	-0.28997289352768346	1.4613638680616032	Btk29A;CycA;CycE;pbl
Kr	12/2419	0.00160950815562862538377064680616967962123453617095947265625	0.003738212490492291185939510711477851145900785923004150390625	0.01194005331715511201984281086652117664925754070281982421875	0.02865612796117227023540152686109649948775768280029296875	-0.2094702473704285	1.347276317336399	asf1;bon;cactin;tok;Btk29A;CycA;Dl;CycE;cin;Stat92E;pbl;thr
bap	2/95	0.01475892248127483145914151663191660190932452678680419921875	0.0253010099678997076033670765582428430207073688507080078125	0.024898215254667677154287730445503257215023040771484375	0.048450581036110072774558688024626462720334529876708984375	-0.27032069705433404	1.1396470446819398	cnk;Btk29A
Trl	20/5825	0.002945236428025669976615841250122684868983924388885498046875	0.006425970388419644137301123265615387936122715473175048828125	0.045111163938341171386614547600402147509157657623291015625	0.07733342389429916086118765861101564951241016387939453125	-0.129610475804823	0.755313625884266	Su(H);bon;cnk;cactin;cos;Dl;spn-A;alph;asf1;glu;tok;Btk29A;CycA;pot;chinmo;CycE;Stat92E;pbl;osa;thr
Dsp1	8/1507	0.007645569155664039447117819037202934850938618183135986328125	0.0157280279773660235098642345974440104328095912933349609375	0.03128764967949891617760016515603638254106044769287109375	0.057761814792921077621468128882042947225272655487060546875	-0.15089764539005104	0.7354191397415559	Su(H);bon;Btk29A;CycA;CycE;Stat92E;osa;alph
tll	2/132	0.02732002190852302059287382007823907770216464996337890625	0.04574515296310831258264073539976379834115505218505859375	0.044986986103430541550363130909317987971007823944091796875	0.07733342389429916086118765861101564951241016387939453125	-0.18769639767279586	0.6757324536646334	asf1;pbl
cad	20/5670	0.002070376202501617544926570957386502414010465145111083984375	0.00465834645562863969292521915122051723301410675048828125	0.033143008488688653623288615790443145669996738433837890625	0.059657415279639580685255850767134688794612884521484375	-0.06962624857164751	0.43029195319998453	Su(H);bon;cnk;cactin;CG16719;hpo;Pgant35A;Dl;spn-A;tum;alph;asf1;Btk29A;CycA;esc;CycE;Stat92E;mbo;pbl;thr
slp1	5/685	0.0102069825483622582396048272812549839727580547332763671875	0.01933954588110743666451440958553575910627841949462890625	0.0281892222713847895310124158640974201261997222900390625	0.053411157987886960507584177548778825439512729644775390625	-0.05494912516113443	0.2519243325928137	Su(H);asf1;hpo;Stat92E;pbl
en	1/120	0.2093728208513949973212930899535422213375568389892578125	0.26919362680893643702262352235266007483005523681640625	0.265348463230385023248203424373059533536434173583984375	0.34695650943141187472207320752204395830631256103515625	0.16535674922154228	-0.2585582263336823	bon
su(Hw)	2/1617	0.8348793526928359742811380783678032457828521728515625	0.8348793526928359742811380783678032457828521728515625	0.92982087517549649735570937991724349558353424072265625	0.92982087517549649735570937991724349558353424072265625	1.4804959786940688	-0.26718222580714795	cnk;pot
shn	1/96	0.1712441269186276981972838484580279327929019927978515625	0.2241741297843853619742304772444185800850391387939453125	0.2188222275990372722720422871134360320866107940673828125	0.29726793183265443065721456150640733540058135986328125	0.16163285994174506	-0.2852278665957555	pbl
Pc	1/789	0.7922134819061275035068092620349489152431488037109375	0.803371418271002557531801357981748878955841064453125	0.87393172208650782284422575685312040150165557861328125	0.886240619580684008127491324557922780513763427734375	1.3193134875864219	-0.3073002703535834	chinmo
CBP	7/1348	0.01428839394219434504040844302608093130402266979217529296875	0.0250918137521461658001609151824595755897462368011474609375	0.0489906816121179478074054713943041861057281494140625	0.08203090874587191938527297452310449443757534027099609375	0.07307322631809186	-0.31043754883887015	Su(H);bon;cnk;cactin;Stat92E;pbl;alph
ftz	1/145	0.2472716498509720250975618682787171564996242523193359375	0.30695791015982731853029008561861701309680938720703125	0.310958420128733481480054479106911458075046539306640625	0.392789583320505453212234669990721158683300018310546875	0.32508921091127585	-0.45423667018834346	pbl
cnc	1/451	0.58949751528673022260562675000983290374279022216796875	0.61512784203832715501647498967940919101238250732421875	0.68898145816216216363869762062677182257175445556640625	0.72950977923052473528287009685300290584564208984375	1.132806889244094	-0.5986711928070378	Su(H)
eve	1/401	0.54645213428627936735892944852821528911590576171875	0.58723214430764347770974609375116415321826934814453125	0.64531466988313701538260147572145797312259674072265625	0.703979639872513107690110700787045061588287353515625	1.0786251178772899	-0.6518223929905018	CycE
gro	2/1074	0.62697124997767927911951346686691977083683013916015625	0.64488471426275584263976270449347794055938720703125	0.7702746418237340630952303399681113660335540771484375	0.79228248873298368071260711076320149004459381103515625	1.4992377500875316	-0.6999260291860466	Su(H);Btk29A
jumu	2/962	0.56580902518014586366490448199328966438770294189453125	0.5990919090142721170622053250554017722606658935546875	0.71336395816977127282143555930815637111663818359375	0.74437978243802216393731896459939889609813690185546875	1.273484654034908	-0.7252478155379893	cos;alph
ttk	2/476	0.2374778057036366352150480452110059559345245361328125	0.29997196509933043984119649394415318965911865234375	0.342776170604711272194009552549687214195728302001953125	0.425515246267917479627840293687768280506134033203125	0.5130603098588963	-0.7376171155404297	glu;cin
tin	2/381	0.1698752158131273670704786127316765487194061279296875	0.2241741297843853619742304772444185800850391387939453125	0.25297459816490130979360628771246410906314849853515625	0.337299464219868394554424639864009805023670196533203125	0.4216401084965453	-0.7474376829512266	Btk29A;Stat92E
inv	3/957	0.286148183614891749027009382189135067164897918701171875	0.343377820337870065525720519872265867888927459716796875	0.4431292804950761610172094151494093239307403564453125	0.51460174509105616191817489379900507628917694091796875	0.8211939303439536	-1.0275151917518814	tok;cos;CycE
Nelf-E	3/611	0.11574021043977433809146759813302196562290191650390625	0.16339794415026964724546587603981606662273406982421875	0.2019013437251668818817051942460238933563232421875	0.285037191141412071804239758421317674219608306884765625	0.4822362723087205	-1.0398977526494506	Pde8;Stat92E;alph
gsb-n	3/618	0.1186868093027855508569956555220414884388446807861328125	0.1643355821115492221284881679821410216391086578369140625	0.2065126868030038587153995877088163979351520538330078125	0.285940643265697624908483476247056387364864349365234375	0.49550802763694946	-1.0560599619876263	Pde8;CycE;pbl
sna	3/1314	0.4770212326125007340493766605504788458347320556640625	0.52038679921363717451043839901103638112545013427734375	0.663048968831030816062366284313611686229705810546875	0.71253023516170477247300141243613325059413909912109375	1.4551799101267988	-1.0771158404189418	CycE;Stat92E;pbl
Snr1	1/291	0.435698406147790040510159315090277232229709625244140625	0.482619772963705895296726566812139935791492462158203125	0.52736728549973843627185488003306090831756591796875	0.59328819618720574080583674003719352185726165771484375	1.297273004612946	-1.077780903795419	Pde8
GATAe	4/666	0.03993286263893337795227722608615295030176639556884765625	0.0625036110870261507610479156937799416482448577880859375	0.086913302151622351399140598005033098161220550537109375	0.1360382120634089087030105247322353534400463104248046875	0.3361407659671584	-1.0825600494321135	Btk29A;pbl;spn-A;thr
CtBP	6/1410	0.053738444525317709266065691053881892003118991851806640625	0.08232272352814627713879502834970480762422084808349609375	0.141386502983503137276244387976475991308689117431640625	0.2165920896768558645550939445456606335937976837158203125	0.37059832899093426	-1.083491140210957	bon;Btk29A;Pde8;cos;CycE;Eip63F-1
Sfmbt	4/631	0.033750048121892174679548048743527033366262912750244140625	0.0540000769950274850383920011154259555041790008544921875	0.07449703314638540796455146164589677937328815460205078125	0.1191952530342166582943974617592175491154193878173828125	0.3246163930493292	-1.1000514096007679	bon;cnk;chinmo;dmt
sxc	2/553	0.293437846984712591424937500050873495638370513916015625	0.3463528685721197764024736898136325180530548095703125	0.41350362287221675838821965953684411942958831787109375	0.496204347446660143372554330198909156024456024169921875	0.9003471730366199	-1.1039061495775395	Btk29A;CycE
brm	1/220	0.3506539909466213078559349014540202915668487548828125	0.40074741822471005026073953558807261288166046142578125	0.43194478165441740902252831801888532936573028564453125	0.50983646359209922049871011040522716939449310302734375	1.0610083611608983	-1.1118893592919066	hpo
kn	2/508	0.260705072431572038027525195502676069736480712890625	0.3181485629673421744456618398544378578662872314453125	0.372518989414669821069736599383759312331676483154296875	0.454599444709427535915580165237770415842533111572265625	0.8382125294560131	-1.1268640073278229	cnk;Stat92E
E(z)	6/1565	0.08066866489006925544646975367868435569107532501220703125	0.1185335484098976877032072252404759638011455535888671875	0.19981500952232666978858333095558919012546539306640625	0.285037191141412071804239758421317674219608306884765625	0.45148661288701614	-1.1365746885156915	asf1;Pde8;CycA;pot;cos;chinmo
bin	4/619	0.031770585822009811405308710163808427751064300537109375	0.0519882313451069666410120362343150191009044647216796875	0.07046959625719602382520889705119770951569080352783203125	0.11531388478450259327257043651115964166820049285888671875	0.3328263386490685	-1.1479893971050739	tok;Pde8;hpo;Stat92E
run	2/672	0.378816608828733192293469755895785056054592132568359375	0.42616868493232484826904737928998656570911407470703125	0.51539993689213770000634440293652005493640899658203125	0.58902849930530021271835039442521519958972930908203125	1.218772287395218	-1.1830660043286025	Su(H);osa
chinmo	6/2341	0.30305742287786718858200174508965574204921722412109375	0.3519376523742974161024221757543273270130157470703125	0.56197663315948520601494919901597313582897186279296875	0.62249719365358358036388608525157906115055084228515625	1.044575520761096	-1.247048703630607	cactin;hpo;cos;mbo;tum;alph
NELF-B	4/885	0.0924285326843936327900763672005268745124340057373046875	0.1330970870655268367688250918945414014160633087158203125	0.1847972786057886229738045358317322097718715667724609375	0.271538858359526125152427766806795261800289154052734375	0.5699225344748411	-1.3571676748785713	asf1;Pde8;chinmo;Stat92E
bab1	5/1380	0.1284666993834260029228033772596972994506359100341796875	0.1745207991623900500854915662785060703754425048828125	0.269855062891098118615929024599608965218067169189453125	0.34695650943141187472207320752204395830631256103515625	0.7102313723607757	-1.4574555413489985	Su(H);Btk29A;cos;pbl;alph
ph-p	5/1158	0.0728046964809635210880145450573763810098171234130859375	0.10920704472144528163202181758606457151472568511962890625	0.1663945006380654068056657024499145336449146270751953125	0.2495917509570980963307107458604150451719760894775390625	0.581469132135296	-1.5234344811728757	tok;Btk29A;Stat92E;osa;alph
