Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
microtubule cytoskeleton (GO:0015630)	2/112	0.001090563	0.017449015	0.004637632	0.053875464	-2.082590988	14.20547972	cos;tum
nucleoplasm (GO:0005654)	2/170	0.002486339	0.019890709	0.010349732	0.053875464	-1.211898639	7.267688402	mbo;osa
nuclear lumen (GO:0031981)	2/358	0.010584777	0.024193776	0.042198874	0.084397747	-1.297077893	5.899549229	mbo;osa
