Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
peripheral nervous system development (GO:0007422)	Feb-79	0.000228724	0.004039893	0.001022157	0.018001868	-1.403693848	11.76715812	dmt;thr
mitotic sister chromatid segregation (GO:0000070)	Feb-76	0.00021166	0.004039893	0.000948113	0.018001868	-1.341615157	11.3507743	dmt;thr
respiratory system development (GO:0060541)	2/112	0.000459427	0.005513118	0.00201496	0.024179516	-1.435825018	11.03507853	dmt;thr
mesoderm development (GO:0007498)	Feb-83	0.000252493	0.004039893	0.001125117	0.018001868	-1.214407229	10.06030231	CG16719;thr
nervous system development (GO:0007399)	2/246	0.002187696	0.017501572	0.00925749	0.058329723	-1.090164185	6.6771533	dmt;thr
