Period \ Support,3,4,5,6,7,8,9
1,588,586,578,533,454,351,249
2,585,529,370,228,135,81,51
3,524,327,148,58,20,12,2
4,398,179,54,18,7,6,2
5,314,62,23,11,4,,2
6,220,22,11,2,2,2,
7,107,19,2,2,2,,
8,23,4,2,,,,
9,19,4,2,2,,,
