715	1224
2838	1224
3869	2878
1847	2878
2390	2878
2295	2878
1513	2878
3683	2878
3165	2878
2101	2878
2095	2878
1729	1390
2992	1390
1462	3757
2581	3757
3437	410
265	410
3592	410
1103	410
2702	2613
2042	2613
4026	2613
1972	3681
1494	3322
2307	3322
3639	3322
2046	3322
1438	3322
670	3322
280	3322
2240	3322
1438	2671
670	2671
3020	2671
1729	2916
2992	2916
2737	2916
217	2945
241	2945
2671	2945
2307	2945
3639	2945
2046	2945
1438	2945
670	2945
280	2945
2240	2945
2592	2945
1375	3033
2933	3033
1030	3033
1929	3033
2295	3033
2635	3033
1513	3033
3683	3033
3165	3033
2101	3033
2095	3033
3159	2987
3973	2987
1972	2987
2332	3012
174	3012
2566	76
3081	62
3355	62
1388	3593
108	3593
906	906
1462	906
810	2873
3919	3954
717	3103
3816	3103
2521	3103
3856	2906
108	2906
2382	2382
1199	2382
764	1872
3021	1872
3165	3941
2101	3941
2095	3941
1050	1410
3749	1410
2637	1410
1513	143
3683	143
2101	143
241	143
3322	2307
2945	2307
3639	2307
2046	2307
1438	2307
670	2307
2240	2307
1268	1645
1265	1577
1755	1577
693	1467
3158	1467
2061	1467
3917	1467
3376	1467
2518	1467
2240	2671
58	62
1929	62
531	62
989	1455
221	507
777	189
2878	189
1375	2933
2645	1455
699	665
2900	665
1161	815
1806	815
2987	1833
806	1833
2015	1455
3009	1455
3738	1103
2737	1103
3012	665
442	665
2455	665
1243	665
265	665
3711	665
3210	665
2266	344
3776	89
3738	244
776	244
2645	3246
436	3246
2835	189
3954	3877
3926	3877
3738	3877
875	3877
1276	1455
421	1455
2226	1455
2969	1455
2200	1455
665	2737
1600	2737
3856	665
53	665
3955	830
2382	830
2696	3681
855	3681
875	244
181	3865
3147	1455
3757	2808
1585	3681
1401	3681
