gene1	gene2
bnb	Aph-4
kuk	mfas
MED24	gro
Ef1gamma	hpo
Yp1	tud
Hs2st	gro
S6kII	Lar
esc	sno
dsf	dsx
ine	Borr
bhr	Dat
MED4	emp
da	CG1244
mbt	LanB2
siz	msi
kuz	CG3987
CG6372	ea
betaTub56D	Lim1
RpL30	CG34450
Borr	alien
kis	brat
Chi	yellow-f
Pvr	by
cher	Ark
Nrt	Pkn
yrt	Pk92B
gkt	Dscam
CG1942	Idgf5
Sb	Idgf5
E2f	kuz
par-1	Sur
drl	tkv
fs(1)K10	Dp
dmt	Sobp
CG10641	Optix
pcm	Prm
Rab5	emc
SelD	mbl
shot	Pk61C
ey	eIF-4a
jing	PebIII
Hmgs	bowl
ftz-f1	Idgf4
Galpha73B	eIF-4E
lic	p53
nej	alph
l(2)efl	Mer
Sulf1	Ald
Jra	poe
brat	tra
Chc	frc
dmt	betaTub56D
RhoGAPp190	noc
alpha-Spec	Nrx-IV
sas	amx
S6kII	trio
Arc-p34	Dad
stumps	rad50
osa	eff
sec23	sqd
btl	CG6416
PhKgamma	CG13850
Dys	sax
CycE	CG16719
Arc-p34	E2f2
dmt	jumu
Tm1	ninaE
tou	trc
emc	Idgf4
phyl	elav
eve	Gtp-bp
nmo	mmy
pros	CG12896
eve	Cip4
sced	Hr78
bnl	lin
ex	frc
sqd	lmd
chinmo	Pde8
dmt	glu
CG9509	hkl
Arc-p34	Rca1
brat	Sur
bt	Ark
acj6	RpL30
neur	Abd-B
alien	da
v	Sulf1
CycA	tok
sina	chif
mmy	mbl
bap	Dlic2
mam	Dap160
E(z)	pot
18w	Idgf5
Msp-300	Pde8
Eip71CD	msk
mth	qua
zfh2	blow
dsf	Mbs
Pkn	emb
tou	pnut
sll	pot
Hs6st	yrt
Sur	CG2681
pnt	Optix
toe	Cyt-c-d
elav	sprt
tra	Axn
mask	dup
Aph-4	CG12896
Dhc64C	t
dpld	Su(var)2-10
t	sdt
bl	CG16719
spn-A	dmt
Sulf1	scra
sno	Mtl
stumps	exu
dpn	ct
snf	beta4GalNAcTA
RpL30	CG17470
S6kII	how
Dad	CycA
l(2)37Cc	Rheb
sina	G-oalpha47A
Krn	gro
CG6416	E2f2
bon	Pgant35A
CG8247	CG3987
spen	inv
bon	CycE
l(2)efl	MYPT-75D
cbt	CG34417
Ddx1	knrl
ben	140up
sle	Uba1
dpn	Hph
bowl	RhoGAP68F
yrt	meso18E
dj	Syx1A
foxo	osa
CG16719	nmo
exu	cbx
LCBP1	CycB
xl6	l(3)mbt
Myo61F	Rho1
lic	spn-A
dock	yrt
lilli	CdsA
trio	hyd
Jra	NetB
hyd	ry
bon	glu
Gtp-bp	sav
Rack1	pnt
CG12301	Dif
mth	CG3829
ast	CG13850
cher	oaf
MYPT-75D	Su(var)2-10
mfas	neur
Jafrac2	esg
ct	Ald
caup	Set2
Rho1	Arc42
Lcp65Ag1	Pen
Gtp-bp	Rack1
CG6372	Dys
tra2	Ark
tll	dome
LCBP1	dah
wus	CG1942
Sur	CycB
sw	Cks30A
Pkn	Aph-4
dmt	Ef1gamma
run	mib1
uzip	gl
Tak1	Arp66B
frc	Src42A
Pk92B	oaf
asf1	Idgf4
dl	CG9509
xmas-2	Hr78
tamo	sle
baz	Apc
msk	LCBP1
Sobp	dome
eIF-4E	Galpha73B
rux	CG3987
pnt	tkv
svr	pnr
hpo	alien
Jafrac2	Dredd
CycE	Stat92E
l(2)37Cc	CG2678
tutl	morgue
sav	rhea
dlg1	eff
Borr	spn-A
brk	Chc
t	srp
zfh1	Cct1
Tina-1	Ald
E2f2	Bap60
car	MYPT-75D
how	pnt
Pen	Uba1
crol	sn
exu	lin
Nrt	CG12896
disco	abd-A
dos	pn
tll	Dcp-1
Arc42	CG9520
brat	vlc
loco	odd
PebIII	hkl
S6kII	l(2)37Cc
CG6416	beta4GalNAcTA
pot	mbl
jagn	Akt1
fw	Chi
CG6416	elav
nej	MYPT-75D
phyl	tow
glu	ine
MED11	gl
odd	loco
meso18E	vlc
form3	Arp66B
wee	Cyt-c-d
beta4GalNAcTA	Trl
Rpd3	Abd-B
ben	CG13850
fw	Mkp3
l(2)gl	sbb
vlc	Lcp65Ag1
esc	da
CycE	Ef1gamma
caup	emb
spin	MED11
Ald	gkt
Nrt	Abi
sav	tub
CG6416	PebIII
eIF-4a	tra2
phyl	l(2)efl
Sin3A	raw
Optix	Alh
Hs2st	drk
Appl	tup
CG1244	Taf4
MED24	tow
Rheb	Apc
sle	Pen
CG16719	nej
pelo	sdt
th	Abl
Tm1	ix
trio	Idgf2
drk	Ggamma1
Mhc	ine
CG9104	dah
dco	lilli
sdt	SelD
Atg6	LanB1
blow	Idgf1
emp	Mmp2
Idgf4	fru
LanB2	th
mib1	Scgdelta
Psn	ALiX
pnt	Fas3
mth	Hs2st
G-ialpha65A	msi
crc	mus304
Syb	tral
MYPT-75D	xl6
pros	exu
CG8216	emb
dco	pros
ksr	capu
Idgf2	Hem
Sobp	Arc42
shot	run
l(2)efl	bib
Patj	spir
Myo31DF	blow
N	tub
drk	bowl
spir	zfh1
Trl	Optix
Cks30A	caup
flw	fal
chn	Chc
fd59A	Stat92E
RhoGAPp190	cin
Pvf1	spir
PhKgamma	Alk
Msp-300	Pen
spir	Mef2
mus304	wls
bib	Jra
Appl	Prm
hyx	dl
sls	MED4
Nrt	Pk92B
Apc2	Sh
twf	Pvr
loco	Sulf1
pav	pot
eve	Dcp-1
S6kII	btl
tutl	Ef1gamma
alien	bon
lva	Sema-2a
CG14995	Syx1A
Dp	numb
bib	spin
poe	tow
E2f2	Sobp
bib	glec
Nrt	yrt
Not1	Hmgs
form3	Src64B
bnb	brk
Patj	hyd
Cp1	v
beta4GalNAcTA	lva
Orct	cathD
Mhc	Mlc1
E2f2	her
Cks30A	MED11
yrt	kis
Lar	rhea
CSN4	G-oalpha47A
Sobp	Pde8
Msp-300	140up
shot	rhea
lin	E2f
Eip74EF	p53
cta	bt
Sb	rad50
RhoL	raw
Pk92B	CSN4
CG4945	Jra
Oseg1	ksr
stumps	cp309
CycA	bon
bs	Sobp
t	by
spn-A	run
qua	CG17221
Cks30A	spir
CG32082	tin
Sb	l(1)G0289
CG9104	mbl
Gtp-bp	form3
Cip4	Mmp2
sktl	Mlc1
sktl	rg
Sema-2a	sno
hdc	knrl
sced	mbl
Pak	chif
Sxl	Myo61F
CG16719	twi
Myo31DF	CG13850
PebIII	her
eg	ast
vap	ALiX
lic	mbl
chrw	nej
E(bx)	nmo
sw	MED4
Aph-4	drl
Myo31DF	qua
CG14995	l(2)efl
Dap160	18w
Rheb	chinmo
Stat92E	wls
Rbp9	emc
Galpha73B	dnc
SelD	Src64B
Ephrin	dsx
klar	bun
PebIII	CG12301
trn	chrw
MED24	flw
Pvf1	chif
Khc	sktl
Idgf5	shg
capu	glec
puc	tra2
form3	numb
Syx1A	RhoGAPp190
shot	shrb
Tm1	tll
up	Cka
qkr58E-3	mbt
lwr	wls
blow	morgue
bowl	Hmgs
hdc	Pop2
yellow-f	Eip63E
dom	sqd
xl6	Iswi
asf1	LanA
btl	shrb
tld	pav
CG10641	eIF-4a
Rho1	fog
knrl	dj
Akt1	CG4945
sprt	dco
Hem	Cp1
Mitf	eve
CG1942	blow
Antp	CG34379
baz	eIF-4E
Lim1	Tab2
Mitf	bib
Caf1	CycE
CG34417	mus304
trc	Glycogenin
Tak1	poe
pn	CkIIalpha
eve	sle
par-6	ine
glec	Ca-alpha1D
wal	abd-A
tud	cin
stil	siz
d4	Dat
MED24	sprt
morgue	Sxl
hyx	Arc-p34
bib	sw
Borr	asf1
RhoGAP68F	rib
Traf6	Mmp1
CG34417	Dhc64C
Hr78	Cyt-c-d
Cyp1	Dad
Mef2	dpn
fs(1)K10	hyx
pros	zfh1
Mmp1	Set2
lic	l(1)G0289
Idgf4	hdc
Hs2st	Vhl
tub	sar1
v	sll
Eip71CD	Uba1
l(2)37Cc	Uba1
fs(2)ltoPP43	Abd-B
chic	Eip74EF
CG9445	tum
Idgf4	ics
pot	wee
CG32486	Dhc64C
robo	LanB2
tin	l(3)mbt
Arc42	flw
pyd	Rack1
ash2	pav
Trl	cg
Dap160	CG17221
fw	dom
tll	Pvr
CG10641	svr
N	aft
Syb	shrb
CG13850	Ice
Dcp-1	LanA
run	apt
pcm	Jra
thr	alien
Vhl	CG32082
sls	Hr78
Sb	Gtp-bp
CG6372	sns
robo	Rack1
CG34417	twi
CG6372	sar1
tld	stg
Dys	CG17470
Rack1	spir
wus	CG3987
Eip71CD	Chc
Fmr1	mth
Stat92E	esc
Cip4	toy
qua	klar
bib	Moe
eIF-4E	S6kII
Dys	mbt
cactin	Hr46
CG4945	dnc
bon	Myo61F
Fmr1	kuz
emb	sn
CG1244	ytr
qkr58E-3	th
Atx2	Dap160
vlc	rad50
jing	bigmax
cin	CG34379
cta	vlc
Cka	sktl
CG9104	dlg1
Rheb	Idgf5
sls	Hs2st
E(bx)	Idgf5
Pvr	raw
wal	Src42A
oaf	Atg6
Tl	e
rib	d
e	snf
eya	Eip63F-1
sqd	ena
dl	Alk
Ef1gamma	jumu
nej	twf
tral	gl
nej	eve
CG17470	caps
dec-1	Syx1A
14-3-3zeta	shrb
emp	Su(H)
FKBP59	raw
Rheb	stil
Bap60	nmo
oaf	pnr
CG32082	CG8247
osa	tum
sax	v
chinmo	Pak
stil	Snap
tub	lva
run	rhea
CG13850	l(2)37Cc
dib	yellow-f
ecd	Khc
dup	sno
svr	Rack1
bib	MED11
Sh	foxo
dsf	Optix
bs	noc
CG1244	Dp
fru	FKBP59
Krn	G-ialpha65A
Moe	Chc
sls	CG32082
bnl	fw
bhr	tll
flfl	drm
pio	how
G-salpha60A	sprt
Crk	Syb
Lac	E(bx)
Cip4	dally
shn	cic
Eip63F-1	rhea
drm	flfl
CG17739	kkv
sli	stumps
rad50	stumps
e	Alh
140up	Moe
l(2)efl	tld
Vhl	dsf
chinmo	Rheb
Sobp	ftz-f1
mbo	tum
dj	eIF-4a
glec	Sulf1
foxo	Optix
Dlic2	Idgf4
wrapper	Abi
ap	brm
eIF-4E	Atpalpha
Akt1	toe
rdo	lic
baz	foxo
rdo	l(3)mbt
ast	cg
t	18w
Appl	Psn
ena	Sur
sina	Rpd3
CG32082	eIF-4a
scra	Pk92B
Dl	spn-A
enok	Scgdelta
Lar	cp309
S6kII	msi
CycB	Abd-B
W	CG17739
Crk	beta4GalNAcTA
Rab5	mmy
wupA	Mmp2
vap	sn
thr	Mer
CG6416	Aph-4
Fas3	eff
th	abd-A
lva	Set2
NetB	Ephrin
bigmax	vap
Src42A	zfh1
chrw	scra
Abi	robo
l(1)G0289	dj
sqd	dom
Mmp2	siz
Rho1	Sb
N	CG3829
prod	CG9509
Rheb	sls
Lar	Nrx-IV
wls	CG9445
zfh1	chn
Sin3A	CG14995
grp	inv
cact	tamo
rhea	CG6416
elav	phyl
scra	Src42A
Gtp-bp	eve
dl	Idgf2
bcd	Atg5
Dad	CG34379
CG6416	brk
beta4GalNAcTA	CdsA
Sur	sdt
Myo31DF	Iswi
p53	Appl
ics	rux
cnk	alph
l(2)efl	pnt
morgue	fog
Tak1	CadN
Taf4	Arc-p34
baz	Vhl
CycE	da
dpn	Nf1
cher	Tak1
E(bx)	her
oaf	Nf1
ninaE	yellow-f
MED11	l(3)mbt
bcd	tld
spen	baz
meso18E	yrt
Mbs	baz
ninaE	kkv
Lim1	Pen
CG9445	wls
crol	Arc42
emc	Rab5
Ice	Mbs
betaTub56D	ird5
Jra	CG9509
Mmp2	Uba1
l(2)efl	Khc
scyl	ine
her	CG6416
tral	Mmp1
sdt	spin
sli	RhoGAPp190
Lar	dsx
numb	sina
Arc-p34	CG1244
Myo61F	Psn
sn	Hr78
neur	tin
pdm2	Mlc1
mam	crc
dl	Su(var)2-10
alpha-Spec	Eip71CD
Myo61F	lwr
Arc-p34	pot
asf1	bcd
sar1	sdt
Pkn	Abi
trio	sec13
tud	gbb
sle	glec
hpo	esc
Sulf1	fd59A
fred	Sb
Alh	Pop2
Ald	Appl
G-salpha60A	Atg6
CG8247	sktl
SelG	drk
mus304	Sur
e	hep
Aph-4	pnt
gro	Hs2st
run	Dhc64C
peb	Atg5
alpha-Spec	fru
Pvf1	CG17221
CG16719	twf
spen	sas
Borr	da
Crk	Jra
Dlic2	bap
fs(1)K10	Idgf2
ken	l(2)gl
fs(1)M3	cort
CG9509	CG4945
MED24	dco
drk	pav
CG9520	Nf1
MYPT-75D	neur
jar	Dap160
Sh	Myo31DF
snf	chic
dsx	Dl
hyd	14-3-3zeta
CG33205	ALiX
Rho1	CdsA
G-oalpha47A	wupA
BicD	PebIII
Ef1gamma	caps
Khc	sgl
cnc	dl
CG2681	CG34450
Hs6st	wal
shg	l(2)gd1
dei	Sur
Sb	fd59A
foxo	lilli
emb	CG8216
da	up
Lim1	Ark
car	l(2)efl
Hr78	Rho1
Idgf4	Atg5
prod	kis
p53	blow
Tina-1	Jra
scra	CG2681
Idgf5	vap
glu	Eip63F-1
prd	knrl
Eip63E	crc
Mkp3	Krn
Fmr1	Uba1
her	Su(z)12
Tina-1	tub
enok	cbx
Gtp-bp	rad50
dlg1	Cka
Rack1	Nrt
Atx2	SelG
ct	hyx
pnr	RhoGAPp190
dsf	xl6
crol	Rheb
18w	d
thr	tok
N	e
mth	Appl
Sulf1	fax
CG17221	shg
knrl	dlg1
dsx	CG9104
Sb	tou
raw	blow
kkv	CG9104
CG12896	exu
trio	Pak
Sb	Idgf4
dome	Dat
tamo	Crk
par-6	ct
e	fw
Bap60	her
caup	LanB2
lwr	Myo61F
Lac	Hr46
tud	Tl
NetB	Pka-C3
dome	bs
Dredd	Tina-1
Chi	stil
hyd	tou
Sh	sls
Fas3	CG2681
bnb	noc
CG12301	Dp
mmy	pav
W	chrw
srp	jar
dl	sced
Pi3K92E	fs(1)K10
Mef2	Nrx-IV
Hr46	vlc
Lis-1	E2f2
fru	alpha-Spec
trc	Nrx-IV
sls	btl
rux	Idgf4
Tak1	Lim1
CadN	Chi
glu	pio
pot	Su(H)
Ice	Idgf2
ics	dec-1
Rab5	fog
CG14995	opa
Aph-4	bowl
ry	B4
Syx1A	dj
wrapper	eIF-4E
sll	Dad
shot	Nrx-IV
ics	wal
hdc	Idgf2
E(z)	Ef1gamma
eg	Khc
dnc	oaf
CG9445	Lim1
Myo61F	zfh1
SelD	dib
l(2)efl	CG4945
rad50	Sb
tok	glu
blow	Myo31DF
Dap160	vap
lilli	CG8216
Nrx-IV	Mef2
ine	CG16719
Khc	Optix
mri	ash1
wal	fax
Ca-alpha1D	betaTub56D
CG16719	da
sty	CG9520
Idgf4	srp
CG12301	crc
sbb	Eip71CD
ftz-f1	Chc
dl	SelD
Src42A	Chc
hkl	Lac
dmt	stg
drk	bnb
eff	G-ialpha65A
bhr	wls
Arc42	Scgdelta
Khc	eIF-4E
tou	phyl
bcd	dei
brm	CG17221
eIF-4a	CG9104
cnc	pcm
MED11	Abd-B
Hem	sw
crc	Mmp1
Gtp-bp	Sb
pnut	sgl
sina	E(z)
sn	scra
sgg	Nf1
lilli	spir
Rab7	tow
Mer	up
Ef1gamma	tutl
Optix	how
trc	ttk
sdt	Pvf1
Ddx1	xl6
Dat	d4
stumps	msi
ttk	wal
Nrx-IV	run
Sur	mus304
bnb	opa
CdsA	sbb
Rack1	Gtp-bp
Msp-300	tub
qua	Cks30A
par-6	Idgf5
cos	tum
RhoGAP68F	cp309
betaTub56D	Lcp65Ag1
tub	pcm
lmd	how
mfas	Ddx1
CG2678	Cip4
Dl	dmt
Dif	hyx
pros	tkv
MYPT-75D	CG12301
Pgant35A	Snap
Dhc64C	140up
Ark	tra2
CG1244	ct
Sema-2a	yellow-f
fs(1)M3	pn
Myo31DF	dome
cbt	CG18369
chico	ast
Taf4	Dp
Sobp	Dad
CycB	Myo31DF
CG9104	Idgf2
Jra	Idgf5
Myo61F	Sxl
zfh2	LIMK1
Dredd	aft
bs	ksr
Mbs	tin
alph	PebIII
dup	CG17221
chn	frc
ey	dos
cactin	cos
dpp	ry
kkv	p53
CG2681	cta
fs(1)K10	tld
N	Idgf5
Ca-alpha1D	chico
eff	dlg1
CG2678	pelo
wrapper	rhea
sll	cher
EcR	Rca1
sav	trc
Aph-4	Rack1
btl	msk
G-salpha60A	spin
betaTub56D	CycE
Ptpmeg	Ddx1
E2f2	pelo
Antp	CG34417
fax	Nrt
Tl	dally
Idgf5	ct
cathD	uzip
knrl	l(2)gl
Ice	baz
bt	qm
Pgant35A	MED24
spir	Patj
kis	Dl
fru	bs
dmt	CycE
CG3987	wus
Optix	ct
CG1244	flfl
Vhl	Hs2st
Mmp2	phyl
Mmp2	cas
hyx	CG12301
how	ex
Nrx-IV	alpha-Spec
Sry-delta	Axn
enok	elav
by	Pvr
Tak1	PhKgamma
Rack1	mth
Pk92B	LanB2
aft	Ggamma1
ash2	CG34417
Myo61F	bun
Lis-1	CycA
fax	NAT1
spn-A	sina
msi	eya
inv	Ddx1
dib	cact
Eip63F-1	140up
CG17221	Oseg1
l(2)efl	jumu
l(2)efl	Iswi
Chc	Akap200
Iswi	Dat
nmo	Idgf5
ea	Tl
tud	CycB
Dif	flfl
CG17739	CG17739
Mer	Aph-4
Es2	CG34417
eve	sdt
btl	siz
zfh1	jar
Pde8	Idgf1
toe	fru
Sur	ena
MED4	tou
ics	inv
Gtp-bp	Pak
Mitf	Apc
morgue	ine
tld	xl6
sls	tud
l(1)G0289	uzip
dah	CG2678
ninaE	W
Bap60	Alk
Dhc64C	nej
Dhc64C	dlg1
exu	RpL30
Ef1gamma	Dys
Not1	jumu
CG9520	CG32486
foxo	tra2
Arc-p34	Dp
cin	alien
asf1	bon
Rpd3	dom
wus	bigmax
kay	cher
Sur	CG6416
Sulf1	ofs
nej	nej
CtBP	Abd-B
Ald	th
Pen	Ald
ninaE	Dredd
Idgf4	Idgf2
CG4945	CSN4
cbt	CG2678
drm	Idgf2
kuk	sina
E2f	Axn
cic	sls
eIF-4E	bs
amx	drm
Wnt5	ey
NetB	Sb
xl6	numb
Ark	Jra
hyx	numb
bt	ey
Atg6	ALiX
ena	Myo61F
blow	dup
brat	Myo61F
rdo	CycE
Aph-4	dpp
Ggamma1	chico
Stat92E	Borr
tral	CG17470
Sema-2a	Ephrin
Atg6	phyl
Mtl	CG9104
fs(1)K10	ct
Hmgs	osa
Su(z)12	fred
Eip71CD	Pop2
Pi3K92E	Src64B
CG12301	CG12301
BicD	Borr
tin	sls
Hr46	Sobp
mth	chic
Hs6st	Rack1
14-3-3zeta	grp
alph	rad50
caps	CG17470
PhKgamma	Abd-B
slam	Dad
cathD	Pen
gro	CG9769
Antp	stumps
Nrt	Cyp1
aft	cathD
CG32082	Idgf1
Eip63F-1	ssh
wus	tok
eg	rhea
gl	CG17470
bt	msn
BicD	dl
Cip4	eya
MED11	140up
ine	scyl
CG10641	chrw
CG9769	amx
ttk	crol
Dcp-1	Dcp-1
ena	d4
RhoGAP68F	Aph-4
Apc2	ea
nmo	Dcp-1
bt	Idgf5
pnut	FKBP59
mri	Rab7
nmo	cbt
cathD	CG13850
sax	prd
Myo61F	Hr46
CG8216	Lar
cnc	mbl
chp	Rho1
CG13850	noc
bap	chrw
CG33205	Myo61F
chinmo	cher
CG6416	Sur
Krn	Mbs
Psn	CG13850
Nrx-IV	pnt
chrw	yrt
pyd	loco
Su(z)12	Rab5
tkv	pros
lilli	CadN
Eip74EF	phyl
Dys	Cyt-c-d
NetB	bcd
140up	dome
dally	stil
sktl	asf1
18w	Dap160
Mer	Dscam
eg	Hem
dpn	Lcp65Ag1
lwr	par-6
opa	CG14995
CG12301	t
l(2)gl	CG1942
oaf	tkv
l(2)efl	fs(2)ltoPP43
numb	pio
blow	fal
Es2	cp309
stg	rad50
CG3987	Oseg1
Arc42	pnut
Sulf1	rux
eIF-4a	CG10641
sar1	Mmp1
mbo	eff
sas	lmd
Optix	dos
Antp	Tm1
e	Tak1
ecd	fred
Mmp1	snf
Crk	NetB
Dap160	crc
Alk	dib
mask	msi
vap	Dap160
CG9509	Eip63F-1
pn	mbl
CG9445	l(2)37Cc
prd	trc
Abd-B	sina
blow	hkb
snf	tamo
Hr78	ALiX
scra	fax
eve	cbt
ofs	gkt
sas	CG9520
sar1	Cip4
G-ialpha65A	mbt
Cks30A	oaf
stumps	Cyp1
dah	kkv
CycB	xl6
CG1244	glu
dsf	mmy
by	stil
Dl	tok
Mbs	chp
msk	btl
pros	dpp
dj	qua
pcm	drm
scrib	Eip71CD
sas	sdt
Jafrac2	dco
pelo	LanA
dom	tin
vap	form3
RhoGAP68F	Mitf
Sb	bt
knrl	Nrt
mfas	Iswi
cos	RhoL
rhea	Sobp
nej	cactin
form3	fred
jumu	CG8247
eff	scrib
alien	glu
qm	svr
CG13850	pdm2
spin	dl
hyx	Rca1
sgl	aft
Rab5	sbb
CG8216	lilli
Apc	wupA
enok	kay
Borr	Src64B
Idgf4	jagn
tamo	CG17470
shn	elav
Ephrin	bun
hpo	Dl
dpn	glec
snf	CG6416
Arp66B	sec13
Wnt5	Atx2
kkv	Uba1
grp	shn
Aph-4	Cka
oaf	cher
qua	raw
Mbs	puc
mmy	Sry-delta
Arc-p34	hyx
CG13850	tub
CG17470	Mmp1
sec23	pot
ey	ry
brat	Axn
Apc	mfas
toy	eya
tral	sns
wrapper	mbt
chinmo	Ank2
Cyp1	gkt
Dscam	Prm
cnc	Crk
Dys	mmy
stil	cas
Moe	Myo31DF
Ank2	Apc
how	wus
Btk29A	Idgf5
Caf1	cin
bib	Lac
crol	N
Crk	Tm1
p53	kkv
LIMK1	Aph-4
Ef1gamma	da
ssh	wls
cbx	l(2)gl
fal	mri
Akt1	Apc2
ppan	crc
gkt	cort
Fas3	ry
gbb	Yp1
sar1	CG17470
Nrt	eya
Dys	tud
neur	Iswi
Hph	e
toy	NetB
peb	Mmp1
numb	form3
Pop2	tud
Uba1	mask
Nf1	noc
lwr	PebIII
sns	tamo
Mtl	dpn
raw	zfh2
Mer	hpo
beta4GalNAcTA	Lac
xmas-2	numb
CadN	Mmp2
wg	btl
CG34450	tral
CG3987	lva
Idgf1	dib
ap	dup
up	Ca-alpha1D
hyd	dsd
sdt	CG1942
Dscam	bib
wal	pyd
Dys	Dap160
CG1244	Dif
fax	wal
CG32082	Myo31DF
drk	Wnt5
CG34417	Lis-1
Vhl	sas
e	pnut
tok	how
caps	tral
vlc	sgl
numb	glu
e	tin
dco	zfh1
tud	caps
tra	yrt
poe	Fas3
gro	phyl
l(2)gd1	Fmr1
bcd	Dad
Dlic2	ofs
Abi	svr
eg	jumu
elav	tou
pcm	Rca1
Aph-4	Mtl
dos	EcR
kkv	cort
spir	Aph-4
140up	Not1
Cks30A	frc
t	Sry-delta
Idgf2	dl
alph	mbo
Dat	xl6
emb	Akap200
Dredd	Orct
bs	Nrx-IV
flfl	dl
svr	Pink1
bs	Pk61C
Tak1	SelG
G-ialpha65A	gl
exu	Lcp65Ag1
CG12301	Tm1
crc	sty
Idgf2	par-6
Jra	dl
ry	Patj
gro	emc
Rbp9	Stat92E
Rab7	inv
Glycogenin	fog
l(1)G0289	PhKgamma
ix	cbt
rhea	alpha-Spec
Tab2	ash1
phyl	Sxl
dmt	LanA
how	Mkp3
Lar	eIF-4E
vap	Ark
FKBP59	siz
Uba1	uzip
mbl	Rheb
bt	pcm
opa	pnut
blow	inaC
Jra	Ark
LIMK1	dco
CG8247	pdm2
CG4945	pot
Pde8	mbo
MED11	CycB
eIF-4E	Optix
ey	LanA
klar	caup
CkIIalpha	cort
Dl	thr
neur	CG34417
tok	dah
Sema-2a	hdc
Uba1	CG9520
eve	CG34417
alph	Pvr
Pvr	Es2
CG6416	E(bx)
by	Tm1
eff	fd59A
spir	Atg5
l(2)efl	sgl
ine	l(2)gd1
caps	cathD
FKBP59	run
Dscam	ALiX
cbt	lola
chic	Chi
yrt	sgg
Fmr1	mask
toe	Idgf4
PebIII	by
ry	pelo
gro	Sxl
bigmax	CG3987
up	jumu
mus304	ey
amx	Dp
gl	G-ialpha65A
drm	CG1244
eIF-4E	CG10641
Mmp1	dec-1
Eip71CD	Pak
blow	raw
lilli	ics
tud	lwr
esg	Sur
Pk61C	stil
CG32486	t
dco	emc
cnk	pbl
ImpE3	yellow-f
Sema-2a	SelD
shrb	chinmo
sec23	lmd
Cct1	Src42A
Mef2	FKBP59
Myo31DF	CdsA
Nrt	svr
tok	cos
meso18E	sll
Msp-300	Tab2
chinmo	ird5
vap	brm
mth	scra
zfh1	Myo61F
Cp1	phyl
dock	CG10641
lmd	disco
sav	sbb
Idgf5	hdc
Prm	Mer
Rack1	sli
Ggamma1	chif
robo	svr
Arc-p34	dl
flw	MED24
LanB2	stumps
pot	Dad
FKBP59	how
wg	chic
Lis-1	fs(1)K10
CG17221	dlg1
sktl	ey
vlc	ine
t	ix
Dcp-1	Antp
Traf6	t
esc	dl
Uba1	mri
tra	CSN4
Nrt	fax
tsh	CG34379
CG17221	mth
dl	Src64B
Arc-p34	CG9104
crol	Lim1
fw	lmd
ea	cnc
inv	Hmgs
CG3075	Nrx-IV
Lar	cact
dei	dos
Abi	Pkn
pelo	trc
osa	Orct
dup	l(1)G0289
CG6416	bl
bigmax	Hs2st
sktl	Akt1
bib	MED4
elav	Rab7
mbl	dah
toe	Dys
toy	msi
Uba1	Oseg1
Iswi	l(3)mbt
cathD	tub
fd59A	scra
CycB	cort
sktl	CycE
Src64B	Nrt
lin	stil
Krn	CG1942
CG2678	Chc
glu	esc
sty	LIMK1
dj	Apc2
RhoL	Set2
emc	gro
Glycogenin	Msp-300
Myo31DF	Dat
PhKgamma	mus304
Eip74EF	Sxl
CdsA	knrl
CG1942	mri
CycE	glu
dpn	CG34450
sec13	CG8149
svr	noc
stg	meso18E
CycE	cin
Ddx1	l(3)mbt
PebIII	CG34417
amx	140up
Orct	thr
CG4500	Atpalpha
mmy	spen
bowl	jagn
Idgf4	emc
CycE	CycA
RhoGAPp190	dj
hpo	spn-A
nej	Su(H)
Pink1	oaf
Alh	E2f
ix	bl
neur	kuk
Idgf1	sbb
bun	Myo61F
eve	Rab5
trio	bun
dnc	Nf1
140up	RhoGAPp190
Sur	par-1
dpld	tok
brat	Hph
bnl	fd59A
CtBP	sina
LCBP1	gkt
kuk	dpld
up	da
Stat92E	Mlc1
E(z)	sina
Dl	pcm
sno	tum
alpha-Spec	qua
cbt	Hr78
Cp1	PhKgamma
mbl	dom
Moe	sas
spen	ct
Cks30A	knrl
sgl	Dscam
caps	Oseg1
pbl	Borr
fs(2)ltoPP43	Iswi
hpo	up
cher	ird5
eIF-4E	tra
Atg5	bcd
CG34379	pnr
chinmo	14-3-3zeta
Scgdelta	CG10641
Cyp1	CG13850
eve	ttk
W	Wnt5
Fmr1	CG3829
Nrt	loco
Glycogenin	RhoGAPp190
jagn	dib
tral	CG34450
LIMK1	chrw
Uba1	NAT1
Sxl	Eip74EF
gbb	tud
G-salpha60A	tamo
Apc2	Dys
drl	Idgf2
dpld	kuk
Alk	ytr
Dad	LCBP1
scrib	Hr46
hyd	fog
Dap160	sbb
CG9104	NetB
Taf4	ry
gl	phyl
par-1	rad50
CG34379	LanA
Arc42	Cip4
Ark	Ice
Cyt-c-d	sbb
mbl	pbl
sll	cta
Galpha73B	Pde8
phyl	fw
CG8216	Ice
loco	v
Ephrin	Galpha73B
Dif	svr
bs	Idgf4
RhoGAPp190	ken
grp	dos
sar1	LIMK1
CG16719	Abd-B
ash2	mmy
wee	betaTub56D
sgl	e
eya	Mkp3
Chi	chic
pyd	ytr
Dl	da
dsx	par-1
RhoGAPp190	Syx1A
Arc-p34	CG2678
pn	Alk
dome	Cks30A
Bap60	Dat
hkb	bl
cp309	Myo31DF
Ald	Not1
