gene1	gene2
Pcaf	kuk
Iswi	kuk
Ddx1	kuk
esc	glu
alien	glu
Dl	glu
Stat92E	glu
CycA	glu
Eip63F-1	glu
E(z)	glu
Caf1	glu
dmt	glu
thr	glu
asf1	glu
neur	fs(2)ltoPP43
Su(var)2-10	fs(2)ltoPP43
CycB	fs(2)ltoPP43
sina	fs(2)ltoPP43
l(2)efl	fs(2)ltoPP43
Pcaf	fs(2)ltoPP43
Iswi	fs(2)ltoPP43
Ddx1	fs(2)ltoPP43
car	fs(2)ltoPP43
xl6	fs(2)ltoPP43
CtBP	fs(2)ltoPP43
kuk	fs(2)ltoPP43
Rpd3	fs(2)ltoPP43
dpld	fs(2)ltoPP43
dom	fs(2)ltoPP43
l(3)mbt	fs(2)ltoPP43
tld	fs(2)ltoPP43
tin	fs(2)ltoPP43
rdo	CycE
da	CycE
hpo	CycE
tok	CycE
spn-A	CycE
Borr	CycE
CG16719	CycE
ine	CycE
bon	CycE
cin	CycE
Mer	CycE
jumu	CycE
glu	CycE
esc	CycE
alien	CycE
Dl	CycE
Stat92E	CycE
CycA	CycE
Eip63F-1	CycE
E(z)	CycE
Caf1	CycE
dmt	CycE
thr	CycE
asf1	CycE
betaTub56D	CG8247
Lim1	CG8247
jumu	CG8247
ird5	CG8247
Stat92E	CG8247
ttk	CSN4
dlg1	CSN4
Atg5	CSN4
G-oalpha47A	CSN4
ey	CSN4
Pk92B	CSN4
LanA	CSN4
Wnt5	CSN4
sar1	CSN4
Dcp-1	CSN4
drk	CSN4
Cks30A	CSN4
caup	CSN4
NetB	CSN4
bcd	CSN4
SelG	CSN4
d	18w
msk	18w
rib	18w
trn	18w
Mitf	18w
Optix	bs
Patj	bs
Fas3	bs
par-1	bs
dock	Nrt
Akap200	mask
qkr58E-3	mask
fw	gl
caps	Cp1
dsf	Cp1
Atx2	Cp1
how	ex
msi	ex
shot	shrb
Dad	shrb
slam	shrb
lva	raw
Pvr	raw
wupA	raw
RhoL	raw
Set2	raw
Wnt5	raw
CG1942	raw
pav	raw
pbl	CG9445
cactin	CG9445
sec23	CG9445
cos	CG9445
Dok	CG9445
Su(H)	CG9445
tum	CG9445
alph	CG9445
mbo	CG9445
wee	CG9445
osa	CG9445
grp	CG9445
Tm1	gbb
gbb	gbb
Vhl	Hs2st
sktl	Hs2st
Oseg1	Hs2st
oaf	Hs2st
mth	Hs2st
Pink1	Hs2st
MYPT-75D	sls
tin	sls
tra	kis
Lcp65Ag1	kis
Axn	kis
yrt	kis
Sry-delta	kis
vlc	kis
meso18E	kis
brat	kis
prod	kis
stg	kis
srp	run
mib1	run
cas	run
robo	run
CG32486	run
CG34379	run
Dap160	run
mam	run
LanB1	run
pnr	run
jar	run
alpha-Spec	run
aft	run
Antp	run
dah	pn
ash2	pn
kkv	pn
cort	pn
CG9104	pn
LCBP1	pn
dos	pn
dpp	pnt
emb	pnt
bnb	pnt
eg	Fmr1
qua	Fmr1
wus	Fmr1
dj	Fmr1
dome	Myo31DF
sqd	Myo31DF
d4	Myo31DF
bhr	Myo31DF
lwr	Myo31DF
tra2	sgg
cher	sgg
yrt	sgg
Sry-delta	sgg
meso18E	sgg
Rbp9	sgg
prod	sgg
CG2678	mbt
ttk	Sin3A
Cyp1	Sin3A
caup	Set2
pav	Set2
pros	exu
toy	exu
emc	exu
stumps	exu
cp309	exu
rib	exu
Dlic2	exu
trn	exu
CG12896	exu
sli	exu
flfl	Taf4
ct	Taf4
Dp	Taf4
drm	Taf4
CG1244	Taf4
Rca1	Taf4
hyx	Taf4
Arc-p34	Taf4
EcR	Taf4
Tm1	Jafrac2
Jafrac2	Jafrac2
bowl	Fas3
foxo	Fas3
ry	Fas3
Pk61C	Fas3
Optix	Fas3
eg	wus
fred	wus
bigmax	wus
Fmr1	wus
Pvr	Wnt5
PhKgamma	Wnt5
wupA	Wnt5
G-oalpha47A	Wnt5
ey	Wnt5
RhoL	Wnt5
LanA	Wnt5
CSN4	Wnt5
raw	Wnt5
Sin3A	Wnt5
CG1942	Wnt5
Dcp-1	Wnt5
drk	Wnt5
pav	Wnt5
NetB	Wnt5
SelG	Wnt5
CG34379	sprt
G-salpha60A	sprt
fal	sprt
spin	sprt
Tab2	sprt
srp	jar
mib1	jar
Dap160	jar
mam	jar
run	jar
ct	v
numb	v
EcR	v
ash1	Snap
Sema-2a	vap
Ptpmeg	vap
jing	vap
Pkn	Src42A
qm	Src42A
msk	esg
Rack1	esg
Eip71CD	esg
Khc	esg
hpo	alien
tok	alien
spn-A	alien
Borr	alien
CG16719	alien
ine	alien
bon	alien
cin	alien
Mer	alien
jumu	alien
glu	alien
CycE	alien
esc	alien
Dl	alien
Stat92E	alien
CycA	alien
Eip63F-1	alien
E(z)	alien
Caf1	alien
dmt	alien
thr	alien
asf1	alien
cathD	peb
Arc42	peb
Pk61C	par-1
Optix	par-1
Patj	par-1
bs	par-1
trc	hyd
Gtp-bp	hyd
prd	hyd
MED4	trc
ry	trc
hyd	trc
Nrx-IV	trc
pelo	trc
tou	trc
prd	trc
G-ialpha65A	Eip63E
l(2)gl	Eip63E
fog	Eip63E
Galpha73B	ird5
betaTub56D	ird5
Rho1	ird5
CG8247	ird5
ken	ird5
Lac	bl
bib	bl
Sulf1	bl
emb	bl
CG4500	bl
Moe	bl
emb	drl
odd	drl
loco	drl
Mmp2	rg
sktl	rg
brk	apt
Chc	apt
qkr58E-3	svr
cact	svr
mask	svr
Idgf1	svr
Sobp	sar1
CSN4	sar1
eve	sar1
Hr78	sar1
sprt	Tab2
aft	Tab2
Scgdelta	zfh2
LIMK1	zfh2
sno	p53
CadN	p53
bigmax	p53
Alk	p53
Optix	p53
Sur	p53
dlg1	cbt
twi	cbt
eve	cbt
Hr78	cbt
flfl	dl
Dp	dl
fs(1)K10	dl
drm	dl
CG1244	dl
Rca1	dl
hyx	dl
Arc-p34	dl
ben	Dl
da	Dl
hpo	Dl
spn-A	Dl
Borr	Dl
Ef1gamma	Dl
Mer	Dl
jumu	Dl
glu	Dl
CycE	Dl
thr	Dl
asf1	Dl
Es2	Sur
Pk61C	Sur
Not1	CG4945
cnk	CG4945
Rab5	eve
ttk	eve
tub	eve
CG17221	eve
sar1	eve
cbt	eve
Gtp-bp	eve
crol	eve
Hr78	eve
da	Stat92E
hpo	Stat92E
spn-A	Stat92E
Borr	Stat92E
betaTub56D	Stat92E
ine	Stat92E
CG3987	Stat92E
up	Stat92E
Mer	Stat92E
glu	Stat92E
CycE	Stat92E
CG8247	Stat92E
esc	Stat92E
alien	Stat92E
ird5	ken
Pgant35A	ken
neur	dpld
MYPT-75D	dpld
Su(var)2-10	dpld
CycB	dpld
sina	dpld
l(2)efl	dpld
Pcaf	dpld
Iswi	dpld
Ddx1	dpld
car	dpld
xl6	dpld
CtBP	dpld
kuk	dpld
fs(2)ltoPP43	dpld
Rpd3	dpld
dom	dpld
l(3)mbt	dpld
tld	dpld
tin	dpld
Pvr	CG1942
Atg5	CG1942
wal	CG1942
RhoL	CG1942
raw	CG1942
Wnt5	CG1942
Atg5	Dcp-1
LanA	Dcp-1
CSN4	Dcp-1
Wnt5	Dcp-1
Myo61F	bhr
CG9520	ash2
Apc2	ash2
Dys	ash2
pn	ash2
dah	ash2
cort	ash2
Mmp2	mth
Sb	mth
Rack1	mth
CG17221	mth
Hs2st	mth
Sin3A	mth
Sh	mth
tou	mth
flfl	numb
Dp	numb
fs(1)K10	numb
drm	numb
CG1244	numb
v	numb
Rca1	numb
hyx	numb
pcm	numb
Arc-p34	numb
Idgf2	numb
cathD	14-3-3zeta
Orct	14-3-3zeta
nej	Lis-1
Oseg1	Lis-1
esg	Lis-1
Tak1	Lis-1
LIMK1	Lis-1
shn	Lis-1
Cks30A	Lis-1
pdm2	Lis-1
CG32486	alpha-Spec
LanB1	alpha-Spec
run	alpha-Spec
Antp	alpha-Spec
caps	twf
fs(1)M3	twf
Atx2	twf
Su(z)12	Bap60
CG6416	Bap60
ix	Bap60
hkb	Bap60
CG9509	Bap60
E(bx)	Bap60
nmo	Bap60
Idgf5	Bap60
E2f2	Bap60
snf	Bap60
trio	Bap60
her	Bap60
Atg5	drk
G-oalpha47A	drk
Pak	drk
CSN4	drk
Wnt5	drk
bcd	drk
SelG	drk
bowl	Nrx-IV
ry	Nrx-IV
Eip71CD	Nrx-IV
dsd	Nrx-IV
Sin3A	Nrx-IV
trc	Nrx-IV
pelo	Nrx-IV
pros	trn
rib	trn
CG3075	chn
brk	chn
zfh1	chn
Cct1	chn
foxo	RhoGAP68F
fal	RhoGAP68F
Dap160	RhoGAP68F
spin	RhoGAP68F
Mitf	RhoGAP68F
rdo	CycA
da	CycA
hpo	CycA
tok	CycA
spn-A	CycA
Borr	CycA
CG16719	CycA
ine	CycA
bon	CycA
cin	CycA
Mer	CycA
jumu	CycA
glu	CycA
CycE	CycA
esc	CycA
alien	CycA
Dl	CycA
Stat92E	CycA
Eip63F-1	CycA
E(z)	CycA
Caf1	CycA
dmt	CycA
thr	CycA
asf1	CycA
W	LIMK1
BicD	LIMK1
nej	LIMK1
Es2	LIMK1
bap	LIMK1
Scgdelta	LIMK1
sty	LIMK1
zfh2	LIMK1
p53	LIMK1
Lis-1	LIMK1
enok	LIMK1
chrw	LIMK1
flfl	Rca1
CG12301	Rca1
fs(1)K10	Rca1
amx	Rca1
drm	Rca1
CG1244	Rca1
Taf4	Rca1
dl	Rca1
numb	Rca1
hyx	Rca1
pcm	Rca1
Arc-p34	Rca1
EcR	Rca1
Dif	Rca1
dsd	pelo
trc	pelo
Nrx-IV	pelo
Apc	CG32082
tin	CG32082
ytr	pyd
tra	meso18E
Lcp65Ag1	meso18E
Axn	meso18E
yrt	meso18E
Sry-delta	meso18E
vlc	meso18E
kis	meso18E
sgg	meso18E
brat	meso18E
prod	meso18E
stg	meso18E
CG2678	rdx
Eip74EF	rdx
Lis-1	shn
nej	th
Abl	th
LanB2	th
enok	th
Pvf1	th
Es2	lmd
dsd	lmd
abd-A	enok
klar	enok
sty	enok
dnc	enok
LIMK1	enok
elav	enok
th	enok
disco	enok
abd-A	disco
enok	disco
Mef2	disco
Cyp1	Gtp-bp
Rack1	Gtp-bp
twi	Gtp-bp
hyd	Gtp-bp
eve	Gtp-bp
crol	Gtp-bp
prd	Gtp-bp
ttk	crol
eve	crol
Gtp-bp	crol
spn-A	E(z)
Borr	E(z)
CG16719	E(z)
ine	E(z)
bon	E(z)
cin	E(z)
Mer	E(z)
glu	E(z)
CycE	E(z)
esc	E(z)
alien	E(z)
Dl	E(z)
Stat92E	E(z)
CycA	E(z)
Eip63F-1	E(z)
Caf1	E(z)
dmt	E(z)
thr	E(z)
asf1	E(z)
oaf	Pink1
Hs2st	Pink1
ALiX	Pink1
Atg5	caup
G-oalpha47A	caup
CSN4	caup
Set2	caup
Idgf4	caup
bcd	caup
Pvr	pav
RhoL	pav
raw	pav
Set2	pav
Wnt5	pav
fl(2)d	PebIII
SelD	PebIII
hdc	flw
G-salpha60A	aft
LanB1	aft
run	aft
Tab2	aft
G-ialpha65A	fog
l(2)gl	fog
Eip63E	fog
Cyt-c-d	ksr
sas	ksr
rdo	Caf1
da	Caf1
hpo	Caf1
tok	Caf1
spn-A	Caf1
Borr	Caf1
CG16719	Caf1
ine	Caf1
bon	Caf1
cin	Caf1
Mer	Caf1
jumu	Caf1
glu	Caf1
CycE	Caf1
esc	Caf1
alien	Caf1
Dl	Caf1
Stat92E	Caf1
CycA	Caf1
Eip63F-1	Caf1
E(z)	Caf1
dmt	Caf1
thr	Caf1
asf1	Caf1
eff	grp
Msp-300	grp
bnl	Ggamma1
scra	Ggamma1
chrw	Ggamma1
CG18369	cort
mbl	cort
CG34417	cort
bcd	NetB
fs(1)K10	Arc-p34
amx	Arc-p34
drm	Arc-p34
CG1244	Arc-p34
Taf4	Arc-p34
dl	Arc-p34
numb	Arc-p34
Rca1	Arc-p34
hyx	Arc-p34
pcm	Arc-p34
EcR	Arc-p34
Dif	Arc-p34
Abl	fru
LanB2	fru
glec	fru
pros	CG12896
Caf1	dmt
thr	dmt
asf1	dmt
Syx1A	CG14995
Mmp2	tou
Es2	tou
Vhl	tou
MED4	tou
cp309	tou
sno	tou
Eip71CD	tou
Uba1	tou
trc	tou
mth	tou
jumu	Mhc
Stat92E	Mhc
Dok	Msp-300
grp	Msp-300
betaTub56D	Pgant35A
Ef1gamma	Pgant35A
bon	Pgant35A
Ank2	Pgant35A
ken	Pgant35A
chinmo	Pgant35A
mri	Pen
gkt	Pen
Su(var)2-10	tld
CycB	tld
sina	tld
l(2)efl	tld
Pcaf	tld
Iswi	tld
Ddx1	tld
xl6	tld
CtBP	tld
kuk	tld
fs(2)ltoPP43	tld
Rpd3	tld
dpld	tld
dom	tld
l(3)mbt	tld
tin	tld
e	Tl
Sema-2a	Tl
Mmp1	Tl
jing	Tl
kuz	Tl
CG9769	Tl
rux	tkv
klar	tkv
oaf	tkv
dnc	tkv
Lac	CG4500
knrl	CG4500
emb	CG4500
bl	CG4500
stil	CG4500
Lar	CG8216
qkr58E-3	CG8216
cact	CG8216
mask	CG8216
Idgf1	CG8216
Sema-2a	snf
ix	snf
hkb	snf
E2f2	snf
trio	snf
her	snf
dup	CG9104
dlg1	CG9104
tud	CG9104
dos	CG9104
LanB1	Antp
run	Antp
alpha-Spec	Antp
ena	Myo61F
d4	Myo61F
bhr	Myo61F
lwr	Myo61F
fd59A	Moe
eg	Moe
Lac	Moe
140up	Moe
bib	Moe
MED4	Moe
bl	Moe
lin	Traf6
Mmp1	Traf6
Arp66B	Traf6
CG8149	Traf6
Alh	Traf6
sec13	Traf6
Mtl	Traf6
t	Traf6
Pop2	Traf6
lva	ap
shot	ap
Nf1	ap
S6kII	msi
how	msi
ex	msi
Btk29A	Pop2
Traf6	Pop2
Ice	baz
Psn	baz
Atg5	bcd
G-oalpha47A	bcd
ey	bcd
LanA	bcd
CSN4	bcd
Dcp-1	bcd
drk	bcd
caup	bcd
NetB	bcd
slam	bcd
SelG	bcd
Khc	Atpalpha
Patj	Atpalpha
tow	uzip
msn	N
brm	N
CG3829	N
form3	N
chn	Cct1
caps	Atx2
twf	Atx2
ast	Atx2
ix	her
hkb	her
CG9509	her
E(bx)	her
nmo	her
Bap60	her
