gene1	gene2
frc	sced
spen	Pgant35A
flfl	Bap60
Sh	Ggamma1
jing	CG8216
eIF-4a	emc
Eip71CD	tou
yellow-f	MYPT-75D
shot	Cyt-c-d
Galpha73B	fal
Idgf1	cact
ea	tral
dpn	Myo31DF
Ice	Stat92E
tum	CycE
inv	eIF-4a
CG3829	chico
dpp	loco
Tak1	msi
drm	Arc-p34
Atpalpha	par-1
morgue	oaf
Pop2	t
Ald	Dok
Uba1	CG34417
dib	FKBP59
lilli	drk
Tak1	CG4945
Sur	ry
Nrt	trn
Dlic2	d
Ptpmeg	Sema-2a
emc	CG34379
Abl	drl
CkIIalpha	pn
Sema-2a	puc
ksr	qm
mbo	alph
sgg	Pde8
chrw	p53
Ddx1	car
jing	vap
Ef1gamma	scrib
d4	ena
dom	sina
flw	spen
Prm	Dscam
thr	bhr
Cyt-c-d	toe
cin	cathD
Lim1	vap
Eip63F-1	CycA
Rack1	fax
Myo31DF	CG1942
G-salpha60A	ea
Tm1	alph
tamo	stil
Aph-4	dpn
bon	Optix
trio	Pop2
Su(var)2-10	Iswi
peb	Cks30A
CG8247	up
Fmr1	CG17221
sty	mbt
dco	LIMK1
Taf4	ine
emc	ex
blow	dei
Src64B	e
foxo	dlg1
sll	Cyt-c-d
Lcp65Ag1	prod
asf1	up
Ptpmeg	trc
poe	shn
mbl	CG18369
Tm1	MYPT-75D
Rpd3	Pcaf
Pi3K92E	eff
PebIII	Abl
betaTub56D	CG3987
qm	Cka
Dlic2	btl
Atg5	SelG
dsf	Rbp9
Nf1	dpn
knrl	Pvf1
inv	Pde8
ics	chinmo
fs(1)K10	Lis-1
zfh1	ry
esg	CdsA
dec-1	v
l(3)mbt	fs(2)ltoPP43
CG1942	spir
ben	mam
Tl	CG6372
Borr	betaTub56D
Jafrac2	W
pn	l(3)mbt
form3	msn
Sema-2a	spen
dec-1	shn
trc	dj
betaTub56D	ALiX
frc	msi
CG32082	Vhl
sle	ben
eff	Pi3K92E
up	CycE
Idgf2	Hs2st
yrt	prod
xl6	Rpd3
Oseg1	Lcp65Ag1
bl	CG6416
Pop2	cnk
loco	sn
cin	rad50
cbt	nej
Eip71CD	mth
dah	cort
aft	chico
e	par-6
Fmr1	l(2)gd1
Dscam	Mhc
Rheb	Atx2
spir	Abl
bt	Lim1
tud	stil
l(2)gd1	Cka
Tm1	Yp1
l(3)mbt	tld
CdsA	oaf
exu	Dlic2
Yp1	tutl
Nrx-IV	Sema-2a
CG4945	CG9104
fal	dl
Ddx1	Dhc64C
CG2681	qua
opa	Dif
Mitf	trn
pbl	emp
klar	Myo31DF
bap	mbt
sli	ct
CG17221	Eip71CD
CG13850	sdt
sdt	BicD
fred	bt
pyd	wal
tral	CG6372
ofs	Ald
jar	mam
knrl	fal
lva	bun
d4	nej
bon	ine
sec23	Cyt-c-d
svr	eIF-4a
SelD	ytr
grp	Not1
cathD	scrib
bhr	Caf1
boss	boss
Crk	bap
stil	Mmp2
ena	Iswi
Crk	tamo
sgl	Taf4
l(2)gd1	Idgf5
pot	osa
CG2681	crol
Eip74EF	Mkp3
CG32082	Pop2
Pkn	loco
crol	Atg5
Sur	kuk
mbl	LCBP1
yellow-f	sns
d	chico
Sry-delta	nej
prod	stg
mmy	cbt
Alk	hkl
Idgf2	tkv
pcm	Dl
Krn	disco
stil	tud
Mhc	Mer
Dcp-1	nmo
Mer	da
Su(var)2-10	CycB
PebIII	fl(2)d
snf	baz
jing	Tl
kay	esg
dpld	fw
rdx	Arc42
MYPT-75D	sls
alph	cbt
Rbp9	Sry-delta
srp	dec-1
mbl	mmy
Dat	neur
run	ytr
mam	CadN
CG12896	run
Uba1	Lim1
Lac	bon
tub	ird5
CG8216	emc
Hs2st	Oseg1
PebIII	E2f2
wg	siz
cnk	cos
crc	LIMK1
bnl	fru
shrb	zfh2
ash1	CG9445
dom	Iswi
cta	cbt
snf	E(bx)
cin	hpo
nej	Es2
140up	Psn
pyd	Nrt
Mer	vlc
ytr	tok
wus	form3
elav	wupA
wg	Sh
CG9445	ash1
LanA	dome
Mbs	cher
emc	Apc2
Taf4	Rca1
rdo	tok
poe	Aph-4
e	CG6416
PebIII	CG9509
ap	capu
CycA	CG2678
RhoGAP68F	spir
scra	Uba1
NAT1	Mitf
Antp	Mmp2
sgl	Crk
CG6416	Akap200
Sema-1b	ftz-f1
ey	Crk
Eip63F-1	jumu
tok	CG1244
mmy	kkv
tub	eve
Dp	amx
Sb	fred
vap	Mlc1
xl6	Ddx1
stil	gl
CG9445	ALiX
Sxl	how
LanA	pelo
pnr	Rab7
t	Mtl
Idgf5	Dok
MYPT-75D	Apc
CG8216	Rbp9
dei	cbt
nmo	Hr46
Mer	glu
bon	dmt
sec23	Su(H)
ppan	amx
RhoGAP68F	l(2)gl
Ddx1	ben
sls	Apc2
chrw	trn
CG9509	Alk
enok	ecd
beta4GalNAcTA	scrib
Crk	Cp1
dock	CG6416
ea	ast
sav	Arc42
Dok	140up
how	bs
Hr78	betaTub56D
LIMK1	enok
ftz-f1	CG3987
twi	inv
capu	Hr78
Lis-1	LanA
mbl	Pde8
Dscam	l(2)efl
Rpd3	tok
dnc	Chc
esc	pbl
cos	Cyt-c-d
slam	Tm1
klar	opa
l(2)efl	yrt
dj	Su(z)12
CG12301	CG1244
Atpalpha	dib
pnt	t
dco	Lar
Pka-C3	tutl
svr	Dif
asf1	cin
ry	CG3075
rhea	Hr46
pcm	Dap160
ken	sw
gkt	Cp1
tral	Uba1
Btk29A	sktl
ics	inaC
G-ialpha65A	crc
grp	dup
Ef1gamma	CycE
eya	sar1
run	CG12896
CG3075	pros
Dat	flfl
peb	emp
fs(1)K10	CG9104
Dp	fs(1)K10
jumu	betaTub56D
sn	mth
ppan	aft
Mhc	Stat92E
aft	uzip
prd	brm
Pop2	pn
Eip71CD	esg
mbl	spn-A
trn	pyd
nej	LIMK1
Mitf	18w
CG12301	sns
CtBP	MYPT-75D
pbl	Pde8
kkv	CG18369
dib	sas
sll	Mtl
Crk	scyl
Apc	Dif
dlg1	bap
qua	dj
MED24	Chc
mth	ImpE3
esc	Su(var)2-10
Mer	Dl
Rpd3	sina
cic	chif
ey	bcd
CG13850	oaf
vlc	dpn
Eip71CD	sav
mbl	sno
Gtp-bp	prd
Dys	CG6372
loco	dpp
foxo	lmd
l(2)gl	cbx
ash2	pot
ken	sls
ix	CG34417
lilli	hdc
dah	mri
jing	Ephrin
Syx1A	ird5
dsd	ry
prd	Pvf1
scra	LIMK1
CG32082	Nrx-IV
thr	up
her	nmo
Sobp	LanA
sktl	thr
Cka	Rack1
CadN	kay
Mtl	Alh
dos	ALiX
pnt	Sema-1b
LCBP1	Alk
Hph	pio
B4	tra
beta4GalNAcTA	Idgf2
CG34417	PebIII
cnk	Cyt-c-d
oaf	chic
wee	Mer
mus304	CG18369
Tak1	Cks30A
ird5	Galpha73B
fl(2)d	CG9769
CG3987	puc
bs	klar
Apc2	knrl
sas	cas
svr	dsd
Sin3A	RpL30
18w	Arc42
shg	l(1)G0289
grp	trc
Alk	spin
CG4500	oaf
Pvr	d4
Idgf2	Pgant35A
Ark	Lcp65Ag1
Ef1gamma	CG4500
sec23	mbl
beta4GalNAcTA	bun
sno	esc
Rho1	CG8247
Dscam	rux
eIF-4a	chico
Pka-C3	rdx
CG17739	dom
Stat92E	E(z)
Cp1	beta4GalNAcTA
Ephrin	NetB
tou	hyd
RhoL	Wnt5
E(z)	Idgf4
bun	trio
shot	wupA
cathD	Galpha73B
RhoL	Dat
Ddx1	Idgf5
S6kII	CG8216
Pvr	lva
pcm	MED24
BicD	SelD
vlc	Optix
brk	bnb
RhoGAPp190	Khc
tud	gl
tud	sls
sn	N
Mbs	Sema-2a
ben	CG8216
form3	Sb
Ef1gamma	sw
run	pros
dpn	Patj
MED24	fred
Sb	Rho1
tra2	kay
msk	pn
Mbs	dsd
Hmgs	Ank2
Pde8	stumps
lola	Chc
rhea	Cip4
svr	Btk29A
Khc	l(2)efl
pnut	frc
CycA	Dl
toy	Cip4
Cyp1	mus304
dpld	E(z)
peb	Uba1
baz	Cct1
dib	SelD
ninaE	Tm1
sli	Aph-4
ftz-f1	Sema-1b
up	esc
da	CG16719
bcd	Sobp
Mer	ry
glu	alien
ftz-f1	Nf1
Ggamma1	cnc
jar	18w
xmas-2	frc
Syx1A	l(2)gl
bowl	spir
sty	Abd-B
toy	Tl
mth	Fmr1
E(bx)	Lac
asf1	esc
dpn	Mtl
Idgf4	Eip74EF
ninaE	cbx
cbt	dlg1
CG17470	sar1
ex	RhoGAP68F
mbt	qkr58E-3
Pvf1	Dif
sno	Su(var)2-10
sn	Btk29A
Msp-300	cher
Yp1	CkIIalpha
xl6	dpld
CG33205	Abi
Mhc	crol
cort	mri
fs(1)K10	bcd
Pde8	Snap
tin	e
sno	pbl
Hs2st	Galpha73B
CtBP	car
Pka-C3	Rack1
tou	mth
Src42A	CG3075
frc	lilli
LCBP1	sbb
tow	Apc
Sxl	siz
mbt	dei
kuk	Su(var)2-10
Alk	fs(1)K10
LanA	asf1
ird5	PhKgamma
enok	Mef2
robo	RhoGAPp190
knrl	sdt
bigmax	dec-1
Cka	Dscam
Apc2	rg
rib	Mitf
bigmax	CG1942
par-6	Idgf2
chn	Aph-4
l(2)efl	car
E2f2	CG9104
Src64B	BicD
mbl	Galpha73B
emb	bl
rad50	ksr
Lim1	Tak1
CSN4	LanA
jing	Abd-B
cact	mask
glu	CycA
ttk	CSN4
Snap	Rheb
prd	CG2681
CG9445	grp
Mhc	grp
qua	G-salpha60A
Scgdelta	chrw
CdsA	Snap
spir	Rack1
stumps	wg
Myo61F	jar
drl	dpp
Axn	Dat
Eip63F-1	dmt
mbl	CG9104
Hph	xmas-2
Cks30A	tkv
Optix	qua
blow	sno
ofs	CG17470
asf1	pav
d	chic
Sb	mth
Hph	Tina-1
tutl	Jafrac2
hyd	sdt
cathD	Appl
chrw	Sin3A
hyd	kay
Aph-4	robo
CycB	Sur
l(3)mbt	l(2)efl
car	tld
apt	zfh1
bon	Dl
mbo	pot
sbb	ex
pdm2	CG9445
ird5	CG32082
Snap	Ank2
Nrx-IV	cg
cactin	wee
Pi3K92E	mbl
bowl	sec13
Alk	Eip71CD
zfh1	apt
t	E2f
Idgf5	Khc
msn	pdm2
opa	fs(1)M3
Hmgs	cnc
l(2)37Cc	ALiX
lmd	gl
cos	eff
sbb	l(2)gl
Dap160	Apc
Antp	Dcp-1
knrl	stil
dock	pyd
d	wg
spen	mbt
Pka-C3	CycB
Myo31DF	sqd
enok	LIMK1
tum	mbo
wee	Optix
osa	tok
dj	Ptpmeg
Yp1	Pop2
Eip63E	ninaE
dsf	ytr
alien	Tm1
CG9104	Pen
Mmp1	fw
Vhl	sls
CG1942	CG17221
cathD	crol
Jra	bl
foxo	Atpalpha
lola	LCBP1
140up	ird5
xmas-2	Rab5
bnb	pnt
Pak	G-oalpha47A
sas	lilli
shn	Syx1A
sno	p53
btl	run
Dat	tok
sktl	grp
Idgf4	dmt
Aph-4	drk
Pen	sle
PebIII	blow
Dscam	Mer
CG34417	alph
run	Nrx-IV
ct	dpn
cnk	Hmgs
alien	Idgf4
dlg1	Rack1
Eip71CD	RhoGAP68F
RhoGAP68F	Vhl
eIF-4a	opa
CG17739	p53
Dys	dah
Sh	MED4
l(2)efl	jagn
Sh	spir
Hem	Jafrac2
yrt	Hs6st
rad50	l(2)gl
CG9104	Pop2
tra	stg
phyl	l(2)gl
baz	sdt
glu	CG16719
dsx	chn
G-oalpha47A	th
esg	btl
Dad	RhoL
wrapper	mib1
fs(2)ltoPP43	mfas
MED11	xl6
Atpalpha	Jafrac2
B4	ine
elav	e
tra2	cher
sbb	CG10641
Pop2	l(2)gl
PebIII	Antp
MYPT-75D	Pvr
dos	chn
Dp	Idgf2
hyx	ct
sgl	N
dup	shg
Optix	Hph
dpld	fs(2)ltoPP43
tum	cos
dj	crol
CG16719	CycE
sle	CG12301
LIMK1	sar1
p53	bigmax
G-oalpha47A	Scgdelta
chif	PhKgamma
morgue	CdsA
drl	odd
alpha-Spec	klar
spen	Appl
d4	Pvr
glu	dmt
Abl	PebIII
Dhc64C	CG16719
CG3075	Abi
CG1942	lilli
rib	RhoGAP68F
tou	dei
CG13850	Rho1
Antp	Dhc64C
MED11	spen
Dl	alien
dl	Rheb
toy	dco
LanB1	inv
CG18369	mmy
nmo	nmo
ash2	dome
poe	l(2)gl
msn	brm
Pvr	PebIII
spir	eya
msi	stumps
Sur	cic
twf	CG34417
ppan	FKBP59
Apc	RhoGAP68F
fs(1)K10	Rca1
Nrt	acj6
CG34379	crc
Hmgs	wee
Snap	trc
ftz-f1	fru
noc	bs
tld	neur
brk	Aph-4
B4	Sur
Vhl	shot
crc	ap
Cka	sgl
CycA	fs(1)K10
ash1	cnk
emb	caup
tra2	sgg
CG34417	dos
rib	t
ecd	Pvf1
CG17221	l(1)G0289
Mmp1	mam
l(2)37Cc	sar1
Abd-B	Rpd3
form3	l(2)gd1
xl6	Pcaf
wrapper	sced
CG32486	Antp
RpL30	Cyp1
tud	cort
Hr78	wus
Dredd	N
Tl	Sema-2a
dsx	MED4
G-oalpha47A	sw
Dys	Ef1gamma
lic	dl
sw	bib
drm	ct
sina	fred
sns	tral
dah	sqd
fw	Sxl
trio	d
fw	tamo
ird5	chp
Apc	CG3987
Mlc1	Su(z)12
rux	fal
esg	dco
Sur	Fas3
RhoL	cos
chico	cathD
hdc	CG8216
dsf	Not1
B4	mbl
v	Ice
Ephrin	jing
disco	sns
tra	par-1
CycB	sina
dpld	sec23
xl6	CG1244
Crk	e
hyx	PebIII
gl	uzip
W	dco
emp	cactin
CG17221	Dys
fs(2)ltoPP43	Ddx1
Idgf2	chif
Pen	CG9520
Pcaf	Abd-B
qua	ftz-f1
xl6	Su(var)2-10
Ald	N
Wnt5	ex
Lis-1	LCBP1
sax	Pkn
sced	pio
Dredd	enok
Su(H)	nej
Alk	sll
twi	cbt
Ald	wal
glu	sktl
CG32486	run
ALiX	Mhc
pelo	CG9104
Pgant35A	Pde8
fl(2)d	ttk
cin	glu
snf	Tl
Hmgs	CG34379
CG6416	Myo31DF
