gene1	gene2
scrib	brk
sdt	Arc42
sbb	sav
Lcp65Ag1	Hs2st
nej	mbo
Mhc	Lim1
dome	Idgf4
bon	beta4GalNAcTA
boss	Tm1
dlg1	Tina-1
Pde8	Hmgs
cnk	CG3987
N	Cka
LanB1	pnr
kkv	sbb
Appl	Idgf2
dah	run
spn-A	sktl
shot	sas
Sur	p53
flfl	numb
Pop2	gbb
tutl	tsh
toy	RhoGAP68F
nej	CG12301
gro	shot
fw	sqd
CG6416	hkb
alien	Stat92E
gro	Atg6
Sin3A	gkt
mbt	Src42A
CG34379	Mmp1
Apc2	Ephrin
Idgf4	elav
Mlc1	mus304
kis	Jra
Lcp65Ag1	stg
Ark	Oseg1
Sry-delta	CG16719
gkt	ofs
lwr	dome
Ef1gamma	mth
yellow-f	CG12301
exu	emc
Idgf4	bs
Taf4	Dif
msi	qkr58E-3
Sur	ast
rdo	gbb
up	vlc
grp	Idgf5
sno	par-1
tud	sqd
chinmo	Apc
Mkp3	fw
l(2)gl	poe
Su(z)12	Sulf1
Atx2	sbb
disco	emc
mus304	mbl
ine	da
fs(1)M3	Atx2
gl	l(2)gl
Hem	Crk
e	tamo
fs(2)ltoPP43	Myo61F
trn	dock
bon	Lac
dsf	dsd
ct	yrt
CG13850	CG10641
wls	lwr
Galpha73B	bigmax
CG18369	Pk61C
CSN4	ben
pelo	Patj
Cp1	shrb
Abi	CG12896
Dad	fs(1)K10
tum	sno
qkr58E-3	qm
bigmax	BicD
dup	loco
beta4GalNAcTA	sty
crc	lin
Caf1	Idgf4
ry	E(bx)
Axn	stg
cp309	poe
d	flw
mbl	pn
Alk	cort
rdo	Eip63F-1
140up	MED4
eya	klar
fs(1)M3	msk
vlc	Rbp9
pn	tud
14-3-3zeta	hyd
knrl	Sulf1
xl6	xmas-2
Vhl	fal
form3	cnc
vap	CG9445
pnut	ry
Mmp2	mth
grp	Lim1
aft	Antp
Eip71CD	Es2
Eip63F-1	alien
kis	meso18E
bun	Gtp-bp
snf	ix
Cyt-c-d	ksr
Cip4	bowl
CG6372	ofs
ninaE	raw
Antp	Pvr
Syx1A	CG14995
Myo31DF	Moe
run	Mef2
rdx	dei
Spred	Dredd
shn	sax
rg	foxo
Mef2	drk
trc	sav
emp	Set2
G-ialpha65A	Chc
hkl	CG9509
dock	Akap200
dl	lic
CtBP	Iswi
Sema-2a	ppan
CG10641	dock
cathD	l(2)37Cc
Mbs	Idgf1
Antp	cact
kuk	xl6
Apc2	Cks30A
zfh1	Aph-4
Eip63E	abd-A
Pk61C	baz
Mer	dmt
tin	l(2)efl
lilli	bowl
bs	qua
mbt	Cyt-c-d
sle	tamo
Glycogenin	Ddx1
Lcp65Ag1	ea
neur	Pvr
run	alpha-Spec
eIF-4a	ey
spen	ken
fal	bs
Sh	CdsA
betaTub56D	Eip63F-1
glec	drk
Nrx-IV	wupA
trio	ix
Alh	Btk29A
asf1	thr
dl	Dp
stil	dally
Ice	CG12896
bcd	caup
Myo31DF	klar
E(bx)	ssh
sktl	sw
tub	sav
par-1	shn
acj6	Crk
bnl	cp309
CG32082	l(2)gl
fog	CG3075
sdt	peb
Sobp	stg
siz	dib
ash1	cher
wus	numb
MYPT-75D	car
numb	dl
sas	ksr
sina	Glycogenin
Pak	Tak1
emp	sav
d	CadN
CtBP	CG16719
SelD	CkIIalpha
Eip74EF	Idgf4
poe	Syx1A
Snap	CG3075
Myo61F	ena
sec13	lin
Nf1	RhoGAPp190
Appl	sn
betaTub56D	ics
yellow-f	Lar
eya	Sur
Alk	rdo
betaTub56D	esc
Arp66B	sina
Rbp9	CG9445
Hmgs	mbo
Axn	meso18E
sas	Cyt-c-d
zfh1	Chc
par-1	ry
sec23	mbo
crc	elav
Chc	lva
nej	CG34417
fd59A	l(2)gl
t	CG32486
Pvr	cta
hdc	flw
bun	lva
l(2)37Cc	cathD
E2f2	hkb
tok	esc
ken	Pgant35A
dnc	Pk92B
emp	nmo
esc	Src64B
sle	Glycogenin
sgl	fw
zfh1	Src42A
sgg	bun
Cp1	Sxl
lmd	lic
flw	PebIII
wee	CG6416
hyd	ttk
Mer	Mhc
dup	CG1942
ftz-f1	Syb
Apc	dome
ap	shot
chic	sax
Dif	btl
cactin	rad50
ALiX	dos
par-1	sno
E2f2	Arc-p34
dah	dpld
Mlc1	ine
lva	wal
Sin3A	ofs
Sur	E2f
Arp66B	CG8149
Ef1gamma	cin
mfas	Pcaf
fog	morgue
CG9445	Dhc64C
Caf1	Dat
LanA	Dcp-1
ap	eve
Cct1	Pka-C3
cic	drk
Pk61C	CG2681
Rack1	eve
RhoGAPp190	poe
e	dally
jar	pros
dei	bcd
mfas	mbt
sec23	Hr46
Hs6st	NAT1
Lim1	Abd-B
l(3)mbt	neur
mask	ben
hep	Crk
Lis-1	CG34417
Dp	tum
tra2	dlg1
LanA	fs(1)K10
bcd	pot
Sobp	Idgf4
Mmp1	Patj
dup	gkt
Dys	Mmp1
crc	sced
thr	Borr
tutl	twf
oaf	CG12896
Idgf1	Pde8
Pi3K92E	dl
sar1	Hph
nej	tll
Crk	tub
sar1	CG6372
caup	Cks30A
spir	CG1942
E(z)	Eip63F-1
Ddx1	Mlc1
Tina-1	MED24
E(bx)	E2f2
sqd	tud
betaTub56D	jumu
cin	MED4
CdsA	l(2)37Cc
ird5	ash1
glec	dco
srp	run
Wnt5	amx
Lim1	up
Hph	brat
Eip74EF	sns
cbt	twi
wg	bnb
ey	B4
emb	Src42A
tub	Dok
CG34450	ben
Hmgs	Pgant35A
spin	Arp66B
Galpha73B	mbl
CG2678	cort
Alk	p53
neur	CG16719
l(2)gl	jagn
CG33205	scyl
Cyt-c-d	spir
par-6	ics
car	dpld
Appl	par-6
l(3)mbt	Ddx1
Aph-4	Akt1
Rbp9	amx
gl	gro
Tak1	tub
ninaE	dco
N	sgl
Traf6	Src64B
tld	dmt
CG16719	Eip63F-1
Idgf5	E2f2
Pen	SelG
Atpalpha	ninaE
Lcp65Ag1	Dap160
Su(var)2-10	mbl
cnk	CG4945
inaC	raw
Ddx1	bib
exu	stumps
Dad	E2f2
Lim1	betaTub56D
how	cact
Psn	Mlc1
Eip71CD	poe
Tak1	cher
CG34417	LCBP1
glu	xl6
sav	Pgant35A
fd59A	glec
dpld	sina
t	pnt
bt	Sb
PebIII	kuz
Ddx1	Iswi
Mkp3	bnl
Idgf5	l(2)efl
CG34379	alpha-Spec
sktl	dmt
acj6	sll
glec	zfh1
hkb	t
FKBP59	foxo
Eip74EF	poe
fs(2)ltoPP43	Hr46
CG16719	mbo
Sulf1	v
Cct1	brk
l(2)gd1	Prm
tkv	Cks30A
loco	CG17221
CG8247	Ice
MED24	lola
Snap	CG32082
tum	Hr46
wal	ttk
l(3)mbt	Sur
Dif	Krn
tou	Eip71CD
dom	sec23
svr	spen
ecd	Dif
yrt	brat
kis	Optix
fw	Mmp1
Snap	ash1
sec23	osa
cbx	Mitf
Sh	CG13850
Aph-4	jagn
Axn	tra
l(2)gl	Fas3
shn	E2f
v	Dap160
wupA	SelG
dsf	140up
oaf	morgue
Borr	Eip63F-1
CG1942	Abl
Rho1	MED4
crc	fog
rdo	fs(1)M3
yellow-f	CG9520
bl	Mitf
ry	Mitf
t	cactin
qua	peb
fs(1)K10	sll
spen	eve
Dat	peb
Rho1	Mitf
enok	disco
msn	emb
rdo	ine
Ef1gamma	abd-A
esg	emb
tra	dpn
sqd	par-6
l(2)gl	stg
Scgdelta	bnl
Snap	Hmgs
BicD	CycE
dco	msk
Mer	ine
xl6	CycB
Lar	svr
hyd	Arc42
blow	her
LanA	CSN4
e	msn
Cka	e
Ark	bt
blow	Dredd
RhoGAP68F	msi
Lcp65Ag1	bt
CG8149	Arp66B
Su(H)	Pde8
bigmax	knrl
l(2)gd1	lic
Su(H)	pot
tral	Crk
Dif	ecd
caps	tud
Pcaf	sina
CG1942	wal
spen	Pka-C3
dpld	xl6
Ice	dome
gkt	svr
CG9445	140up
blow	14-3-3zeta
kuz	dally
spen	Atpalpha
cin	rdo
Pk92B	Cka
prd	chic
CSN4	Nrt
Pop2	shrb
t	nmo
wal	CG1942
Cka	CG2681
srp	sdt
emc	bun
prod	vlc
Myo61F	fs(2)ltoPP43
wls	mus304
nej	CG16719
how	Optix
up	Lim1
CG34379	CG32486
l(1)G0289	CG17221
mbt	sas
CkIIalpha	rdo
alph	cactin
Dlic2	trn
bcd	SelG
drk	Dcp-1
par-1	Pk61C
fred	form3
E2f2	tld
Idgf4	hpo
cic	cnk
eve	Rack1
sdt	rdx
fd59A	Mitf
dup	dj
CadN	fw
CSN4	Pak
kuz	CG6416
Myo61F	CdsA
meso18E	Sry-delta
cactin	cbt
Src64B	Traf6
by	baz
bowl	ex
Aph-4	Sema-1b
sec23	tok
PebIII	Pvr
CG32082	Syx1A
caup	run
Myo31DF	Lcp65Ag1
hyd	Gtp-bp
stumps	svr
Hs6st	Abi
sle	lin
l(2)37Cc	Ca-alpha1D
MED24	Hr78
Cks30A	qua
MYPT-75D	CG34417
Sulf1	gkt
Rca1	Dp
Myo31DF	dl
wls	par-6
msn	Nrt
Ank2	sll
cathD	Cka
poe	Rack1
emc	Dlic2
Jra	CG4945
Dad	ash2
Pde8	E2f
Tak1	Apc2
brat	B4
Vhl	RhoGAP68F
Pop2	CycB
trn	rib
NAT1	Uba1
CG9104	tud
bs	Khc
l(2)efl	Rpd3
pelo	tld
sec13	Gtp-bp
msi	Cip4
Appl	18w
Pen	Rheb
Borr	BicD
Myo61F	140up
cactin	Hmgs
RhoGAPp190	Rab5
CG17470	Dap160
Hr78	MYPT-75D
Su(var)2-10	CycE
run	dpld
cort	l(3)mbt
Akt1	svr
peb	Patj
CG34450	RpL30
Src64B	pyd
crc	Eip63E
Idgf2	Dp
Hs6st	Khc
NetB	rux
CG3075	zfh1
betaTub56D	rdo
gl	Mkp3
bs	e
drm	hyx
cactin	pot
Dcp-1	slam
Galpha73B	form3
Ef1gamma	Alk
Pi3K92E	sno
emb	odd
hdc	beta4GalNAcTA
Ggamma1	bnl
Nrt	jar
shn	Tina-1
bt	Su(z)12
Crk	sgl
l(2)37Cc	tral
ash1	Msp-300
MED11	kuk
Jafrac2	Tm1
dsf	Hem
CG17221	enok
th	pav
grp	l(2)efl
hyx	Dif
Arc42	Tl
CG34379	pav
Dap160	RhoGAP68F
CG18369	mus304
fog	cp309
Eip74EF	how
pav	CycA
Arc-p34	sll
neur	neur
tud	Chi
Syb	ftz-f1
spin	sdt
Prm	Myo61F
spir	lilli
Pde8	Sobp
G-salpha60A	stil
Pak	sls
tud	Pop2
G-oalpha47A	Pde8
CSN4	amx
alien	jumu
run	spn-A
CG18369	CtBP
E2f2	pot
Apc	puc
fs(1)K10	pav
Dif	fs(1)K10
spn-A	lic
baz	by
kuz	ine
Cip4	msi
cbt	CG12301
Crk	dally
pbl	Hr46
bigmax	Dap160
Atg5	trc
Tak1	ea
qua	140up
dpld	Iswi
Rack1	kkv
cbt	Antp
CG9509	dei
Wnt5	Pvr
CdsA	CadN
CkIIalpha	SelD
wal	Lar
Eip74EF	fd59A
scra	RpL30
CSN4	dlg1
Pk61C	Atpalpha
Ark	Appl
tra2	Sxl
Aph-4	Pkn
ine	CG6416
Stat92E	CycA
e	elav
d	dco
sle	CG8247
Patj	dsd
LIMK1	W
Set2	CG34379
SelD	jing
MED24	Moe
ap	sle
Uba1	SelG
Lar	caup
fs(1)K10	Pi3K92E
Mtl	sn
Idgf1	Rho1
l(2)efl	Myo61F
glu	bon
CG16719	ine
cos	pbl
sbb	tra2
Cka	cg
dl	Taf4
Su(var)2-10	dl
e	scyl
Ice	140up
Mlc1	wls
fog	rad50
bowl	prd
sina	xl6
CG1942	BicD
CG6416	tra
wus	Sb
alpha-Spec	rhea
Dok	grp
wupA	gl
Hem	Vhl
Rack1	LanB1
hyd	vap
fs(2)ltoPP43	CtBP
hpo	Ef1gamma
tum	eff
Arc42	scrib
v	CG3987
cbt	alien
ssh	Sur
tutl	CycB
lwr	CG18369
ash1	Ca-alpha1D
LIMK1	G-salpha60A
phyl	poe
Abd-B	Pcaf
emc	cbx
abd-A	wal
fs(1)M3	twf
Hs6st	dock
sqd	Dat
twi	dsf
Wnt5	CSN4
CG16719	Dcp-1
Idgf5	dsd
Lim1	crol
Ef1gamma	esc
yrt	Ark
CG9520	Antp
Abl	LanB2
Tina-1	Wnt5
Krn	eIF-4a
Abd-B	twf
Su(z)12	Ark
cp309	CG32486
esg	Appl
chn	Optix
svr	cact
Pak	bigmax
dei	Hph
Tab2	Atg5
Apc	tud
Su(var)2-10	sno
sbb	Dys
Dl	Eip71CD
Alk	Arc-p34
Hs6st	robo
Sema-2a	kuz
ast	Moe
par-1	tra
Pgant35A	bon
inv	LanB1
S6kII	Tl
Nf1	Chc
fs(1)M3	Tm1
toe	Nrx-IV
W	glec
CG12896	Idgf5
qkr58E-3	CG33205
Psn	Myo61F
sas	pelo
CG1244	dsf
sgg	Dad
Jra	Axn
capu	prd
Idgf2	v
ine	esc
Tm1	Dcp-1
CG1942	Atg5
spn-A	dl
Dat	thr
G-salpha60A	Hmgs
Uba1	Hs2st
E(z)	run
elav	S6kII
siz	stil
Dad	asf1
Tl	eya
E(z)	bon
eIF-4a	Sxl
rdx	sdt
CycB	dom
lva	trio
Dat	tra2
lmd	Sur
ash2	Apc2
CG16719	hpo
fw	gl
meso18E	prod
Eip71CD	FKBP59
Ef1gamma	CG17470
baz	CG4500
CG34417	Es2
raw	morgue
qua	B4
mbl	Arp66B
Abd-B	CtBP
crc	tub
Su(z)12	bt
beta4GalNAcTA	Idgf4
tok	alien
aft	G-salpha60A
eya	dei
Ptpmeg	Su(z)12
tra	vlc
Hph	ine
how	baz
kuz	Lcp65Ag1
rux	kuz
N	Mer
sgl	boss
Lis-1	LIMK1
RhoL	wupA
LanB1	G-oalpha47A
osa	Cyt-c-d
Sema-1b	Optix
CG1942	Pvf1
yrt	sktl
Dhc64C	mmy
ird5	Mbs
sli	wal
toy	exu
ash2	pn
Idgf5	loco
fog	Tab2
Hem	ninaE
alph	pbl
Pop2	Mmp1
Mkp3	CadN
glec	sprt
Sur	cg
CG9520	dnc
ssh	Alh
CG2678	E2f2
Hs2st	ics
tow	cathD
cta	kis
Fmr1	l(1)G0289
Akap200	peb
eg	Ggamma1
CG4500	CG12301
siz	run
Nrx-IV	Sema-1b
Dl	CycE
dmt	ine
Orct	Dredd
Mtl	jar
Mtl	PhKgamma
spin	dsf
ast	poe
pbl	mbl
shrb	Cp1
flfl	fs(1)K10
cin	Borr
brat	Glycogenin
sll	chif
tow	RhoGAPp190
Akap200	emb
wrapper	CG10641
dco	Scgdelta
stg	Arc-p34
sas	rad50
Nrx-IV	Cip4
Sb	form3
qkr58E-3	wg
Jra	EcR
gl	Mmp2
bnl	Pak
sty	Dif
dei	cnk
pdm2	Pvf1
bowl	sar1
Appl	Hs2st
rdo	hpo
oaf	ash2
jagn	Cka
CG18369	gkt
CG9509	vlc
Atg5	crol
run	Alh
bl	PebIII
caup	Optix
Axn	CG9445
lwr	ssh
Mer	thr
dei	Jra
rux	Lcp65Ag1
d	18w
shn	Idgf2
jumu	Mer
lmd	baz
Pak	chinmo
sprt	spin
Rca1	CG12301
wg	esg
Bap60	osa
chrw	sktl
Akap200	abd-A
14-3-3zeta	blow
sktl	Atg6
btl	sls
CG12301	Dat
crol	Fas3
RpL30	acj6
W	chic
LIMK1	Myo61F
msi	Moe
Sema-2a	jing
cbx	sty
esc	cin
ey	par-6
Idgf4	Myo31DF
lmd	Dif
Vhl	betaTub56D
dnc	chrw
chrw	zfh2
eya	dpn
par-6	Prm
CG2678	asf1
ird5	ken
srp	wal
cp309	Nrx-IV
PhKgamma	Mtl
dlg1	Trl
Caf1	rdo
CG17739	tutl
yrt	pcm
CG10641	dsf
nej	LanA
Gtp-bp	hyd
NetB	Crk
prd	Cka
Dap160	prd
tud	Dys
sina	dl
ppan	mus304
meso18E	RhoL
Rho1	blow
Mer	l(2)efl
eya	Patj
asf1	fs(1)K10
Trl	Idgf2
Appl	Oseg1
CG34450	mam
Rab5	xmas-2
chic	pdm2
how	Idgf1
MED4	lic
wrapper	EcR
dpn	Mef2
cic	Cip4
ecd	Pen
xmas-2	Dredd
Orct	Rab7
LCBP1	Dad
ry	CG9509
trc	prd
Rca1	dl
Tm1	e
wupA	Nrx-IV
pav	ash2
Nf1	Gtp-bp
Taf4	vlc
betaTub56D	Ca-alpha1D
CG1244	xmas-2
Wnt5	RhoL
Sema-2a	e
ben	oaf
CG17470	Ef1gamma
Ank2	pcm
Sb	shrb
emp	Sry-delta
Cyt-c-d	osa
Dl	scrib
Hph	wee
Orct	Axn
Atg5	aft
cathD	Uba1
Tab2	Su(z)12
Appl	spen
ird5	Syx1A
dj	Pop2
kis	CG6416
xl6	CtBP
tow	CdsA
CG34417	cort
Ald	Scgdelta
Pen	CG9104
NetB	drk
Tab2	vap
spn-A	hpo
ast	Pde8
CG6416	ix
ry	jar
tin	Eip63F-1
Stat92E	ine
Rack1	CG12896
Set2	pav
eg	Nrx-IV
mus304	l(2)efl
pcm	fred
MED4	Rbp9
bcd	NetB
ics	Uba1
grp	Ddx1
esc	bon
Idgf1	ash1
Sry-delta	Tm1
CG9509	blow
Dcp-1	CG12301
Rab7	cin
tub	slam
knrl	Sur
140up	e
Hmgs	ex
Tab2	fog
E(z)	lmd
pnr	Rack1
Mlc1	ash1
tld	LanA
lilli	Hmgs
da	Borr
S6kII	pnut
tll	CG34417
Dhc64C	Dl
bigmax	klar
sina	tld
Su(z)12	dsd
pot	Arc-p34
hdc	Idgf5
sqd	dl
Dif	dlg1
Pi3K92E	apt
Prm	l(2)gd1
Mer	jumu
Idgf4	Crk
stg	shn
sav	scrib
Rheb	dl
pnut	NAT1
Wnt5	LanA
Lim1	Glycogenin
ine	Psn
CG16719	Idgf4
Hr46	Moe
Tm1	Jafrac2
Su(z)12	Glycogenin
tum	pbl
emc	Rbp9
Hr46	rhea
cbx	Dlic2
Lim1	boss
Optix	jagn
cact	yellow-f
Pi3K92E	hyx
eya	Cip4
Rbp9	Pkn
Orct	Bap60
Dif	sbb
pot	E(z)
sbb	mbl
brk	Idgf2
par-1	cic
shrb	wupA
eg	CG9509
CG8216	ast
Patj	ry
Pi3K92E	dib
Oseg1	Atx2
CSN4	ey
Nrt	Rack1
Dcp-1	prod
dlg1	sced
emb	ksr
bt	v
Hs2st	Lcp65Ag1
LanB2	mam
Fmr1	dec-1
up	Prm
CG34379	Ef1gamma
blow	boss
Pen	mri
Iswi	Sur
ry	Idgf5
Atpalpha	Gtp-bp
fs(1)M3	Pop2
lic	dah
PhKgamma	Ggamma1
fru	ken
CG1942	l(2)gl
sar1	glec
LanB1	aft
ash1	Tab2
Cks30A	CSN4
CG33205	140up
18w	jar
cher	ast
nej	hpo
toy	pcm
beta4GalNAcTA	rhea
wee	rad50
spir	RhoGAP68F
d4	lwr
baz	Pk61C
esc	up
CdsA	Mitf
cos	CG16719
Myo31DF	CG32082
ytr	CG1244
sax	pros
Apc	crc
disco	Eip74EF
klar	bs
p53	esg
lmd	sina
e	sec13
Ephrin	Mmp1
CG9445	eff
CG16719	neur
LCBP1	fs(1)M3
hkl	Jra
tra	Sur
Rca1	Su(var)2-10
eya	Aph-4
betaTub56D	wee
mbt	Rab5
14-3-3zeta	SelG
CG13850	emc
Sur	Sobp
p53	Sur
gkt	CG9104
E(z)	Mer
sli	mbt
tum	pot
prd	ttk
mbo	sec23
hkl	nmo
rdx	eff
Rbp9	CG4500
LanA	CG34379
dah	CG17739
kkv	dah
tamo	v
Bap60	E(bx)
tra	Rbp9
Dl	asf1
raw	Spred
Nrx-IV	how
stumps	sli
ct	Sulf1
run	emb
esc	tum
chp	morgue
bnb	Aph-4
kuk	mfas
tum	mbl
gl	lmd
MED24	gro
Ef1gamma	hpo
Yp1	tud
xl6	dsf
Hs2st	gro
dome	d4
Syx1A	oaf
how	siz
S6kII	Lar
Ef1gamma	Chi
esc	sno
dsf	dsx
ine	Borr
bhr	Dat
MED4	emp
da	CG1244
flw	l(2)gd1
Scgdelta	Ald
ine	rdo
mbt	LanB2
siz	msi
kuz	CG3987
CG6372	ea
betaTub56D	Lim1
RpL30	CG34450
Borr	alien
kis	brat
Chi	yellow-f
Pvr	by
RhoL	lva
cher	Ark
mib1	Src64B
hkl	Bap60
foxo	Mmp2
Nrt	Pkn
amx	dib
eff	Dok
dom	car
Pde8	beta4GalNAcTA
yrt	Pk92B
gkt	Dscam
CG1942	Idgf5
Atx2	fs(1)M3
Sb	Idgf5
E2f	kuz
Dscam	sle
Uba1	Ca-alpha1D
par-1	Sur
eff	CG1942
drl	tkv
fs(1)K10	Dp
dmt	Sobp
eve	ap
wal	shn
CG10641	Optix
Aph-4	Fas3
Arc42	peb
fax	prd
pcm	Prm
Rab5	emc
SelD	mbl
shot	Pk61C
Pk92B	dnc
ey	eIF-4a
jing	PebIII
flfl	Caf1
Hmgs	bowl
ftz-f1	Idgf4
Galpha73B	eIF-4E
da	CycE
lic	p53
gbb	CkIIalpha
nej	alph
l(2)efl	Mer
Sulf1	Ald
Ald	chrw
Lar	wal
Jra	poe
brat	tra
p53	sno
Chc	frc
dmt	betaTub56D
RhoGAPp190	noc
alpha-Spec	Nrx-IV
sas	amx
S6kII	trio
mib1	wrapper
hpo	Stat92E
Arc-p34	Dad
stumps	rad50
osa	eff
CG9104	Tl
sec23	sqd
Ddx1	CtBP
btl	CG6416
PhKgamma	CG13850
Dys	sax
CycE	CG16719
CG3987	ine
Arc-p34	E2f2
CG8247	Msp-300
Nrx-IV	caup
dmt	jumu
Tm1	ninaE
tou	trc
emc	Idgf4
CG4945	Dok
car	MED11
phyl	elav
Rbp9	MED4
CG34417	alien
cher	hyd
chic	W
eve	Gtp-bp
nmo	mmy
pros	CG12896
CG9445	Not1
CG34417	kkv
msi	emc
eve	Cip4
sced	Hr78
bnl	lin
ex	frc
sqd	lmd
Cyt-c-d	Hr78
chic	d
chinmo	Pde8
dmt	glu
CG9509	hkl
Sh	Pk92B
d	Chi
th	bcd
dl	CG12301
Arc-p34	Rca1
dsx	cact
brat	Sur
bt	Ark
acj6	RpL30
neur	Abd-B
acj6	ofs
elav	tin
MYPT-75D	Dcp-1
bib	Dscam
alien	da
chif	Hs2st
v	Sulf1
CycA	tok
sina	chif
Rbp9	stg
mmy	mbl
bap	Dlic2
mam	Dap160
Dredd	kkv
E(z)	pot
18w	Idgf5
fred	NetB
hdc	Sh
chinmo	bon
Msp-300	Pde8
Eip71CD	msk
mth	qua
zfh2	blow
dsf	Mbs
Pkn	emb
CSN4	caup
tou	pnut
sll	pot
spin	qua
Hs6st	yrt
Sur	CG2681
pnt	Optix
Lcp65Ag1	tra
toe	Cyt-c-d
elav	sprt
tra	Axn
sty	CG12301
Hr46	E(bx)
Tl	ea
mask	dup
spn-A	CG17739
lmd	dpld
Aph-4	CG12896
Dhc64C	t
dpld	Su(var)2-10
t	sdt
bl	CG16719
spn-A	dmt
dpn	CG6416
Sulf1	scra
sno	Mtl
stumps	exu
dpn	ct
snf	beta4GalNAcTA
glec	mth
RpL30	CG17470
ash2	oaf
S6kII	how
Idgf5	l(2)gd1
Dad	CycA
oaf	Pk92B
l(2)37Cc	Rheb
cp309	Lar
Dredd	Jafrac2
sina	G-oalpha47A
Krn	gro
trc	t
yellow-f	Akap200
t	odd
CG6416	E2f2
bon	Pgant35A
CG8247	CG3987
bnb	Optix
spen	inv
Msp-300	Dok
bon	CycE
e	Tl
Tm1	Tm1
l(2)efl	MYPT-75D
cbt	CG34417
Ddx1	knrl
ben	140up
sle	Uba1
dpn	Hph
bowl	RhoGAP68F
yrt	meso18E
dj	Syx1A
foxo	osa
snf	Sema-2a
CG16719	nmo
vap	Mbs
exu	cbx
LCBP1	CycB
xl6	l(3)mbt
alien	CG34417
Myo61F	Rho1
lic	spn-A
dock	yrt
lilli	CdsA
trio	hyd
Jra	NetB
hyd	ry
bon	glu
Gtp-bp	sav
Oseg1	CG3987
Su(var)2-10	fs(2)ltoPP43
Rack1	pnt
CG12301	Dif
Apc	CG32082
crol	sav
wupA	uzip
Apc	Cip4
by	nej
cp309	Krn
mth	CG3829
Pcaf	Su(var)2-10
ast	CG13850
CG9445	Rho1
cher	oaf
MYPT-75D	Su(var)2-10
mfas	neur
jagn	Nrx-IV
Jafrac2	esg
fd59A	ics
lilli	Dys
ct	Ald
caup	Set2
inv	ey
Rho1	Arc42
CkIIalpha	pelo
Axn	Mhc
Cks30A	cic
Prm	Ca-alpha1D
Lcp65Ag1	Pen
cnc	Tak1
Gtp-bp	Rack1
chico	phyl
CG6372	Dys
E(bx)	vlc
asf1	Ef1gamma
tra2	Ark
tll	dome
mask	dlg1
LCBP1	dah
wus	CG1942
Sur	CycB
dl	CycB
mth	l(1)G0289
sw	Cks30A
Pkn	Aph-4
Mmp1	mfas
dmt	Ef1gamma
Src42A	RhoGAPp190
run	mib1
uzip	gl
Tak1	Arp66B
Ggamma1	ea
frc	Src42A
Pk92B	oaf
asf1	Idgf4
CG34417	Dcp-1
tud	Yp1
Nrx-IV	chn
dl	CG9509
cos	mbo
xmas-2	Hr78
tamo	sle
enok	CG17221
CdsA	Cip4
up	Caf1
Sh	Apc2
baz	Apc
msk	LCBP1
Sobp	dome
eIF-4E	Galpha73B
rux	CG3987
pnt	tkv
svr	pnr
hpo	alien
Jafrac2	Dredd
par-1	Optix
CycE	Stat92E
l(2)37Cc	CG2678
tutl	morgue
sav	rhea
G-oalpha47A	Mef2
dlg1	eff
Borr	spn-A
Pcaf	Dat
Sh	ksr
cg	Nrx-IV
eya	Nrt
brk	Chc
t	srp
cathD	Mmp1
zfh1	Cct1
Tina-1	Ald
E2f2	Bap60
car	MYPT-75D
ct	Arc-p34
how	pnt
Pen	Uba1
mus304	Eip63F-1
crol	sn
exu	lin
Nrt	CG12896
sle	Dscam
Pak	l(2)gl
disco	abd-A
l(2)37Cc	pdm2
dos	pn
tll	Dcp-1
tok	dmt
d	ics
Arc42	CG9520
brat	vlc
loco	odd
PebIII	hkl
S6kII	l(2)37Cc
CG6416	beta4GalNAcTA
pot	mbl
noc	Aph-4
jagn	Akt1
pnut	eya
fw	Chi
CG6416	elav
nej	MYPT-75D
phyl	tow
kis	vlc
glu	ine
esg	Hr78
sina	Dscam
Ald	Tina-1
Rca1	Src64B
MED11	gl
rdx	dlg1
odd	loco
meso18E	vlc
Mmp2	CdsA
form3	Arp66B
wee	Cyt-c-d
beta4GalNAcTA	Trl
Rpd3	Abd-B
ben	CG13850
Sur	Pcaf
fw	Mkp3
spn-A	up
l(2)gl	sbb
vlc	Lcp65Ag1
esc	da
CycE	Ef1gamma
sina	lmd
CG34379	Set2
caup	emb
spin	MED11
Cyp1	slam
Ald	gkt
Nrt	Abi
sav	tub
Pde8	inv
ea	sar1
Antp	nej
CG6416	PebIII
eIF-4a	tra2
alien	asf1
phyl	l(2)efl
brat	bt
Sin3A	raw
Optix	Alh
Hs2st	drk
Eip63F-1	fs(2)ltoPP43
Appl	tup
CG1244	Taf4
MED24	tow
Rheb	Apc
sle	Pen
pot	CG4945
CG16719	nej
pelo	sdt
th	Abl
Sema-1b	pnt
drm	Pi3K92E
Aph-4	alpha-Spec
cin	spn-A
btl	msi
sktl	pnut
Tm1	ix
dec-1	dj
trio	Idgf2
tum	Dp
drk	Ggamma1
E2f	Traf6
Mhc	ine
CG9104	dah
dco	lilli
sdt	SelD
Atg6	LanB1
Pvf1	SelG
blow	Idgf1
MED11	MED4
emp	Mmp2
tou	cp309
mfas	Dys
Idgf4	fru
LanB2	th
mib1	Scgdelta
Psn	ALiX
PhKgamma	drk
pnt	Fas3
mth	Hs2st
G-ialpha65A	msi
crc	mus304
qm	Src42A
