gene1	gene2
Jra	tll
boss	Tm1
inaC	Tm1
Spred	Tm1
chp	Tm1
hep	Tm1
ftz-f1	Tm1
Pka-C3	Tm1
gbb	Tm1
Jafrac2	Tm1
ninaE	Tm1
foxo	srp
Pop2	Btk29A
CdsA	fred
Mitf	d
cnk	pbl
pot	pbl
Su(H)	pbl
sec23	cactin
Pde8	cactin
cos	cactin
cnk	cactin
pot	cactin
Ephrin	Sema-2a
vap	Sema-2a
Tl	Sema-2a
wal	Eip74EF
frc	Eip74EF
capu	RhoGAPp190
Dif	flfl
qua	fred
Alk	fred
Patj	fred
ecd	fred
Traf6	Mmp1
rad50	rg
Sobp	sar1
tub	sar1
sno	p53
fs(1)K10	dl
drm	dl
CG1244	dl
Rca1	dl
hyx	dl
ben	Dl
da	Dl
hpo	Dl
spn-A	Dl
Borr	Dl
Mer	Dl
glu	Dl
CycE	Dl
esc	Dl
alien	Dl
Syx1A	Dl
CycA	Dl
Not1	CG4945
tub	eve
CG17221	eve
sar1	eve
ine	Stat92E
CG3987	Stat92E
up	Stat92E
esc	Stat92E
alien	Stat92E
CycA	Stat92E
Mlc1	Stat92E
E(z)	Stat92E
Caf1	Stat92E
dmt	Stat92E
Mhc	Stat92E
thr	Stat92E
asf1	Stat92E
Hem	ken
CycB	dpld
sina	dpld
Pcaf	dpld
kuk	dpld
l(3)mbt	dpld
tld	dpld
Atg5	CG1942
wal	CG1942
Pak	Tak1
spn-A	E(z)
Borr	E(z)
CG16719	E(z)
Mer	E(z)
glu	E(z)
CycE	E(z)
esc	E(z)
alien	E(z)
Dl	E(z)
Stat92E	E(z)
CycA	E(z)
Eip63F-1	E(z)
Caf1	E(z)
dmt	E(z)
thr	E(z)
asf1	E(z)
hpo	Caf1
tok	Caf1
spn-A	Caf1
Borr	Caf1
E(z)	Caf1
dmt	Caf1
thr	Caf1
asf1	Caf1
dup	grp
pn	cort
dah	cort
ash2	cort
bcd	NetB
fs(1)K10	Arc-p34
amx	Arc-p34
drm	Arc-p34
CG1244	Arc-p34
Taf4	Arc-p34
dl	Arc-p34
numb	Arc-p34
Rca1	Arc-p34
hyx	Arc-p34
pcm	Arc-p34
Dif	Arc-p34
LanB2	fru
pros	CG12896
stumps	CG12896
yrt	bt
rdo	dmt
da	dmt
hpo	dmt
tok	dmt
spn-A	dmt
Borr	dmt
bon	dmt
cin	dmt
Mer	dmt
glu	dmt
CycE	dmt
esc	dmt
alien	dmt
Dl	dmt
Stat92E	dmt
CycA	dmt
Eip63F-1	dmt
E(z)	dmt
Caf1	dmt
thr	dmt
asf1	dmt
Syx1A	CG14995
CtBP	tld
kuk	tld
dom	tld
l(3)mbt	tld
Sema-2a	Tl
Mmp1	Tl
jing	Tl
kuz	Tl
CG9769	Tl
qkr58E-3	CG8216
cact	CG8216
hkb	snf
Bap60	snf
E2f2	snf
Idgf5	Su(z)12
sno	Eip74EF
cin	RhoGAPp190
sqd	tll
hkl	tll
d4	tll
dock	Src64B
Cyt-c-d	emp
ics	Mmp2
hyd	ttk
trc	ttk
bhr	tll
lwr	tll
Tm1	Tm1
Yp1	Tm1
CG17739	Tm1
zfh2	W
LIMK1	W
MED24	cathD
Pink1	W
crol	bowl
prd	bowl
pav	Pvr
dsd	sll
Hem	Hmgs
toe	Hmgs
Snap	Hmgs
xl6	Su(var)2-10
dpld	Su(var)2-10
dom	Su(var)2-10
tld	Su(var)2-10
wls	ena
ssh	ena
Sxl	gl
tra2	sgg
cher	sgg
Sry-delta	sgg
meso18E	sgg
Rbp9	sgg
trio	sgg
prod	sgg
betaTub56D	ird5
tow	uzip
CG14995	dec-1
CG18369	dos
Apc	Dif
Arc-p34	Dif
baz	Dif
Idgf2	Dif
NAT1	Hs6st
Sema-1b	Hs6st
sno	mbt
wrapper	mbt
ecd	mbt
Cyp1	Sin3A
PebIII	vap
Pkn	Src42A
mri	dos
flfl	Dif
CG1244	Dif
lmd	Dif
hyx	Dif
rdo	asf1
RhoGAP68F	Mitf
spir	Pvf1
dlg1	Pvf1
knrl	Pvf1
Apc	Mitf
Atg5	Pvf1
