gene1	gene2
E(bx)	Su(z)12
Idgf5	Su(z)12
trio	Su(z)12
pbl	emp
cactin	emp
Cyt-c-d	emp
sec23	emp
cos	emp
Su(H)	emp
tum	emp
alph	emp
mbo	emp
osa	emp
ksr	emp
Es2	CG2678
lola	CG2678
xmas-2	CG2678
dei	CG2678
mbt	CG2678
cbt	CG2678
rdx	CG2678
sced	CG2678
blow	CG2678
abd-A	crc
sty	crc
enok	crc
run	pros
exu	pros
trn	pros
CG12896	pros
MYPT-75D	neur
Su(var)2-10	neur
CycB	neur
sina	neur
Pcaf	neur
xl6	neur
CtBP	neur
kuk	neur
Rpd3	neur
dpld	neur
dom	neur
l(3)mbt	neur
tld	neur
CG10641	Rab5
mmy	Rab5
twi	Rab5
eve	Rab5
Hr78	Rab5
cathD	Rab7
RhoGAPp190	Rab7
tow	Rab7
cin	Rab7
Vhl	Mmp2
rad50	Mmp2
Uba1	Mmp2
ics	Mmp2
rg	Mmp2
mth	Mmp2
Sh	Mmp2
tou	Mmp2
bap	W
zfh2	W
LIMK1	W
chrw	W
Khc	bowl
sdt	bowl
Patj	bowl
Fas3	bowl
Nrx-IV	bowl
crol	bowl
prd	bowl
MED4	fd59A
inv	fd59A
Sulf1	fd59A
Abd-B	fd59A
glec	fd59A
Moe	fd59A
tral	e
jagn	e
Tl	e
sle	ben
Ddx1	ben
Dl	ben
shn	ben
da	rdo
hpo	rdo
tok	rdo
spn-A	rdo
Borr	rdo
CG16719	rdo
glu	rdo
CycE	rdo
esc	rdo
alien	rdo
CycA	rdo
Eip63F-1	rdo
E(z)	rdo
Caf1	rdo
dmt	rdo
thr	rdo
asf1	rdo
CG8149	lin
Traf6	lin
Lcp65Ag1	tra
Axn	tra
vlc	tra
kis	tra
brat	tra
stg	tra
yrt	tra2
puc	tra2
by	tra2
sgg	tra2
Rab7	cathD
RhoGAPp190	cathD
MED24	cathD
scrib	cathD
tow	cathD
cin	cathD
tub	cathD
Orct	cathD
peb	cathD
14-3-3zeta	cathD
uzip	cathD
Dap160	d
Ark	d
18w	d
Mitf	d
ttk	lva
Set2	lva
ap	lva
emp	pbl
cactin	pbl
Cyt-c-d	pbl
sec23	pbl
Pde8	pbl
cos	pbl
cnk	pbl
pot	pbl
Su(H)	pbl
tum	pbl
alph	pbl
mbo	pbl
wee	pbl
osa	pbl
eff	pbl
wls	CG33205
par-6	CG33205
rdo	da
hpo	da
tok	da
spn-A	da
Borr	da
CG16719	da
Ef1gamma	da
ine	da
bon	da
cin	da
up	da
Mer	da
glu	da
CycE	da
esc	da
alien	da
Dl	da
Stat92E	da
CycA	da
Eip63F-1	da
E(z)	da
Caf1	da
dmt	da
thr	da
asf1	da
emp	cactin
pbl	cactin
Cyt-c-d	cactin
sec23	cactin
Pde8	cactin
cos	cactin
cnk	cactin
pot	cactin
Su(H)	cactin
tum	cactin
alph	cactin
mbo	cactin
wee	cactin
osa	cactin
eff	cactin
rdo	hpo
da	hpo
tok	hpo
spn-A	hpo
Borr	hpo
CG16719	hpo
Ef1gamma	hpo
ine	hpo
bon	hpo
cin	hpo
up	hpo
Mer	hpo
glu	hpo
CycE	hpo
esc	hpo
alien	hpo
Dl	hpo
Stat92E	hpo
CycA	hpo
Eip63F-1	hpo
E(z)	hpo
Caf1	hpo
dmt	hpo
thr	hpo
asf1	hpo
Ephrin	Sema-2a
vap	Sema-2a
Tl	Sema-2a
snf	Sema-2a
sns	Eip74EF
sno	Eip74EF
chic	Eip74EF
wal	Eip74EF
frc	Eip74EF
rdx	Eip74EF
qua	eg
foxo	eg
dsf	eg
lilli	eg
Fmr1	eg
wus	eg
ecd	eg
Moe	eg
Mitf	eg
sav	Arc42
scrib	Arc42
pnut	Arc42
peb	Arc42
rdx	Arc42
Cip4	Arc42
Dlic2	toy
dco	toy
exu	toy
tutl	toy
Ef1gamma	Galpha73B
Rho1	Galpha73B
ird5	Galpha73B
eff	Galpha73B
Rab7	RhoGAPp190
cathD	RhoGAPp190
tow	RhoGAPp190
rhea	RhoGAPp190
cin	RhoGAPp190
capu	RhoGAPp190
uzip	RhoGAPp190
tll	MED11
spen	MED11
bib	MED11
inv	MED11
Abd-B	MED11
dsf	MED11
Pi3K92E	MED11
sgg	cher
Abl	BicD
rux	BicD
bigmax	BicD
lilli	BicD
spin	BicD
dj	BicD
dec-1	BicD
neur	MYPT-75D
Su(var)2-10	MYPT-75D
CycB	MYPT-75D
Pcaf	MYPT-75D
xl6	MYPT-75D
CtBP	MYPT-75D
kuk	MYPT-75D
sls	MYPT-75D
Rpd3	MYPT-75D
dpld	MYPT-75D
dom	MYPT-75D
Apc	MYPT-75D
l(3)mbt	MYPT-75D
tld	MYPT-75D
B4	mus304
Dad	mus304
lic	mus304
slam	mus304
fred	CdsA
knrl	CdsA
Optix	CdsA
Rheb	CdsA
eIF-4E	CdsA
ecd	CdsA
Mitf	CdsA
msk	btl
emc	btl
stumps	btl
Dlic2	btl
esg	btl
emp	Cyt-c-d
pbl	Cyt-c-d
cactin	Cyt-c-d
sec23	Cyt-c-d
cos	Cyt-c-d
ash1	Cyt-c-d
sas	Cyt-c-d
Su(H)	Cyt-c-d
tum	Cyt-c-d
alph	Cyt-c-d
mbo	Cyt-c-d
osa	Cyt-c-d
ksr	Cyt-c-d
rdo	tok
da	tok
hpo	tok
spn-A	tok
Borr	tok
CG16719	tok
glu	tok
CycE	tok
esc	tok
alien	tok
CycA	tok
Eip63F-1	tok
E(z)	tok
Caf1	tok
dmt	tok
thr	tok
asf1	tok
lva	ttk
wal	ttk
oaf	ttk
Sin3A	ttk
hyd	ttk
trc	ttk
eve	ttk
crol	ttk
Cks30A	ttk
tral	tamo
Chi	tamo
fw	tamo
ix	CG6416
hkb	CG6416
E(bx)	CG6416
nmo	CG6416
Bap60	CG6416
E2f2	CG6416
her	CG6416
Dp	flfl
CG12301	flfl
fs(1)K10	flfl
amx	flfl
drm	flfl
CG1244	flfl
Taf4	flfl
dl	flfl
numb	flfl
Rca1	flfl
hyx	flfl
pcm	flfl
Arc-p34	flfl
Dif	flfl
wupA	Pvr
RhoL	Pvr
raw	Pvr
Set2	Pvr
Wnt5	Pvr
pav	Pvr
trio	kay
tll	Jra
hkl	Jra
btl	msk
tsh	msk
stumps	msk
cbx	msk
tup	msk
dco	msk
18w	msk
tutl	msk
trn	msk
sli	msk
MED11	tll
Jra	tll
sqd	tll
hkl	tll
d4	tll
inv	tll
Sulf1	tll
Abd-B	tll
bhr	tll
lwr	tll
Tm1	Tm1
Yp1	Tm1
CG17739	Tm1
boss	Tm1
inaC	Tm1
Spred	Tm1
chp	Tm1
hep	Tm1
Crk	Tm1
ftz-f1	Tm1
Pka-C3	Tm1
gbb	Tm1
Jafrac2	Tm1
ninaE	Tm1
foxo	srp
sktl	srp
jar	srp
dec-1	srp
Arp66B	Btk29A
shg	Btk29A
Pop2	Btk29A
CdsA	fred
qua	fred
Alk	fred
Optix	fred
Patj	fred
Fmr1	fred
wus	fred
ecd	fred
dock	Src64B
CG8149	Mmp1
sec13	Mmp1
Tl	Mmp1
Traf6	Mmp1
