Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
ESC/E(Z) complex (GO:0035098)	2/11	0.00014386275980885829934262376550435647004633210599422454833984375	0.00158249035789744126566380710841031032032333314418792724609375	0.000974039576231554011902236123177090121316723525524139404296875	0.0160716530078206416842778736508989823050796985626220703125	-3.1451973756868896	27.82446278453759	E(z);esc
chromatin (GO:0000785)	6/218	0.000001356033746827473086927020630432227932260502711869776248931884765625	0.0000353747829639517404379765730393359035588218830525875091552734375	0.00010428696309081137631562252732209117311867885291576385498046875	0.00344146978199677544552059771376661956310272216796875	-1.145876210143138	15.48187214991416	bon;glu;E(z);esc;dmt;mbo
nucleus (GO:0005634)	13/1776	0.00000214392624023949922797594065670967466985530336387455463409423828125	0.0000353747829639517404379765730393359035588218830525875091552734375	0.0027040100962218570519735028057084491592831909656524658203125	0.0297441110584404262706659238801876199431717395782470703125	-1.1609400643385153	15.153601732353732	Su(H);bon;dmt;tum;Eip63F-1;glu;E(z);CycA;esc;CycE;Stat92E;pbl;osa
condensed chromosome (GO:0000793)	2/27	0.0009030649487062011350479995286377743468619883060455322265625	0.00596022866146092740458062309016895596869289875030517578125	0.004895456511984101234669086721851272159256041049957275390625	0.035163338585926261214975596658405265770852565765380859375	-1.909730161655275	13.386666225779031	glu;spn-A
spectrosome (GO:0045170)	1/8	0.01312630506116834426533213076027095667086541652679443359375	0.036097338918212949765429442550157546065747737884521484375	0.03261202069906436740165389664980466477572917938232421875	0.10897278194415281615814450333346030674874782562255859375	-2.851594398673852	12.356349318268565	CycA
replication fork (GO:0005657)	1/11	0.01800546599960371751958376762559055350720882415771484375	0.041240751871855045596060307389052468352019786834716796875	0.0432569278209944119151231234354781918227672576904296875	0.11656949052745767259064990639672032557427883148193359375	-2.591913924540392	10.411925330197603	spn-A
chromosome (GO:0005694)	4/196	0.000293000009169907204252536470079348873696289956569671630859375	0.0024172500756517345706086974388426824589259922504425048828125	0.005327778573625191645135590334803055156953632831573486328125	0.035163338585926261214975596658405265770852565765380859375	-1.2422120099149805	10.105814466022299	Su(H);asf1;glu;esc
cytoplasmic microtubule (GO:0005881)	1/20	0.032503010888065821115677778152530663646757602691650390625	0.05362996796530859755502973484908579848706722259521484375	0.07452981619143328462229192155064083635807037353515625	0.136637996350961021807535189509508199989795684814453125	-2.656297111992507	9.1015963272924	tum
BAF-type complex (GO:0090544)	1/13	0.0212452358127738112625326749594023567624390125274658203125	0.041240751871855045596060307389052468352019786834716796875	0.0502917795574478188047606863619876094162464141845703125	0.11656949052745767259064990639672032557427883148193359375	-2.3618265490982	9.09686452747003	osa
brahma complex (GO:0035060)	1/13	0.0212452358127738112625326749594023567624390125274658203125	0.041240751871855045596060307389052468352019786834716796875	0.0502917795574478188047606863619876094162464141845703125	0.11656949052745767259064990639672032557427883148193359375	-2.361050986692746	9.09387735377698	osa
cell cortex part (GO:0044448)	1/19	0.0309024794744716391203809280341374687850475311279296875	0.05362996796530859755502973484908579848706722259521484375	0.07110348464720571415309535723281442187726497650146484375	0.136637996350961021807535189509508199989795684814453125	-2.484181390071139	8.63729711786962	tum
histone methyltransferase complex (GO:0035097)	2/57	0.003981279914014995528759310872146670590154826641082763671875	0.0158015821953862468929319362587193609215319156646728515625	0.019323250985179903083110986017345567233860492706298828125	0.10627788041848947042655737504901480861008167266845703125	-1.5529152629030494	8.581645669372344	E(z);esc
cytoplasmic side of apical plasma membrane (GO:0098592)	1/7	0.01149470025441532740340111473642537021078169345855712890625	0.034484100763245983944926820186083205044269561767578125	0.0290388535905742699305687182231849874369800090789794921875	0.10897278194415281615814450333346030674874782562255859375	-1.7564449858355455	7.844053558956174	Stat92E
microtubule cytoskeleton (GO:0015630)	2/112	0.01465525105874488677459854812923367717303335666656494140625	0.037201791149121636592678186161720077507197856903076171875	0.064562040875995430067035840693279169499874114990234375	0.133159209306740577982708373383502475917339324951171875	-1.7014839825523658	7.185292969159967	cos;tum
