GO:0048934	45.01371892
GO:0006954	41.685876
GO:0048935	38.55292258
GO:0006964	30.05552822
GO:0002813	28.59657428
GO:0006963	23.80009117
GO:0008063	17.23516322
GO:0035206	16.12529998
GO:0045944	15.61137751
GO:0010628	14.90404246
GO:0006357	14.676554
GO:0010604	13.72631049
GO:0045893	13.39838814
GO:2000113	12.39423262
GO:0048666	12.06495812
GO:0009953	11.48163734
GO:0000122	10.05961987
GO:0006974	9.193047992
GO:0010468	9.109697287
GO:1903508	8.246114458
GO:0010629	8.162873329
GO:1903507	8.162570846
GO:0006355	8.022080708
GO:0045892	7.704849402
GO:0042127	6.335232862
GO:1903506	6.053552461
GO:2000112	5.821538648
GO:0048477	5.20890174
GO:0007292	4.784849605
