55	1
65	1
273	1
298	1
475	1
526	1
561	1
41	2
87	2
102	2
116	2
126	2
274	2
355	2
369	2
385	2
462	2
558	2
103	3
319	3
408	3
108	4
146	4
368	4
392	4
286	5
360	5
461	5
536	5
583	5
37	6
72	6
172	6
197	6
218	6
292	6
333	6
8	7
228	7
365	7
452	7
462	7
7	8
157	8
301	8
350	8
365	8
414	8
39	9
123	9
157	9
179	9
382	9
397	9
485	9
529	9
563	9
143	10
379	10
423	10
431	10
508	10
521	10
21	11
102	11
116	11
181	11
376	11
457	11
458	11
573	11
18	12
186	12
295	12
477	12
485	12
532	12
549	12
84	13
99	13
144	13
166	13
421	13
539	13
69	14
84	14
94	14
258	14
291	14
410	14
538	14
42	15
64	15
83	15
208	15
339	15
372	15
438	15
473	15
474	15
507	15
527	15
584	15
139	16
405	16
550	16
45	17
49	17
95	17
167	17
328	17
356	17
576	17
12	18
35	18
190	18
198	18
273	18
326	18
437	18
453	18
485	18
537	18
561	18
582	18
185	19
428	19
491	19
21	20
27	20
48	20
192	20
261	20
354	20
512	20
561	20
11	21
20	21
27	21
102	21
181	21
264	21
299	21
369	21
390	21
457	21
561	21
79	22
208	22
404	22
214	23
216	23
262	23
300	23
381	23
548	23
574	23
42	24
337	24
82	25
208	25
254	25
448	25
464	25
178	26
387	26
20	27
21	27
201	27
299	27
535	27
539	27
554	27
100	28
318	28
446	28
453	28
456	28
477	28
502	28
87	29
123	29
165	29
168	29
226	29
237	29
256	29
343	29
365	29
389	29
434	29
543	29
544	29
556	29
117	30
298	30
388	30
390	30
446	30
458	30
535	30
143	31
173	31
314	31
423	31
431	31
34	32
117	32
199	32
203	32
220	32
426	32
104	33
149	33
227	33
256	33
283	33
315	33
330	33
358	33
384	33
524	33
562	33
573	33
579	33
32	34
116	34
172	34
203	34
218	34
282	34
338	34
355	34
362	34
411	34
18	35
48	35
58	35
188	35
273	35
364	35
390	35
490	35
526	35
559	35
112	36
220	36
267	36
418	36
487	36
511	36
6	37
72	37
255	37
355	37
585	37
101	38
124	38
293	38
501	38
9	39
198	39
485	39
525	39
529	39
563	39
118	40
140	40
200	40
212	40
306	40
2	41
80	41
198	41
210	41
247	41
315	41
365	41
515	41
544	41
549	41
15	42
24	42
64	42
83	42
178	42
337	42
339	42
372	42
473	42
474	42
507	42
516	42
575	42
160	43
441	43
511	43
99	44
100	44
127	44
310	44
422	44
17	45
73	45
130	45
150	45
158	45
160	45
229	45
232	45
263	45
280	45
290	45
311	45
356	45
394	45
432	45
445	45
475	45
487	45
492	45
511	45
569	45
572	45
576	45
316	46
320	46
409	46
469	46
302	47
351	47
378	47
20	48
35	48
390	48
395	48
483	48
561	48
17	49
130	49
142	49
150	49
167	49
328	49
356	49
445	49
475	49
500	49
520	49
526	49
545	49
572	49
576	49
423	50
72	51
177	51
52	52
141	52
154	52
164	52
189	52
248	52
260	52
305	52
327	52
353	52
375	52
471	52
489	52
74	53
213	53
342	53
344	53
380	53
447	53
81	54
344	54
447	54
450	54
475	54
553	54
1	55
121	55
132	55
229	55
240	55
285	55
347	55
377	55
390	55
403	55
89	56
109	56
139	56
166	56
195	56
344	56
376	56
443	56
447	56
550	56
144	57
299	57
447	57
539	57
35	58
95	58
167	58
349	58
445	58
559	58
582	58
210	59
256	59
257	59
307	59
532	59
99	60
127	60
317	60
466	60
568	60
72	61
172	61
218	61
333	61
534	61
72	62
172	62
218	62
496	62
534	62
98	63
388	63
416	63
495	63
586	63
15	64
42	64
507	64
1	65
129	65
262	65
383	65
463	65
475	65
511	65
512	65
210	66
233	66
239	66
266	66
267	66
361	66
403	66
426	66
109	67
194	67
344	67
450	67
564	67
72	68
114	68
277	68
362	68
374	68
437	68
465	68
548	68
14	69
98	69
148	69
237	69
416	69
515	69
549	69
554	69
107	70
147	70
200	70
270	70
452	70
456	70
493	70
552	70
146	71
402	71
423	71
6	72
37	72
51	72
61	72
62	72
68	72
135	72
177	72
197	72
204	72
277	72
282	72
287	72
292	72
333	72
338	72
362	72
388	72
409	72
411	72
412	72
417	72
424	72
460	72
479	72
496	72
534	72
548	72
45	73
264	73
290	73
394	73
53	74
125	74
165	74
335	74
344	74
418	74
450	74
487	74
540	74
120	75
321	75
367	75
386	75
461	75
306	76
313	76
101	77
296	77
373	77
222	78
225	78
238	78
350	78
513	78
518	78
22	79
208	79
404	79
497	79
41	80
186	80
382	80
490	80
532	80
54	81
129	81
139	81
181	81
447	81
550	81
25	82
208	82
254	82
448	82
464	82
480	82
497	82
15	83
42	83
339	83
372	83
13	84
14	84
271	84
332	84
393	84
397	84
94	85
117	85
201	85
208	85
289	85
410	85
446	85
505	85
506	85
138	86
413	86
480	86
517	86
2	87
29	87
100	87
219	87
223	87
237	87
257	87
275	87
330	87
533	87
577	87
172	88
215	88
246	88
56	89
286	89
344	89
380	89
435	89
357	90
367	90
398	90
484	90
523	90
536	90
567	90
136	91
227	91
344	91
399	91
461	91
169	92
185	92
193	92
211	92
217	92
252	92
340	92
393	92
490	92
559	92
308	93
419	93
423	93
508	93
14	94
85	94
194	94
206	94
234	94
461	94
505	94
540	94
557	94
586	94
17	95
58	95
167	95
188	95
261	95
273	95
383	95
463	95
526	95
542	95
559	95
103	96
319	96
408	96
206	97
63	98
69	98
237	98
268	98
442	98
554	98
13	99
44	99
60	99
106	99
113	99
115	99
173	99
241	99
253	99
276	99
331	99
407	99
565	99
588	99
28	100
44	100
87	100
456	100
38	101
77	101
373	101
429	101
540	101
546	101
2	102
11	102
21	102
457	102
458	102
3	103
96	103
319	103
408	103
33	104
307	104
309	104
344	104
357	104
358	104
399	104
461	104
524	104
118	105
128	105
284	105
357	105
430	105
478	105
547	105
99	106
317	106
70	107
271	107
291	107
306	107
309	107
345	107
357	107
524	107
579	107
4	108
119	108
140	108
402	108
452	108
454	108
56	109
67	109
344	109
443	109
284	110
430	110
502	110
503	110
324	111
361	111
403	111
450	111
36	112
220	112
418	112
487	112
99	113
137	113
225	113
241	113
305	113
350	113
68	114
135	114
362	114
99	115
143	115
317	115
2	116
11	116
34	116
332	116
355	116
481	116
30	117
32	117
85	117
165	117
199	117
410	117
505	117
506	117
40	118
105	118
200	118
318	118
348	118
456	118
547	118
552	118
578	118
108	119
146	119
301	119
334	119
392	119
402	119
75	120
231	120
284	120
321	120
386	120
399	120
410	120
436	120
502	120
55	121
220	121
229	121
418	121
426	121
475	121
487	121
580	121
125	122
149	122
192	122
209	122
221	122
283	122
384	122
482	122
562	122
573	122
9	123
29	123
152	123
237	123
257	123
549	123
554	123
556	123
38	124
206	124
223	124
304	124
366	124
491	124
74	125
122	125
156	125
192	125
195	125
261	125
324	125
342	125
344	125
383	125
450	125
455	125
541	125
564	125
2	126
237	126
247	126
549	126
44	127
60	127
225	127
518	127
105	128
245	128
343	128
357	128
502	128
547	128
65	129
81	129
329	129
463	129
511	129
512	129
45	130
49	130
167	130
356	130
409	130
445	130
148	131
226	131
239	131
250	131
315	131
361	131
397	131
403	131
55	132
188	132
426	132
433	132
559	132
580	132
163	133
241	133
319	133
411	133
476	133
587	133
213	134
215	134
259	134
72	135
114	135
424	135
91	136
231	136
344	136
399	136
461	136
113	137
162	137
243	137
288	137
86	138
336	138
413	138
16	139
56	139
81	139
181	139
266	139
447	139
550	139
553	139
40	140
108	140
368	140
