GO:0048085	19.72403606
GO:0090090	15.34429529
GO:0030178	14.85017743
GO:0061564	14.5015204
GO:0008586	13.10933165
GO:0007476	12.92593996
GO:0046328	12.52454953
GO:0008587	12.50300993
GO:0061640	12.44779486
GO:0048190	11.95456993
GO:0007450	11.52032955
GO:0000281	11.37703448
GO:0060828	10.82101535
GO:0048812	9.816085668
GO:0035120	9.111142026
GO:0007265	9.102307479
GO:0035222	9.098400243
GO:0048667	8.643042587
GO:0007472	8.615511528
GO:1903508	8.042073976
GO:0035114	7.879417617
GO:0007391	6.919004321
GO:0048813	6.526800191
GO:0034613	6.319466658
GO:0006886	5.579189873
GO:0010628	5.526765417
GO:0007409	4.816307881
GO:0045893	2.985932666
