Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	Feb-93	0.010284296	0.036468797	0.047008302	0.106859079	-1.692737581	7.747892156	cnk;Btk29A
positive regulation of smoothened signaling pathway (GO:0045880)	Jan-17	0.02769371	0.050466638	0.064065842	0.120739471	-2.156216816	7.733379315	cos
R3/R4 cell differentiation (GO:0048056)	Jan-17	0.02769371	0.050466638	0.064065842	0.120739471	-2.143331745	7.687166364	Dl
regulation of DNA replication (GO:0006275)	Jan-15	0.02447464	0.047758036	0.057148039	0.118320589	-2.047208196	7.595383575	CycE
compound eye morphogenesis (GO:0001745)	3/131	0.001297823	0.008176287	0.012604903	0.068183097	-1.126263874	7.486351138	cnk;Dl;alph
female gamete generation (GO:0007292)	4/208	0.000367141	0.003519765	0.00705049	0.047834865	-0.943355178	7.461717345	Btk29A;Dl;Stat92E;spn-A
negative regulation of neuron apoptotic process (GO:0043524)	Jan-20	0.032503011	0.055991515	0.07435074	0.131154706	-2.150160053	7.367356894	hpo
compound eye cone cell differentiation (GO:0042675)	Jan-17	0.02769371	0.050466638	0.064065842	0.120739471	-2.044467012	7.332583063	Dl
DNA endoreduplication (GO:0042023)	Jan-19	0.030902479	0.054079339	0.070934626	0.127163292	-2.108101746	7.32969871	Btk29A
branching involved in open tracheal system development (GO:0060446)	Feb-61	0.004546259	0.020669075	0.022092853	0.100630862	-1.332513772	7.186847161	dmt;mbo
regulation of protein metabolic process (GO:0051246)	Jan-22	0.035696387	0.057875393	0.081146623	0.13453256	-2.152193796	7.172628718	cos
cilium-dependent cell motility (GO:0060285)	Jan-21	0.034100979	0.057180729	0.077754726	0.133423479	-2.097640022	7.086728278	CG16719
imaginal disc fusion (GO:0046528)	Jan-19	0.030902479	0.054079339	0.070934626	0.127163292	-2.028833116	7.054088119	alph
regulation of R7 cell differentiation (GO:0045676)	Jan-16	0.026085465	0.04937206	0.060613089	0.118801655	-1.906652772	6.952374856	alph
"positive regulation of gene expression, epigenetic (GO:0045815)"	Jan-19	0.030902479	0.054079339	0.070934626	0.127163292	-1.996322112	6.941049994	esc
negative regulation of Ras protein signal transduction (GO:0046580)	Jan-20	0.032503011	0.055991515	0.07435074	0.131154706	-2.025161421	6.939058761	alph
compound eye photoreceptor cell differentiation (GO:0001751)	Feb-73	0.006448702	0.027610463	0.030555478	0.101789112	-1.361382361	6.866644311	cnk;Dl
mitotic chromosome condensation (GO:0007076)	Jan-25	0.040467296	0.061751134	0.091250203	0.141197683	-2.137197143	6.854549327	glu
protein-DNA complex assembly (GO:0065004)	Feb-69	0.005780424	0.025239275	0.027609404	0.100630862	-1.329999659	6.853858389	asf1;spn-A
leg disc morphogenesis (GO:0007478)	Feb-61	0.004546259	0.020669075	0.022092853	0.100630862	-1.259945345	6.795452934	Dl;osa
negative regulation of smoothened signaling pathway (GO:0045879)	Jan-22	0.035696387	0.057875393	0.081146623	0.13453256	-1.998317702	6.659804969	cos
central nervous system development (GO:0007417)	3/170	0.00272956	0.013836047	0.02478658	0.100630862	-1.123813168	6.634559966	glu;Dl;CycE
imaginal disc-derived leg morphogenesis (GO:0007480)	Feb-68	0.005618646	0.024778228	0.026892082	0.100630862	-1.280191524	6.633523093	Dl;osa
regulation of protein polymerization (GO:0032271)	Jan-18	0.029299381	0.052738885	0.06750634	0.124561908	-1.864779206	6.583022857	Btk29A
regulation of phosphorylation (GO:0042325)	Jan-23	0.037289241	0.059366625	0.084526475	0.137550462	-2.000390476	6.579385197	CycE
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	Jan-21	0.034100979	0.057180729	0.077754726	0.133423479	-1.947444551	6.579303516	cos
regulation of double-strand break repair (GO:2000779)	01-Oct	0.016381684	0.03969408	0.039636857	0.103409985	-1.593407898	6.551442218	spn-A
"negative regulation of transcription, DNA-templated (GO:0045892)"	4/279	0.001102801	0.007455073	0.018846936	0.09444885	-0.954534895	6.500288894	Su(H);asf1;E(z);esc
long-term memory (GO:0007616)	Feb-74	0.006621029	0.028075709	0.031310884	0.101789112	-1.290670862	6.475946847	Su(H);Stat92E
regulation of RNA splicing (GO:0043484)	Jan-22	0.035696387	0.057875393	0.081146623	0.13453256	-1.92535729	6.416649382	asf1
regulation of Ras protein signal transduction (GO:0046578)	Feb-70	0.005944325	0.025700465	0.028334467	0.100630862	-1.233806465	6.323650815	cnk;alph
actomyosin contractile ring assembly (GO:0000915)	Jan-23	0.037289241	0.059366625	0.084526475	0.137550462	-1.917535133	6.306869793	pbl
"tracheal outgrowth, open tracheal system (GO:0007426)"	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.977022606	6.264860965	cnk
cellular response to ionizing radiation (GO:0071479)	Jan-19	0.030902479	0.054079339	0.070934626	0.127163292	-1.798197787	6.252187795	Stat92E
chitin-based embryonic cuticle biosynthetic process (GO:0008362)	Jan-21	0.034100979	0.057180729	0.077754726	0.133423479	-1.844511959	6.231553041	pot
eye morphogenesis (GO:0048592)	2/114	0.015154682	0.03969408	0.067007446	0.124561908	-1.484284198	6.21832811	hpo;alph
actomyosin contractile ring organization (GO:0044837)	Jan-21	0.034100979	0.057180729	0.077754726	0.133423479	-1.831932155	6.189053063	pbl
negative regulation of cell differentiation (GO:0045596)	Jan-17	0.02769371	0.050466638	0.064065842	0.120739471	-1.71437417	6.148688596	Stat92E
intraciliary transport (GO:0042073)	Jan-21	0.034100979	0.057180729	0.077754726	0.133423479	-1.819506749	6.147074711	cos
negative regulation of JNK cascade (GO:0046329)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.929252857	6.113486452	alph
antennal development (GO:0007469)	Jan-25	0.040467296	0.061751134	0.091250203	0.141197683	-1.883075776	6.039515745	Dl
intracellular mRNA localization (GO:0008298)	Jan-25	0.040467296	0.061751134	0.091250203	0.141197683	-1.857091768	5.956178245	spn-A
response to alkaloid (GO:0043279)	Jan-23	0.037289241	0.059366625	0.084526475	0.137550462	-1.803567981	5.932026083	spn-A
Ras protein signal transduction (GO:0007265)	Feb-85	0.00865297	0.035008807	0.040097749	0.103409985	-1.235325014	5.867611759	cnk;tum
JAK-STAT cascade (GO:0007259)	01-Aug	0.013126305	0.038050625	0.032544818	0.101789112	-1.344088798	5.824120959	Stat92E
embryonic development via the syncytial blastoderm (GO:0001700)	3/166	0.002551686	0.013238749	0.023323521	0.100630862	-0.973537811	5.812995096	Btk29A;alph;thr
regulation of actin polymerization or depolymerization (GO:0008064)	Jan-21	0.034100979	0.057180729	0.077754726	0.133423479	-1.708363728	5.771585883	Btk29A
eye development (GO:0001654)	3/140	0.001570559	0.009619676	0.015007026	0.07785998	-0.887034131	5.726979234	hpo;Dl;Stat92E
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	Jan-23	0.037289241	0.059366625	0.084526475	0.137550462	-1.739853189	5.722464916	mbo
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	3/192	0.003844606	0.018429035	0.033710988	0.103409985	-1.028738336	5.720900476	Su(H);asf1;esc
stem cell differentiation (GO:0048863)	Jan-24	0.038879542	0.06037281	0.087894321	0.138929733	-1.753110546	5.692853217	Dl
oocyte anterior/posterior axis specification (GO:0007314)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.78383289	5.652674383	Dl
positive regulation of cellular component biogenesis (GO:0044089)	Jan-24	0.038879542	0.06037281	0.087894321	0.138929733	-1.732664927	5.626460423	Stat92E
compound eye development (GO:0048749)	3/198	0.00419024	0.01986985	0.036401526	0.103409985	-1.02101304	5.590043513	Dl;Stat92E;alph
Rho protein signal transduction (GO:0007266)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.76208321	5.583753207	tum
regulation of protein export from nucleus (GO:0046825)	01-Aug	0.013126305	0.038050625	0.032544818	0.101789112	-1.286649541	5.575228787	mbo
adult chitin-containing cuticle pigmentation (GO:0048085)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.758052194	5.57097958	osa
response to UV (GO:0009411)	Jan-28	0.045215313	0.065163245	0.101246476	0.14833786	-1.798336749	5.568225097	alph
assembly of actomyosin apparatus involved in cytokinesis (GO:0000912)	Jan-22	0.035696387	0.057875393	0.081146623	0.13453256	-1.652603483	5.507641193	pbl
salivary gland development (GO:0007431)	Feb-82	0.008074261	0.033278029	0.037616668	0.103409985	-1.133315486	5.461531104	Btk29A;dmt
somatic muscle development (GO:0007525)	Feb-85	0.00865297	0.035008807	0.040097749	0.103409985	-1.14509991	5.439055813	Stat92E;tum
exocrine system development (GO:0035272)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.712417779	5.426371588	dmt
sensory organ precursor cell fate determination (GO:0016360)	Jan-24	0.038879542	0.06037281	0.087894321	0.138929733	-1.670199805	5.42361824	Su(H)
cellular response to oxygen-containing compound (GO:1901701)	Jan-28	0.045215313	0.065163245	0.101246476	0.14833786	-1.74429417	5.400892008	Stat92E
neurogenesis (GO:0022008)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.689769563	5.3546031	E(z)
tube fusion (GO:0035146)	Jan-22	0.035696387	0.057875393	0.081146623	0.13453256	-1.601250177	5.336495732	mbo
nuclear export (GO:0051168)	Jan-31	0.049940543	0.069040061	0.111136541	0.155591157	-1.760825879	5.27705802	mbo
Malpighian tubule development (GO:0072002)	Feb-61	0.004546259	0.020669075	0.022092853	0.100630862	-0.976618179	5.267341872	pbl;thr
positive regulation of signal transduction (GO:0009967)	2/107	0.013438923	0.038235904	0.060060967	0.118801655	-1.220006514	5.25774015	hpo;cos
insulin receptor signaling pathway (GO:0008286)	Jan-29	0.046792916	0.066566697	0.104554911	0.150682078	-1.710887822	5.23877864	cnk
cell fate determination involved in pattern specification (GO:0060582)	Jan-24	0.038879542	0.06037281	0.087894321	0.138929733	-1.611730761	5.233752468	Su(H)
imaginal disc-derived male genitalia development (GO:0007485)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.646243318	5.216675557	Btk29A
JNK cascade (GO:0007254)	Jan-30	0.048367992	0.067715188	0.107851586	0.152934242	-1.721712467	5.214924187	Btk29A
regulation of cell division (GO:0051302)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.641640322	5.202089416	tum
regulation of axonogenesis (GO:0050770)	Jan-29	0.046792916	0.066566697	0.104554911	0.150682078	-1.685527629	5.161125131	pbl
mRNA transport (GO:0051028)	Jan-33	0.05307809	0.071801957	0.117671451	0.161158726	-1.748395354	5.133273104	mbo
negative regulation of neuron death (GO:1901215)	Jan-30	0.048367992	0.067715188	0.107851586	0.152934242	-1.691913985	5.124667058	hpo
smoothened signaling pathway (GO:0007224)	Jan-29	0.046792916	0.066566697	0.104554911	0.150682078	-1.672116396	5.120059624	cos
stress-activated MAPK cascade (GO:0051403)	Jan-31	0.049940543	0.069040061	0.111136541	0.155591157	-1.699482967	5.09321809	Btk29A
neuroblast differentiation (GO:0014016)	Jan-25	0.040467296	0.061751134	0.091250203	0.141197683	-1.584767225	5.082762324	osa
positive regulation of photoreceptor cell differentiation (GO:0046534)	01-Nov	0.018005466	0.040929951	0.043164027	0.103452912	-1.259962606	5.061370458	alph
negative regulation of stress-activated MAPK cascade (GO:0032873)	Jan-23	0.037289241	0.059366625	0.084526475	0.137550462	-1.534978028	5.048620175	alph
double-strand break repair via homologous recombination (GO:0000724)	Jan-39	0.062430565	0.079342591	0.136999053	0.176656673	-1.800745154	4.994727384	spn-A
cellular response to radiation (GO:0071478)	Jan-24	0.038879542	0.06037281	0.087894321	0.138929733	-1.538090848	4.99462253	dmt
axonogenesis (GO:0007409)	3/212	0.005068702	0.022809161	0.043102215	0.103452912	-0.939789124	4.966475803	bon;tok;E(z)
neuroblast fate determination (GO:0007400)	Jan-27	0.043635178	0.063930609	0.09792624	0.145405629	-1.573768025	4.928870906	CycE
regulation of neuron apoptotic process (GO:0043523)	Jan-22	0.035696387	0.057875393	0.081146623	0.13453256	-1.477742133	4.92487976	hpo
imaginal disc-derived leg segmentation (GO:0036011)	Jan-28	0.045215313	0.065163245	0.101246476	0.14833786	-1.589030777	4.920146941	Dl
regulation of stem cell proliferation (GO:0072091)	Jan-25	0.040467296	0.061751134	0.091250203	0.141197683	-1.533240527	4.917502749	E(z)
sensory organ boundary specification (GO:0008052)	Jan-27	0.043635178	0.063930609	0.09792624	0.145405629	-1.561907898	4.891726274	Su(H)
regulation of transcription from RNA polymerase II promoter (GO:0006357)	5/630	0.003488232	0.017284385	0.078333332	0.133895346	-0.858056131	4.85519074	Su(H);asf1;cnk;esc;osa
small GTPase mediated signal transduction (GO:0007264)	Jan-28	0.045215313	0.065163245	0.101246476	0.14833786	-1.560082956	4.830515238	cnk
regulation of cytoskeleton organization (GO:0051493)	Jan-33	0.05307809	0.071801957	0.117671451	0.161158726	-1.640773915	4.817297521	tum
activation of protein kinase activity (GO:0032147)	Jan-30	0.048367992	0.067715188	0.107851586	0.152934242	-1.587638281	4.808824603	hpo
photoreceptor cell differentiation (GO:0046530)	Jan-24	0.038879542	0.06037281	0.087894321	0.138929733	-1.463631208	4.752830705	osa
negative regulation of neuroblast proliferation (GO:0007406)	Jan-33	0.05307809	0.071801957	0.117671451	0.161158726	-1.578427484	4.634248959	osa
ameboidal-type cell migration (GO:0001667)	Jan-17	0.02769371	0.050466638	0.064065842	0.120739471	-1.292038574	4.633960884	pbl
asymmetric neuroblast division (GO:0055059)	Jan-34	0.054643094	0.07280243	0.120921486	0.163077601	-1.587302054	4.614179838	CycA
glial cell migration (GO:0008347)	Jan-30	0.048367992	0.067715188	0.107851586	0.152934242	-1.521996082	4.609999831	Dl
mRNA export from nucleus (GO:0006406)	Jan-33	0.05307809	0.071801957	0.117671451	0.161158726	-1.558113204	4.574606414	mbo
positive regulation of small GTPase mediated signal transduction (GO:0051057)	Jan-24	0.038879542	0.06037281	0.087894321	0.138929733	-1.402609396	4.554675364	cnk
DNA packaging (GO:0006323)	Jan-36	0.05776558	0.0753687	0.127386916	0.168701592	-1.588422641	4.529168253	glu
negative regulation of neural precursor cell proliferation (GO:2000178)	Jan-33	0.05307809	0.071801957	0.117671451	0.161158726	-1.541650266	4.526271374	osa
larval somatic muscle development (GO:0007526)	Jan-32	0.051510575	0.070766865	0.114409816	0.159163182	-1.519263733	4.506087851	Stat92E
eye photoreceptor cell differentiation (GO:0001754)	Jan-36	0.05776558	0.0753687	0.127386916	0.168701592	-1.560761595	4.450296594	cnk
axon guidance (GO:0007411)	3/242	0.007304012	0.030676849	0.059407944	0.118801655	-0.904103567	4.447585187	bon;tok;E(z)
ectoderm development (GO:0007398)	Jan-31	0.049940543	0.069040061	0.111136541	0.155591157	-1.457457215	4.367885761	Dl
larval lymph gland hemopoiesis (GO:0035167)	Jan-34	0.054643094	0.07280243	0.120921486	0.163077601	-1.489304416	4.329307322	Stat92E
negative regulation of gene expression (GO:0010629)	3/245	0.007554868	0.031431102	0.061180492	0.119383172	-0.885327745	4.325324607	Su(H);tok;E(z)
RNA export from nucleus (GO:0006405)	Jan-39	0.062430565	0.079342591	0.136999053	0.176656673	-1.553536197	4.309043824	mbo
torso signaling pathway (GO:0008293)	Jan-35	0.056205589	0.073990044	0.124159961	0.16542158	-1.495002945	4.3037234	cnk
enzyme linked receptor protein signaling pathway (GO:0007167)	Jan-21	0.034100979	0.057180729	0.077754726	0.133423479	-1.26268415	4.26588899	Btk29A
calcium-mediated signaling (GO:0019722)	Jan-37	0.05932307	0.076495538	0.13060239	0.170906985	-1.504154087	4.248869801	Eip63F-1
regulation of mRNA processing (GO:0050684)	Jan-26	0.042052507	0.062023931	0.094594163	0.141410257	-1.329157008	4.211880952	asf1
Wnt signaling pathway (GO:0016055)	Jan-35	0.056205589	0.073990044	0.124159961	0.16542158	-1.460944459	4.205677905	osa
DNA recombination (GO:0006310)	Jan-18	0.029299381	0.052738885	0.06750634	0.124561908	-1.187917075	4.193571675	spn-A
histone modification (GO:0016570)	2/105	0.012965426	0.038050625	0.058125848	0.118801655	-0.961242481	4.177049383	E(z);esc
negative regulation of stem cell proliferation (GO:2000647)	Jan-38	0.060878064	0.078271796	0.133806422	0.174581752	-1.483909384	4.153287816	osa
blastoderm segmentation (GO:0007350)	Jan-34	0.054643094	0.07280243	0.120921486	0.163077601	-1.418383782	4.123145831	Stat92E
"branch fusion, open tracheal system (GO:0035147)"	Jan-22	0.035696387	0.057875393	0.081146623	0.13453256	-1.230726591	4.101649631	mbo
chaeta morphogenesis (GO:0008407)	Jan-42	0.06707315	0.082855067	0.14650892	0.18303239	-1.5141654	4.091231707	Dl
dorsal closure (GO:0007391)	2/107	0.013438923	0.038235904	0.060060967	0.118801655	-0.938657075	4.045236589	Btk29A;alph
regulation of cell morphogenesis involved in differentiation (GO:0010769)	Jan-39	0.062430565	0.079342591	0.136999053	0.176656673	-1.4288562	3.963218878	pbl
morphogenesis of embryonic epithelium (GO:0016331)	2/114	0.015154682	0.03969408	0.067007446	0.124561908	-0.940163649	3.938764596	Btk29A;alph
regulation of neuron projection development (GO:0010975)	Jan-37	0.05932307	0.076495538	0.13060239	0.170906985	-1.393650752	3.936724731	pbl
negative regulation of apoptotic process (GO:0043066)	2/106	0.013201237	0.038050625	0.059090585	0.118801655	-0.907614741	3.927652614	hpo;dmt
positive regulation of nucleic acid-templated transcription (GO:1903508)	2/135	0.020829607	0.043986615	0.089323554	0.140684597	-1.012324129	3.919091278	Su(H);osa
protein processing (GO:0016485)	Jan-46	0.073228599	0.087517107	0.159031471	0.193203523	-1.493605111	3.904536525	tok
positive regulation of protein kinase activity (GO:0045860)	Jan-35	0.056205589	0.073990044	0.124159961	0.16542158	-1.354678436	3.899765753	hpo
negative regulation of nucleic acid-templated transcription (GO:1903507)	2/132	0.019971842	0.043174424	0.086010493	0.138929733	-0.98216136	3.843621585	Su(H);E(z)
"maternal determination of anterior/posterior axis, embryo (GO:0008358)"	Jan-30	0.048367992	0.067715188	0.107851586	0.152934242	-1.256415655	3.805578757	Dl
regulation of organ growth (GO:0046620)	Jan-40	0.063980577	0.080385853	0.14018032	0.178669136	-1.366653507	3.757170653	hpo
protein import (GO:0017038)	Jan-40	0.063980577	0.080385853	0.14018032	0.178669136	-1.338047042	3.678526453	mbo
regulation of embryonic development (GO:0045995)	Jan-41	0.065528104	0.081402518	0.143350262	0.18010674	-1.346651982	3.669998545	CycA
meiosis I (GO:0007127)	Jan-37	0.05932307	0.076495538	0.13060239	0.170906985	-1.294730115	3.657297968	pbl
protein maturation (GO:0051604)	Jan-37	0.05932307	0.076495538	0.13060239	0.170906985	-1.288655853	3.640139653	tok
second-messenger-mediated signaling (GO:0019932)	Jan-39	0.062430565	0.079342591	0.136999053	0.176656673	-1.308453704	3.629258438	Eip63F-1
establishment of protein localization to organelle (GO:0072594)	Jan-41	0.065528104	0.081402518	0.143350262	0.18010674	-1.32907625	3.622099821	mbo
tripartite regional subdivision (GO:0007351)	Jan-34	0.054643094	0.07280243	0.120921486	0.163077601	-1.245042062	3.619253162	cnk
protein localization to nucleus (GO:0034504)	Jan-47	0.074761297	0.087919286	0.162134281	0.193770239	-1.392259125	3.610761308	mbo
neuroblast division (GO:0055057)	Jan-35	0.056205589	0.073990044	0.124159961	0.16542158	-1.249371496	3.59661455	CycA
negative regulation of small GTPase mediated signal transduction (GO:0051058)	Jan-19	0.030902479	0.054079339	0.070934626	0.127163292	-1.03097223	3.584606787	alph
lateral inhibition (GO:0046331)	Jan-43	0.068615719	0.083821418	0.149656331	0.185388882	-1.335503168	3.578125011	Dl
regulation of smoothened signaling pathway (GO:0008589)	Jan-40	0.063980577	0.080385853	0.14018032	0.178669136	-1.300319875	3.57480784	cos
neuron differentiation (GO:0030182)	Jan-45	0.071693439	0.086621389	0.155917568	0.191531052	-1.354794197	3.570365064	osa
regulation of cell differentiation (GO:0045595)	Jan-46	0.073228599	0.087517107	0.159031471	0.193203523	-1.351735357	3.533664979	tum
compound eye photoreceptor fate commitment (GO:0001752)	Jan-41	0.065528104	0.081402518	0.143350262	0.18010674	-1.280394374	3.489428265	Dl
positive regulation of Ras protein signal transduction (GO:0046579)	Jan-45	0.071693439	0.086621389	0.155917568	0.191531052	-1.315629019	3.467150876	cnk
regulation of actin filament polymerization (GO:0030833)	Jan-40	0.063980577	0.080385853	0.14018032	0.178669136	-1.260516563	3.465381542	Btk29A
cellular response to insulin stimulus (GO:0032869)	Jan-46	0.073228599	0.087517107	0.159031471	0.193203523	-1.268927034	3.31719001	cnk
nuclear import (GO:0051170)	Jan-41	0.065528104	0.081402518	0.143350262	0.18010674	-1.210552616	3.299090187	mbo
negative regulation of Notch signaling pathway (GO:0045746)	Jan-53	0.083905999	0.095613813	0.180520319	0.2078576	-1.3287872	3.292811973	asf1
"anterior/posterior axis specification, embryo (GO:0008595)"	Jan-42	0.06707315	0.082855067	0.14650892	0.18303239	-1.215468325	3.284160732	cnk
trachea development (GO:0060438)	Jan-20	0.032503011	0.055991515	0.07435074	0.131154706	-0.954759224	3.271408535	dmt
chromosome condensation (GO:0030261)	Jan-53	0.083905999	0.095613813	0.180520319	0.2078576	-1.317606574	3.265105729	glu
positive regulation of hydrolase activity (GO:0051345)	Jan-43	0.068615719	0.083821418	0.149656331	0.185388882	-1.197305426	3.207860971	pbl
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	Jan-50	0.079344658	0.092081564	0.171376535	0.201538806	-1.239934041	3.141936015	osa
double-strand break repair (GO:0006302)	Jan-55	0.08693471	0.097801549	0.186561969	0.212045949	-1.273411588	3.110432469	spn-A
regulation of multicellular organismal development (GO:2000026)	Jan-48	0.076291537	0.089480234	0.165226037	0.196400761	-1.20320312	3.096074159	Dl
embryonic axis specification (GO:0000578)	Jan-44	0.070155814	0.08546606	0.152792535	0.188743719	-1.132071164	3.007954516	cnk
regulation of JNK cascade (GO:0046328)	Jan-49	0.077819323	0.09078921	0.168306776	0.198990048	-1.165089946	2.974900486	alph
segmentation (GO:0035282)	Jan-47	0.074761297	0.087919286	0.162134281	0.193770239	-1.126350695	2.921139776	Stat92E
regulation of JAK-STAT cascade (GO:0046425)	Jan-29	0.046792916	0.066566697	0.104554911	0.150682078	-0.953803585	2.920568949	CycE
negative regulation of signal transduction (GO:0009968)	2/146	0.024103975	0.047758036	0.101791501	0.148642556	-0.780864005	2.909013998	asf1;cos
lymph gland development (GO:0048542)	Jan-47	0.074761297	0.087919286	0.162134281	0.193770239	-1.119715252	2.903931055	Stat92E
post-embryonic animal organ development (GO:0048569)	Jan-46	0.073228599	0.087517107	0.159031471	0.193203523	-1.104742361	2.887983488	Stat92E
gonad development (GO:0008406)	Jan-50	0.079344658	0.092081564	0.171376535	0.201538806	-1.127224927	2.856336285	thr
negative regulation of cell proliferation (GO:0008285)	Jan-57	0.089953711	0.100429333	0.192560601	0.217184719	-1.176666589	2.833954491	hpo
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	2/179	0.035079143	0.057875393	0.141750558	0.18010674	-0.839010969	2.81081138	Su(H);E(z)
synaptic target recognition (GO:0008039)	Jan-47	0.074761297	0.087919286	0.162134281	0.193770239	-1.070103399	2.775264947	pot
protein import into nucleus (GO:0006606)	Jan-54	0.08542157	0.096840392	0.18354654	0.210244218	-1.123982083	2.765171973	mbo
gland development (GO:0048732)	Jan-47	0.074761297	0.087919286	0.162134281	0.193770239	-1.064569688	2.760913519	dmt
digestive tract development (GO:0048565)	Jan-51	0.080867547	0.093602593	0.174435354	0.203507913	-1.094397686	2.752347459	thr
"positive regulation of transcription, DNA-templated (GO:0045893)"	3/379	0.024200792	0.047758036	0.162766962	0.194000622	-0.707583035	2.633178227	Su(H);esc;osa
establishment of planar polarity (GO:0001736)	Jan-53	0.083905999	0.095613813	0.180520319	0.2078576	-1.061709492	2.630977876	Dl
regulation of protein phosphorylation (GO:0001932)	Jan-49	0.077819323	0.09078921	0.168306776	0.198990048	-1.025056404	2.61734367	CycE
chromosome organization (GO:0051276)	Jan-55	0.08693471	0.097801549	0.186561969	0.212045949	-1.063635176	2.598033046	glu
imaginal disc-derived wing vein specification (GO:0007474)	Jan-53	0.083905999	0.095613813	0.180520319	0.2078576	-1.04682361	2.594089795	Dl
regulation of hydrolase activity (GO:0051336)	Jan-53	0.083905999	0.095613813	0.180520319	0.2078576	-1.007497404	2.496637169	pbl
dorsal/ventral pattern formation (GO:0009953)	Jan-56	0.088445422	0.099247917	0.189566644	0.214907172	-1.021858911	2.47838555	cactin
regulation of cell size (GO:0008361)	Jan-70	0.109342587	0.11995045	0.230523384	0.254789003	-1.101025481	2.436865919	pbl
negative regulation of intracellular signal transduction (GO:1902532)	Jan-54	0.08542157	0.096840392	0.18354654	0.210244218	-0.980355778	2.411828765	alph
asymmetric stem cell division (GO:0098722)	Jan-34	0.054643094	0.07280243	0.120921486	0.163077601	-0.820355067	2.38471676	CycA
mitotic cell cycle phase transition (GO:0044772)	Jan-31	0.049940543	0.069040061	0.111136541	0.155591157	-0.794191608	2.380130395	CycE
regulation of programmed cell death (GO:0043067)	Jan-63	0.098952748	0.109919804	0.210301339	0.235986999	-1.015881674	2.349848935	cos
gliogenesis (GO:0042063)	Jan-43	0.068615719	0.083821418	0.149656331	0.185388882	-0.874446644	2.342846862	Dl
cellular protein modification process (GO:0006464)	3/391	0.026228479	0.049430594	0.173607904	0.203493672	-0.641660438	2.336227578	Btk29A;hpo;alph
spindle assembly (GO:0051225)	Jan-57	0.089953711	0.100429333	0.192560601	0.217184719	-0.959998487	2.31211802	pbl
chromatin assembly (GO:0031497)	Jan-68	0.106385976	0.117290539	0.22479725	0.249711806	-1.028519547	2.304584737	asf1
gland morphogenesis (GO:0022612)	Jan-55	0.08693471	0.097801549	0.186561969	0.212045949	-0.938078048	2.291347468	Btk29A
nucleosome assembly (GO:0006334)	Jan-64	0.100444174	0.111296183	0.213221301	0.23865633	-0.995508142	2.287830207	asf1
negative regulation of developmental growth (GO:0048640)	Jan-69	0.107865469	0.118625117	0.22766544	0.25226246	-1.018508037	2.268085482	hpo
positive regulation of GTPase activity (GO:0043547)	Jan-58	0.091459579	0.101852713	0.195543878	0.219986863	-0.944119706	2.258200427	pbl
motor neuron axon guidance (GO:0008045)	Jan-75	0.116692676	0.126752389	0.244660621	0.267730356	-1.012222305	2.174467597	tok
morphogenesis of a polarized epithelium (GO:0001738)	Jan-47	0.074761297	0.087919286	0.162134281	0.193770239	-0.828014914	2.14741937	Dl
positive regulation of gene expression (GO:0010628)	2/204	0.044450869	0.064910044	0.173961711	0.203493672	-0.687801822	2.141382084	Su(H);osa
stem cell fate determination (GO:0048867)	Jan-32	0.051510575	0.070766865	0.114409816	0.159163182	-0.713219796	2.115387202	CycE
imaginal disc morphogenesis (GO:0007560)	Jan-77	0.119616213	0.129291053	0.25024501	0.271817855	-0.971724232	2.063424232	Stat92E
chromatin remodeling (GO:0006338)	Jan-73	0.113759726	0.124178315	0.239036082	0.26288008	-0.936799074	2.03628897	esc
salivary gland morphogenesis (GO:0007435)	Jan-67	0.104904104	0.115946641	0.221918776	0.247136819	-0.862640707	1.94500346	Btk29A
protein phosphorylation (GO:0006468)	2/235	0.05720186	0.075077441	0.215407055	0.240492433	-0.644013362	1.842630982	Btk29A;hpo
negative regulation of macromolecule metabolic process (GO:0010605)	Jan-73	0.113759726	0.124178315	0.239036082	0.26288008	-0.847460492	1.842096669	tok
regulation of GTPase activity (GO:0043087)	Jan-75	0.116692676	0.126752389	0.244660621	0.267730356	-0.817394771	1.755936849	pbl
phosphorylation (GO:0016310)	2/258	0.067390248	0.083014244	0.246794094	0.269396523	-0.638079713	1.721063668	Btk29A;hpo
