Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Malpighian tubule development (GO:0072002)	1/61	0.01816328189472325715936307233278057537972927093505859375	0.02985429132816387609583586026928969658911228179931640625	0.038721060426279617361355889215701608918607234954833984375	0.063459875737196858036526236901408992707729339599609375	-1.0792960267459644	4.3261996837006915	thr
epithelium development (GO:0060429)	1/85	0.02523371383399429512817135901059373281896114349365234375	0.0346062361151921737967285253034788183867931365966796875	0.053383741612200073800575950144775561057031154632568359375	0.0731880934649121461799126109326607547700405120849609375	-1.039233920241082	3.8239384537413263	thr
negative regulation of apoptotic process (GO:0043066)	1/106	0.0313854872071777368791600792974350042641162872314453125	0.038628291947295674557683042849021148867905139923095703125	0.06606630808259790488268237140800920315086841583251953125	0.08131237917858204211629669089234084822237491607666015625	-1.0756506000063215	3.7232674032097903	dmt
regulation of apoptotic process (GO:0042981)	1/152	0.044747817289606806046009523925022222101688385009765625	0.0497606290719792843102453616666025482118129730224609375	0.09337241632095487353648621819957043044269084930419921875	0.10377906452347662735746780526824295520782470703125	-1.166844383157923	3.625050160350356	dmt
open tracheal system development (GO:0007424)	1/155	0.04561390998264767959735621616346179507672786712646484375	0.0497606290719792843102453616666025482118129730224609375	0.09513080914652023711841621889107045717537403106689453125	0.10377906452347662735746780526824295520782470703125	-1.1504436896878947	3.552043861121079	thr
sensory organ development (GO:0007423)	1/143	0.0421456083775220147202844600542448461055755615234375	0.049158476435133983961645043336829985491931438446044921875	0.08808082983932945253524593454130808822810649871826171875	0.10268277697303605788814451216239831410348415374755859375	-1.109847786115822	3.514471512967372	rdo
negative regulation of signal transduction (GO:0009968)	1/146	0.0430136668807422350990776749313226900994777679443359375	0.049158476435133983961645043336829985491931438446044921875	0.0898474298514065627951907799797481857240200042724609375	0.10268277697303605788814451216239831410348415374755859375	-1.0213632039559575	3.2134510901803135	asf1
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	1/192	0.0562420300201571798925925804724101908504962921142578125	0.058687335673207489949998461042923736386001110076904296875	0.1165942250089080645114592016398091800510883331298828125	0.12166353913973015909988362182048149406909942626953125	-1.1099791525510316	3.1946209386243507	asf1
embryonic development via the syncytial blastoderm (GO:0001700)	1/166	0.04878398678397659338212832835779408924281597137451171875	0.0520362525695750310905651758730527944862842559814453125	0.10155492244954171521253982746202382259070873260498046875	0.10832525061284449530152329543852829374372959136962890625	-1.0373214599043445	3.1330771489899094	thr
negative regulation of transcription, DNA-templated (GO:0045892)	1/279	0.08084444627361031532331026028259657323360443115234375	0.08256454087517649254035490002934238873422145843505859375	0.16546025940823050337513677732204087078571319580078125	0.168980690459469451436547160483314655721187591552734375	-0.982159423840082	2.4703552634499144	asf1
regulation of transcription from RNA polymerase II promoter (GO:0006357)	1/630	0.174746918918617655247516040617483668029308319091796875	0.1747469189186176274919404249885701574385166168212890625	0.341154795858606030289905675090267322957515716552734375	0.341154795858606030289905675090267322957515716552734375	-0.9440978339126063	1.6468998668390558	asf1
