Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
apposition of dorsal and ventral imaginal disc-derived wing surfaces (GO:0007475)	2/20	0.000688533213793980744706069163640904662315733730792999267578125	0.0066558210666751473072455524970791884697973728179931640625	0.00348238887315074734096764785817867959849536418914794921875	0.035126705155259708990289624352953978814184665679931640625	-2.3832635566725084	17.352415643532233	pot;Dl
polarity specification of anterior/posterior axis (GO:0009949)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-3.8727669749664875	17.245106935354777	spn-A
negative regulation of nervous system development (GO:0051961)	1/8	0.0154966378457526109124753332935142680071294307708740234375	0.045509113673602601124468236548636923544108867645263671875	0.035843791112861352055052321929906611330807209014892578125	0.113914514221696350215751181167433969676494598388671875	-4.058954473663364	16.914199852104073	Dl
lamellocyte differentiation (GO:0035171)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-3.7933200159892233	16.891336281941392	Stat92E
negative regulation of cell development (GO:0010721)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-3.904264458232725	16.787223301558647	Dl
compound eye cone cell fate commitment (GO:0042676)	1/8	0.0154966378457526109124753332935142680071294307708740234375	0.045509113673602601124468236548636923544108867645263671875	0.035843791112861352055052321929906611330807209014892578125	0.113914514221696350215751181167433969676494598388671875	-4.016194498249356	16.736013382037356	Dl
regulation of cell proliferation (GO:0042127)	6/155	0.0000005193556055465257267236118231268360290187047212384641170501708984375	0.0000301226251216984923617277225549315744501654990017414093017578125	0.0000378630209528900237210026491485592714525409974157810211181640625	0.001952049080237885751720749993864956195466220378875732421875	-1.1552793336962568	16.71767409880058	Btk29A;CycA;hpo;Dl;CycE;Stat92E
positive regulation of cellular process (GO:0048522)	4/97	0.000037540117721225057666363522645980310699087567627429962158203125	0.000996920287589474034273262503802470746450126171112060546875	0.00068421998496676398292259957401029168977402150630950927734375	0.0158739036512289231894978769332738011144101619720458984375	-1.6384651896785805	16.696124769857605	CycA;Dl;CycE;Stat92E
digestive tract mesoderm development (GO:0007502)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-3.7062404420870334	16.503578233616942	thr
axonal defasciculation (GO:0007414)	2/13	0.0002851095923684206158606191383597661115345545113086700439453125	0.0035754284015931669937771175682428292930126190185546875	0.00161111011390256274496135535656549109262414276599884033203125	0.0226531846318420958252826125089995912276208400726318359375	-1.9880063388996823	16.227373933100903	tok;pbl
positive regulation of cell proliferation (GO:0008284)	4/73	0.0000121954380086908349581191479682473755019600503146648406982421875	0.0004715569363360455732055165345428804357652552425861358642578125	0.00024273867242240049495356768449738638082635588943958282470703125	0.0093858953336661520017170090568470186553895473480224609375	-1.4299816997274777	16.17945445462049	CycA;Dl;CycE;Stat92E
stem cell fate commitment (GO:0048865)	1/9	0.017417187622456468953924257903054240159690380096435546875	0.0478199707504130266944031291131977923214435577392578125	0.039748739686814797689162759297687443904578685760498046875	0.11523569539064441868969623783414135687053203582763671875	-3.9771724487866136	16.108732683980893	osa
regulation of cell cycle process (GO:0010564)	3/43	0.000080154402303976799164415834031416352445376105606555938720703125	0.0016905292122293288058221261138669433421455323696136474609375	0.00081132077955137584836242670149886180297471582889556884765625	0.0171114928050835647665994798671817989088594913482666015625	-1.6817314572891142	15.861344003692489	CycA;CycE;tum
eye-antennal disc development (GO:0035214)	3/54	0.00015872999250488074884403444375635672258795239031314849853515625	0.002539771009995796420544156291043691453523933887481689453125	0.0015173693639780375629066977438696994795463979244232177734375	0.0226531846318420958252826125089995912276208400726318359375	-1.7930252927916652	15.685933854641828	chinmo;Stat92E;rdo
regulation of protein serine/threonine kinase activity (GO:0071900)	2/24	0.00099527073475363177397501335263996224966831505298614501953125	0.0083964658350124572738781836278576520271599292755126953125	0.0048503260418365674866425507616440881974995136260986328125	0.04291639936147785550080158145647146739065647125244140625	-2.219777794692116	15.344204599694175	CycA;CycE
regulation of imaginal disc-derived wing size (GO:0044719)	2/27	0.0012610594987474189367093746483305949368514120578765869140625	0.00959232143309512140516570610770941129885613918304443359375	0.006013578212802178114826379129453925997950136661529541015625	0.047293225266783235627432446790407993830740451812744140625	-2.282671918834841	15.238668133555006	Btk29A;CycE
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)	1/8	0.0154966378457526109124753332935142680071294307708740234375	0.045509113673602601124468236548636923544108867645263671875	0.035843791112861352055052321929906611330807209014892578125	0.113914514221696350215751181167433969676494598388671875	-3.6360745684674063	15.152003385912206	hpo
regulation of DNA metabolic process (GO:0051052)	1/8	0.0154966378457526109124753332935142680071294307708740234375	0.045509113673602601124468236548636923544108867645263671875	0.035843791112861352055052321929906611330807209014892578125	0.113914514221696350215751181167433969676494598388671875	-3.5573053900624942	14.823761806862354	CycE
mitotic sister chromatid segregation (GO:0000070)	4/76	0.000014315010637094869062608919196843970667032408528029918670654296875	0.000510935764277847619639627563259409726015292108058929443359375	0.0002812885977654709462013327136986617915681563317775726318359375	0.01003983918178296373679980746373985311947762966156005859375	-1.3265998786592448	14.797162855694866	glu;CycA;dmt;thr
polarity specification of dorsal/ventral axis (GO:0009951)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-3.4241338591456083	14.722798704554025	spn-A
mesodermal cell migration (GO:0008078)	1/9	0.017417187622456468953924257903054240159690380096435546875	0.0478199707504130266944031291131977923214435577392578125	0.039748739686814797689162759297687443904578685760498046875	0.11523569539064441868969623783414135687053203582763671875	-3.595669978570182	14.563534081172055	pbl
regulation of stem cell differentiation (GO:2000736)	2/23	0.000913455433959447561133304649416686515905894339084625244140625	0.0078489503955034012339098126176395453512668609619140625	0.004488517041439792597257163464519180706702172756195068359375	0.040836704063295370392694394467980600893497467041015625	-2.080264369605795	14.558264147746039	Stat92E;tum
post-embryonic appendage morphogenesis (GO:0035120)	6/161	0.0000006491379306720168918822498616005844951359904371201992034912109375	0.0000334666666479795367841222619720298325773910619318485260009765625	0.00004651921578154887188839838874088172815390862524509429931640625	0.002158491612263867438781250740476025384850800037384033203125	-1.0208369432017619	14.544497476334493	cnk;cos;Dl;Stat92E;osa;alph
nuclear import (GO:0051170)	2/41	0.00289578287106047327359448217976023443043231964111328125	0.015807567672612467257753365856842719949781894683837890625	0.01291264598116527960447452727521522319875657558441162109375	0.07584136373747708825820978972842567600309848785400390625	-2.462608568106962	14.392715241255129	chinmo;mbo
imaginal disc-derived wing margin morphogenesis (GO:0008587)	3/54	0.00015872999250488074884403444375635672258795239031314849853515625	0.002539771009995796420544156291043691453523933887481689453125	0.0015173693639780375629066977438696994795463979244232177734375	0.0226531846318420958252826125089995912276208400726318359375	-1.6433023248728547	14.376111522108783	pot;Dl;osa
negative regulation of MAP kinase activity (GO:0043407)	1/9	0.017417187622456468953924257903054240159690380096435546875	0.0478199707504130266944031291131977923214435577392578125	0.039748739686814797689162759297687443904578685760498046875	0.11523569539064441868969623783414135687053203582763671875	-3.504186644605555	14.192999337996628	alph
neuroblast fate commitment (GO:0014017)	2/31	0.00166243260857737028442226989710661655408330261707305908203125	0.011162898264703839668054996536739054135978221893310546875	0.007742303734206546113327807034920624573715031147003173828125	0.054430741404118750115248559495739755220711231231689453125	-2.1995270115748915	14.075814432581563	CycE;osa
regulation of DNA recombination (GO:0000018)	1/8	0.0154966378457526109124753332935142680071294307708740234375	0.045509113673602601124468236548636923544108867645263671875	0.035843791112861352055052321929906611330807209014892578125	0.113914514221696350215751181167433969676494598388671875	-3.3761623267107077	14.068914716254515	spn-A
negative regulation of multi-organism process (GO:0043901)	1/9	0.017417187622456468953924257903054240159690380096435546875	0.0478199707504130266944031291131977923214435577392578125	0.039748739686814797689162759297687443904578685760498046875	0.11523569539064441868969623783414135687053203582763671875	-3.4644536099295893	14.032068716415525	Stat92E
negative regulation of MAPK cascade (GO:0043409)	1/9	0.017417187622456468953924257903054240159690380096435546875	0.0478199707504130266944031291131977923214435577392578125	0.039748739686814797689162759297687443904578685760498046875	0.11523569539064441868969623783414135687053203582763671875	-3.459872483448796	14.01351379006499	alph
neuron fate specification (GO:0048665)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-3.242360322086556	13.941224354361129	CycE
wing disc morphogenesis (GO:0007472)	6/134	0.000000219927481228143486045886289929895962558248356799595057964324951171875	0.000014578050184265510893534545378003031146363355219364166259765625	0.0000171292280793055215460350682032952818190096877515316009521484375	0.0011354231183996802388713742715253829373978078365325927734375	-0.9089481862628709	13.934146586994393	cnk;cos;Dl;Stat92E;osa;alph
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	1/9	0.017417187622456468953924257903054240159690380096435546875	0.0478199707504130266944031291131977923214435577392578125	0.039748739686814797689162759297687443904578685760498046875	0.11523569539064441868969623783414135687053203582763671875	-3.4250303065787575	13.872392598928643	spn-A
cytoskeleton-dependent cytokinesis (GO:0061640)	3/69	0.000328581671321564300868034447233867467730306088924407958984375	0.003759736599329334925945200751584707177244126796722412109375	0.0029682978720717415922758508628476192825473845005035400390625	0.032030004945146232919750417522664065472781658172607421875	-1.7262038249630687	13.845406401837302	pbl;tum;thr
wing disc dorsal/ventral pattern formation (GO:0048190)	3/52	0.00014180780542994990043280389979685196522041223943233489990234375	0.002539771009995796420544156291043691453523933887481689453125	0.0013679794803396860651545363651848674635402858257293701171875	0.021887671685434977042472581842957879416644573211669921875	-1.5588285353234894	13.81283873115902	Su(H);Dl;osa
positive regulation of R7 cell differentiation (GO:0045678)	1/8	0.0154966378457526109124753332935142680071294307708740234375	0.045509113673602601124468236548636923544108867645263671875	0.035843791112861352055052321929906611330807209014892578125	0.113914514221696350215751181167433969676494598388671875	-3.31039762632189	13.794864516182606	alph
chromatin-mediated maintenance of transcription (GO:0048096)	1/10	0.0193340867108911275418225983457887195982038974761962890625	0.04797334884413627376087418952010921202600002288818359375	0.0436383650454660043660481960614561103284358978271484375	0.11523569539064441868969623783414135687053203582763671875	-3.481566454590655	13.737862903999766	esc
regulation of cell division (GO:0051302)	2/26	0.00116908563008354267863386777293044360703788697719573974609375	0.00919416495523328429484433144125432590954005718231201171875	0.005612961003424157303831609766575638786889612674713134765625	0.04569147202787383899025286382311605848371982574462890625	-2.030741784449782	13.710620879827667	chinmo;tum
histone H3-K9 methylation (GO:0051567)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-3.1757978218986644	13.6550245935309	E(z)
GTP metabolic process (GO:0046039)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-3.064423054759161	13.645619169985194	cin
ribosomal subunit export from nucleus (GO:0000054)	1/12	0.0231569598426155931480963090507430024445056915283203125	0.050683157391385069701073007308878004550933837890625	0.051371878688032647508610040176790789701044559478759765625	0.11800273124379777323067486349827959202229976654052734375	-3.5950769581089226	13.537118132102172	mbo
mitotic cell cycle, embryonic (GO:0045448)	2/31	0.00166243260857737028442226989710661655408330261707305908203125	0.011162898264703839668054996536739054135978221893310546875	0.007742303734206546113327807034920624573715031147003173828125	0.054430741404118750115248559495739755220711231231689453125	-2.114278513262753	13.530268941854112	E(z);CycA
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	2/26	0.00116908563008354267863386777293044360703788697719573974609375	0.00919416495523328429484433144125432590954005718231201171875	0.005612961003424157303831609766575638786889612674713134765625	0.04569147202787383899025286382311605848371982574462890625	-1.9983485249876887	13.491916708303968	CycA;CycE
response to X-ray (GO:0010165)	1/11	0.0212473418702095358245873768510136869736015796661376953125	0.048565352846193225733184561931921052746474742889404296875	0.047512725384242636417209126875604852102696895599365234375	0.11523569539064441868969623783414135687053203582763671875	-3.49807637711126	13.472923300915838	Stat92E
negative regulation of response to biotic stimulus (GO:0002832)	1/9	0.017417187622456468953924257903054240159690380096435546875	0.0478199707504130266944031291131977923214435577392578125	0.039748739686814797689162759297687443904578685760498046875	0.11523569539064441868969623783414135687053203582763671875	-3.315083826007183	13.42707661429933	Stat92E
regulation of compound eye cone cell fate specification (GO:0042682)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-3.01528988428011	13.426833277505418	Su(H)
regulation of histone methylation (GO:0031060)	2/27	0.0012610594987474189367093746483305949368514120578765869140625	0.00959232143309512140516570610770941129885613918304443359375	0.006013578212802178114826379129453925997950136661529541015625	0.047293225266783235627432446790407993830740451812744140625	-2.0073299773761453	13.400539563909522	E(z);esc
hippo signaling (GO:0035329)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-3.1139729451412106	13.389195261829196	hpo
second mitotic wave involved in compound eye morphogenesis (GO:0016330)	1/10	0.0193340867108911275418225983457887195982038974761962890625	0.04797334884413627376087418952010921202600002288818359375	0.0436383650454660043660481960614561103284358978271484375	0.11523569539064441868969623783414135687053203582763671875	-3.3597392109840247	13.257146538975837	Dl
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	1/10	0.0193340867108911275418225983457887195982038974761962890625	0.04797334884413627376087418952010921202600002288818359375	0.0436383650454660043660481960614561103284358978271484375	0.11523569539064441868969623783414135687053203582763671875	-3.3351847197109348	13.160257325690138	hpo
dorsal/ventral pattern formation, imaginal disc (GO:0007450)	3/57	0.000186490168373474869516204233121925426530651748180389404296875	0.0027041074414153854453546355074422535835765302181243896484375	0.0017600521707261773500519108637263343553058803081512451171875	0.0240195355063807756967886319898752844892442226409912109375	-1.528398950021268	13.12456358868727	Su(H);Dl;osa
mitotic nuclear division (GO:0140014)	3/67	0.0003012397559878349077334969141617193599813617765903472900390625	0.0036782959678514580946495637903126407763920724391937255859375	0.0027393831861072738716178509577048316714353859424591064453125	0.0318037213800206608471654590175603516399860382080078125	-1.605302719232883	13.015158874092593	glu;CycA;thr
mesoderm development (GO:0007498)	4/83	0.00002030368872750055620900362651770620914248866029083728790283203125	0.000672922254968589921009236576310286181978881359100341796875	0.0003881075046166232293300135669511519154184497892856597900390625	0.011618284723688719617396003513931646011769771575927734375	-1.2014037447547257	12.980816625401586	Pde8;CG16719;Dl;thr
mitotic cytokinesis (GO:0000281)	3/65	0.0002754126350491506339084046839360553349251858890056610107421875	0.0035754284015931669937771175682428292930126190185546875	0.0025217556148782855306167416387097546248696744441986083984375	0.031624178521716873879743303632494644261896610260009765625	-1.5673401374224198	12.847863415135222	pbl;tum;thr
