Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
positive regulation of cell cycle G1/S phase transition (GO:1902808)	3/13	0.000001934303560937302571341549206618282141789677552878856658935546875	0.000081592441115900765473412104000772160361520946025848388671875	0.00003250218074829939259202948864668769601848907768726348876953125	0.00188512648340136471612760171723266466869972646236419677734375	-2.9640468496673984	38.99429850674864	Su(H);CycA;CycE
peripheral nervous system development (GO:0007422)	8/79	0.000000000002295165868394218674704785684878872715868058929089556841063313186168670654296875	0.0000000010649569629349173745901410597963950011024536479453672654926776885986328125	0.00000000130982747354643339032424128307897925882485878901206888258457183837890625	0.00000060775994772554513281511735789397476992235169745981693267822265625	-1.4049546375356532	37.653087757867816	bon;glu;CycA;Dl;CycE;dmt;pbl;thr
positive regulation of histone methylation (GO:0031062)	2/10	0.00016509582320571743706272282992131295031867921352386474609375	0.002539771009995796420544156291043691453523933887481689453125	0.001020401315740022442357659571143813082017004489898681640625	0.01821023886551424719737468649327638559043407440185546875	-3.766584172150448	32.80312319554124	E(z);esc
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	2/10	0.00016509582320571743706272282992131295031867921352386474609375	0.002539771009995796420544156291043691453523933887481689453125	0.001020401315740022442357659571143813082017004489898681640625	0.01821023886551424719737468649327638559043407440185546875	-3.4263831020351208	29.840317347005882	Su(H);CycE
imaginal disc-derived wing vein morphogenesis (GO:0008586)	5/49	0.00000003870024612603137700265416355251135716031285483040846884250640869140625	0.00000299281903374642647055873558026295455647414200939238071441650390625	0.00000214878635669697018437443968019717743800356402061879634857177734375	0.00019940737390147883988621158035670077879331074655055999755859375	-1.7079360295190371	29.150061339003063	Su(H);cnk;tok;Dl;osa
respiratory system development (GO:0060541)	7/112	0.000000001895487996401249229260142952001137739426184225521865300834178924560546875	0.00000021987660758254490563109290711396592854498521774075925350189208984375	0.0000003601136465157439661246879976375101506391729344613850116729736328125	0.0000417731829958262979528814395902003298033378086984157562255859375	-1.4358250182980066	28.8368074459646	Btk29A;Pgant35A;Dl;dmt;Stat92E;mbo;thr
positive regulation of histone modification (GO:0031058)	2/10	0.00016509582320571743706272282992131295031867921352386474609375	0.002539771009995796420544156291043691453523933887481689453125	0.001020401315740022442357659571143813082017004489898681640625	0.01821023886551424719737468649327638559043407440185546875	-3.2659112402301553	28.442770388908624	E(z);esc
imaginal disc-derived wing morphogenesis (GO:0007476)	10/240	0.00000000002405459590656606010914946219687274471532578701271631871350109577178955078125	0.00000000474685762481339462203447607008439945719402430768241174519062042236328125	0.00000002906326614631369761011388231329577447326073524891398847103118896484375	0.0000056345821067919303937773616020034950224726344458758831024169921875	-1.1492247384324976	28.09934361143173	Su(H);cnk;tok;Btk29A;cos;Dl;CycE;Stat92E;osa;alph
nervous system development (GO:0007399)	10/246	0.0000000000306908898156038472130912651719713592213256703189472318626940250396728515625	0.00000000474685762481339462203447607008439945719402430768241174519062042236328125	0.000000036430487759430585355277065588708307330989555339328944683074951171875	0.0000056345821067919303937773616020034950224726344458758831024169921875	-1.0948943630631092	26.504168344018094	bon;glu;E(z);CycA;Dl;CycE;dmt;Stat92E;pbl;thr
regulation of exit from mitosis (GO:0007096)	2/11	0.00020153512554446436516077112433009688174934126436710357666015625	0.0028337060076554991365493929578178722294978797435760498046875	0.0012028857480152663726735706717363427742384374141693115234375	0.020671814336262354927509221624859492294490337371826171875	-3.0034867101281737	25.55831093761176	CycA;CycE
R8 cell fate commitment (GO:0007460)	2/14	0.0003322181046821179642956900490702309980406425893306732177734375	0.003759736599329334925945200751584707177244126796722412109375	0.00183662553290780332197751345546521406504325568675994873046875	0.0243484070648348795151694190508351312018930912017822265625	-3.1319588252679917	25.086109680656563	hpo;Dl
dorsal/ventral lineage restriction, imaginal disc (GO:0007451)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-5.445907058950718	23.415846661043666	Dl
retinal cell programmed cell death (GO:0046666)	2/13	0.0002851095923684206158606191383597661115345545113086700439453125	0.0035754284015931669937771175682428292930126190185546875	0.00161111011390256274496135535656549109262414276599884033203125	0.0226531846318420958252826125089995912276208400726318359375	-2.7719325707770275	22.626279133615142	hpo;Dl
cellular response to X-ray (GO:0071481)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-5.080546939255133	22.62324994606791	Stat92E
positive regulation of hh target transcription factor activity (GO:0007228)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-5.046388169181108	22.471143804253927	cos
negative regulation of cell fate specification (GO:0009996)	2/17	0.000494669601661671429031208457871571226860396564006805419921875	0.00510059322602256746959081823433734825812280178070068359375	0.0025974507146686765142462594013750276644714176654815673828125	0.0317162403054280506164985808936762623488903045654296875	-2.92622323833552	22.273300758188082	Su(H);Dl
negative regulation of antimicrobial humoral response (GO:0008348)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-5.068815990261087	21.794462648040188	Stat92E
defasciculation of motor neuron axon (GO:0007415)	2/9	0.00013223963675147005179810744124324628501199185848236083984375	0.002539771009995796420544156291043691453523933887481689453125	0.000852486105322021350642891501792064445908181369304656982421875	0.017197980559539909062305440556883695535361766815185546875	-2.4273268134284107	21.678200540576395	tok;pbl
open tracheal system development (GO:0007424)	7/155	0.0000000183081961265972437009807364909075300118956874939613044261932373046875	0.000001699000600548224300154307071786252691936169867403805255889892578125	0.000002904040051628935703749434527054518184741027653217315673828125	0.00022457909732597101872160483271301245622453279793262481689453125	-1.2068699034813022	21.50149403214598	cnk;Btk29A;Pgant35A;Dl;Stat92E;mbo;thr
positive regulation of cell cycle (GO:0045787)	3/34	0.000039340533099903006995258503142309791655861772596836090087890625	0.000996920287589474034273262503802470746450126171112060546875	0.0004256699144454918694487066677112352408585138618946075439453125	0.011618284723688719617396003513931646011769771575927734375	-2.029046742957811	20.581138914384944	CycA;Dl;CycE
negative regulation of humoral immune response (GO:0002921)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-4.698053506442971	20.200289744467824	Stat92E
negative regulation of glial cell proliferation (GO:0060253)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-4.654425161621388	20.0127003087028	hpo
regulation of cell cycle G1/S phase transition (GO:1902806)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-4.479149550896775	19.945277752046938	CycA
regulation of cyclin-dependent protein kinase activity (GO:1904029)	2/16	0.0004370113272980612737807215584240339012467302381992340087890625	0.004608483087870464400825909478953690268099308013916015625	0.002329906228224689658523605118034538463689386844635009765625	0.03002990249711821879596840290105319581925868988037109375	-2.5756920241698738	19.924398153296867	CycA;CycE
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-4.442865609195754	19.783708398993955	hpo
sister chromatid segregation (GO:0000819)	3/34	0.000039340533099903006995258503142309791655861772596836090087890625	0.000996920287589474034273262503802470746450126171112060546875	0.0004256699144454918694487066677112352408585138618946075439453125	0.011618284723688719617396003513931646011769771575927734375	-1.946391831022486	19.742749049586966	glu;CycA;thr
signal transduction downstream of smoothened (GO:0007227)	1/6	0.01164455914171470297946431315949666895903646945953369140625	0.0437333875289985518630686556207365356385707855224609375	0.0279876904573311442725458419999995385296642780303955078125	0.113914514221696350215751181167433969676494598388671875	-4.418337231558451	19.674485588006288	cos
regulation of ERK1 and ERK2 cascade (GO:0070372)	3/33	0.000035917731961893347250071306664409576114849187433719635009765625	0.000996920287589474034273262503802470746450126171112060546875	0.000392232007227366445689664686824471573345363140106201171875	0.011618284723688719617396003513931646011769771575927734375	-1.888320969661175	19.325604509718477	cnk;Pde8;alph
syncytial blastoderm mitotic cell cycle (GO:0035186)	2/18	0.000555818087261592832203083158759682191885076463222503662109375	0.005582432172475435862291082145247855805791914463043212890625	0.0028787851249156633411108163755898203817196190357208251953125	0.0318037213800206608471654590175603516399860382080078125	-2.54744027534825	19.093241906843243	E(z);CycA
positive regulation of mitotic cell cycle phase transition (GO:1901992)	2/25	0.00108048509362790160805156691736783614032901823520660400390625	0.008795527779707830451361161294698831625282764434814453125	0.005225175585706921636830468713696973281912505626678466796875	0.044081481304872938142835891994764097034931182861328125	-2.751552594303816	18.794053994301663	Su(H);CycE
regulation of double-strand break repair via homologous recombination (GO:0010569)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-4.321203085975227	18.57994045016262	spn-A
negative regulation of canonical Wnt signaling pathway (GO:0090090)	3/35	0.000042970702051270433913764124067569127873866818845272064208984375	0.000996920287589474034273262503802470746450126171112060546875	0.0004608883533628746150857813379531080499873496592044830322265625	0.0118806775533541013334382085986362653784453868865966796875	-1.8155952554774697	18.255795809258252	hpo;pbl;tum
response to ionizing radiation (GO:0010212)	2/22	0.0008350521070320947487897189631667060893960297107696533203125	0.0074512341858248461179403676624133368022739887237548828125	0.004139853844886030691252454261075399699620902538299560546875	0.039201881306675880056733518586042919196188449859619140625	-2.570235239557158	18.217869610619484	hpo;spn-A
intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-4.180510646358974	17.97500309872404	hpo
negative regulation of terminal cell fate specification, open tracheal system (GO:0035155)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-4.162620228366816	17.89807940541241	Dl
negative regulation of gliogenesis (GO:0014014)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-4.145878354799992	17.826094125455235	hpo
response to lipopolysaccharide (GO:0032496)	1/7	0.01357243061244782500462946472907788120210170745849609375	0.0437333875289985518630686556207365356385707855224609375	0.031923460911924460281507975878412253223359584808349609375	0.113914514221696350215751181167433969676494598388671875	-4.091976491195108	17.59433148991007	Stat92E
negative regulation of multicellular organismal process (GO:0051241)	3/51	0.0001338068087735861202459963781308260877267457544803619384765625	0.002539771009995796420544156291043691453523933887481689453125	0.0012969139621339200764416066391504500643350183963775634765625	0.0214917170867906758002785494454656145535409450531005859375	-1.9619486938869561	17.49884312878607	Su(H);hpo;Dl
negative regulation of Wnt signaling pathway (GO:0030178)	3/40	0.000064430412065593498029299202034536619976279325783252716064453125	0.0014236052951635898462801055330828603473491966724395751953125	0.000665039203541174122648327315943106441409327089786529541015625	0.0158739036512289231894978769332738011144101619720458984375	-1.8126618717782574	17.49205074918124	hpo;pbl;tum
cell cycle comprising mitosis without cytokinesis (GO:0033301)	2/21	0.000760073704917321887018777371025635147816501557826995849609375	0.0070534839816327465911172112100757658481597900390625	0.00380444230563243591947131250208258279599249362945556640625	0.037323972891999783463301554320423747412860393524169921875	-2.425852366851407	17.422702516715965	E(z);CycA
